,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt,p_epsp_t,p_epsp_amp,p_epsp_onset,p_ipsp_t,p_ipsp_amp,p_ipsp_onset,p_response_std,p_peak_std,p_epsp_hw,p_epsp_dvdt,p_ipsp_dvdt,max_diff_predicted
0,20171011_001,-68.19339,0.004281250000005343,9.220489977728285,6.706402,5.963251670378619,,,,0.18459648,0.19262087,10.55,3.832244873046875,,12.126948775055679,5.8920746,7.717149220489978,29.064587973273944,-0.46102905,12.52783964365256,0.3236844,0.5472376,6.0,2.158050537109375,-1.0028076171875,10.874164810690424,13.621742,6.314031180400891,,,,0.39473537,0.58454025,6.900000000000001,3.945465087890625,,11.525612472160358,11.583511,6.314031180400891,,,,0.32613006,0.4049201,8.75,3.881683349609375,,2.480362
