,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt,p_epsp_t,p_epsp_amp,p_epsp_onset,p_ipsp_t,p_ipsp_amp,p_ipsp_onset,p_response_std,p_peak_std,p_epsp_hw,p_epsp_dvdt,p_ipsp_dvdt,max_diff_predicted
0,20180122_001_hyperpolarized,-70.68773,0.004222499999997353,,,,8.569042316258352,-1.3542175,4.961024498886414,0.7613899,0.63701737,,,-0.5340576171875,27.561247216035635,2.23732,6.26391982182628,,,,0.48374936,0.46915737,31.8,0.457763671875,,27.912026726057906,3.6654968,9.070155902004453,8.619153674832964,-1.6140442,6.5144766146993325,1.4246299,0.96890604,29.85,0.712127685546875,-0.542449951171875,17.538975501113587,1.3923569,9.871937639198217,8.569042316258352,-1.6918182,6.765033407572383,0.48744553,0.318333,27.6,0.53436279296875,-0.30517578125,2.3337479
