,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt,p_epsp_t,p_epsp_amp,p_epsp_onset,p_ipsp_t,p_ipsp_amp,p_ipsp_onset,p_response_std,p_peak_std,p_epsp_hw,p_epsp_dvdt,p_ipsp_dvdt,max_diff_predicted
0,20170912_005_bout2,-62.681267,0.004230000000006839,16.83741648106904,1.4739609,7.316258351893096,7.165924276169265,-4.775612,4.008908685968819,1.5228643,1.9884202,8.05,1.0642242431640625,-2.52960205078125,9.821826280623608,26.228859,7.366369710467706,,,,2.011846,1.2357986,5.75,11.466751098632812,,10.57349665924276,18.178074,7.316258351893096,14.933184855233852,7.983124,10.924276169265035,3.06597,3.6038673,17.800000000000004,12.220916748046875,-4.57763671875,9.821826280623608,23.20008,7.316258351893096,,,,2.0104012,1.2357986,8.550000000000002,12.265167236328125,,6.4484596
