,exptname,Vm_baseline,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20180122_001,-51.22433,,,,19.11911911911912,-15.711792,4.654654654654655,4.111936,,,-3.485870361328125,23.023023023023026,2.6855469,6.256256256256257,,,,0.61188316,40.75000000000001,0.6103515625,,28.22822822822823,13.901115,5.605605605605606,,,,2.5701087,39.300000000000004,1.6729736328125,
