,exptname,Vm_baseline,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20180108_004_hyperpolarized,-71.996635,26.326326326326328,3.8438644,7.5075075075075075,7.257257257257257,-2.588562,5.155155155155155,1.120301,47.4,0.65093994140625,-1.77703857421875,11.911911911911913,8.942921,4.304304304304304,,,,0.8536756,25.05,2.924652099609375,,9.05905905905906,12.285168,4.1541541541541545,,,,0.8268561,18.5,4.33013916015625,
