,exptname,Vm_baseline,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20170912_005_bout2,-62.030594,17.167167167167168,6.393738,7.457457457457458,7.157157157157158,-5.0915337,3.9539539539539543,1.2058189,47.599999999999994,1.1205291748046875,-2.6235198974609375,5.605605605605606,26.923271,2.052052052052052,,,,1.97724,6.0,11.667022705078125,,5.805805805805806,21.346249,2.902902902902903,10.71071071071071,-13.869404,6.206206206206207,3.0583727,15.9,11.521377563476562,-5.8005523681640625
