,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20170912_005_bout2,-62.030594,0.004230000000006839,17.188195991091312,6.3675995,7.566815144766148,7.165924276169265,-5.063366,4.008908685968819,1.2049177,1.8565986,33.300000000000004,1.1205291748046875,0.0,5.612472160356347,26.708385,2.856347438752784,,,,2.0016937,1.2383099,5.8999999999999995,7.879791259765625,,5.812917594654789,21.003895,3.1570155902004453,10.723830734966594,-13.814228,6.414253897550111,3.0677838,4.62659,15.8,11.521377563476562,0.0
