,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20180108_004_hyperpolarized,-71.996635,0.004231250000000131,13.129175946547885,2.5204391,7.667037861915368,7.266146993318486,-2.5644913,5.211581291759465,1.1208271,0.868042,39.699999999999996,0.65093994140625,0.0,11.926503340757238,8.942921,4.309576837416482,,,,0.8536756,1.1397961,25.05,2.924652099609375,,9.070155902004453,12.217617,4.20935412026726,,,,0.8266525,0.97958773,18.3,4.33013916015625,
