,exptname,Vm_baseline,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20200113_003,-51.67014,13.506753376688346,1.4800873,7.42871435717859,,,,0.74387205,11.025,0.4443359375,,6.403201600800401,14.164593,3.626813406703352,,,,1.318894,5.25,10.72021484375,,7.178589294647324,16.826267,3.5767883941970986,46.47323661830916,-14.75613,5.452726363181592,0.9527192,5.275,18.0828857421875,-5.97015380859375
