,exptname,Vm_baseline,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20171031_004_hyperpolarized,-71.76771,,,,10.860860860860862,-1.9459,5.655655655655655,1.0285193,,,-0.56915283203125,20.27027027027027,3.9934464,5.755755755755756,,,,0.9972374,39.599999999999994,0.973663330078125,,20.420420420420424,6.790764,5.555555555555555,,,,1.385116,39.449999999999996,1.180877685546875,
