"Time"	"1 highgain"	"SEM"
-0.005000	-0.171938	0.00996508
-0.004950	-0.171598	0.00981341
-0.004900	-0.170821	0.00984964
-0.004850	-0.172162	0.0098702
-0.004800	-0.173542	0.0101092
-0.004750	-0.173921	0.0101644
-0.004700	-0.172862	0.00999953
-0.004650	-0.172492	0.00996162
-0.004600	-0.172434	0.0100289
-0.004550	-0.172249	0.0100631
-0.004500	-0.171462	0.010052
-0.004450	-0.173357	0.0101294
-0.004400	-0.171754	0.0100128
-0.004350	-0.169781	0.0100479
-0.004300	-0.169742	0.00999152
-0.004250	-0.171103	0.00984448
-0.004200	-0.171141	0.00991036
-0.004150	-0.17223	0.00992785
-0.004100	-0.172745	0.0100448
-0.004050	-0.173406	0.0100205
-0.004000	-0.172726	0.0100989
-0.003950	-0.171044	0.00997459
-0.003900	-0.172172	0.00993374
-0.003850	-0.172113	0.00999095
-0.003800	-0.172142	0.00997998
-0.003750	-0.174038	0.00990448
-0.003700	-0.174494	0.009834
-0.003650	-0.174183	0.00978459
-0.003600	-0.174388	0.00975505
-0.003550	-0.174494	0.00969151
-0.003500	-0.175039	0.00984615
-0.003450	-0.174407	0.00979588
-0.003400	-0.174281	0.0097646
-0.003350	-0.175748	0.00969335
-0.003300	-0.175282	0.00965255
-0.003250	-0.174504	0.0097026
-0.003200	-0.175097	0.00991979
-0.003150	-0.173639	0.00990763
-0.003100	-0.174708	0.00974941
-0.003050	-0.175389	0.00982958
-0.003000	-0.177119	0.00979572
-0.002950	-0.176438	0.00973114
-0.002900	-0.175029	0.00981352
-0.002850	-0.175486	0.00960037
-0.002800	-0.174426	0.00951204
-0.002750	-0.174631	0.00948183
-0.002700	-0.174873	0.00949483
-0.002650	-0.175155	0.00952051
-0.002600	-0.175253	0.00947117
-0.002550	-0.174611	0.0095246
-0.002500	-0.174844	0.00936049
-0.002450	-0.175185	0.00939254
-0.002400	-0.174533	0.00934259
-0.002350	-0.174077	0.00922772
-0.002300	-0.173095	0.00931911
-0.002250	-0.173318	0.00929018
-0.002200	-0.173746	0.00923055
-0.002150	-0.174844	0.00927645
-0.002100	-0.173853	0.0093102
-0.002050	-0.173416	0.00920825
-0.002000	-0.174096	0.00909086
-0.001950	-0.173795	0.00912257
-0.001900	-0.172065	0.0091546
-0.001850	-0.172385	0.00920123
-0.001800	-0.172113	0.00916224
-0.001750	-0.173843	0.00909643
-0.001700	-0.174125	0.00904264
-0.001650	-0.173357	0.0090199
-0.001600	-0.175243	0.00906436
-0.001550	-0.174737	0.00911531
-0.001500	-0.174135	0.00923984
-0.001450	-0.174271	0.00907266
-0.001400	-0.175807	0.00904637
-0.001350	-0.175651	0.00909044
-0.001300	-0.173435	0.00908844
-0.001250	-0.173105	0.00915763
-0.001200	-0.174456	0.00917068
-0.001150	-0.174378	0.00907382
-0.001100	-0.17464	0.00906636
-0.001050	-0.175068	0.00899365
-0.001000	-0.173775	0.00897734
-0.000950	-0.173639	0.00897133
-0.000900	-0.174018	0.00910516
-0.000850	-0.174057	0.00903212
-0.000800	-0.173814	0.00894693
-0.000750	-0.173027	0.00892029
-0.000700	-0.173542	0.00884322
-0.000650	-0.174767	0.00879224
-0.000600	-0.175039	0.00876116
-0.000550	-0.175087	0.00886496
-0.000500	-0.175	0.00900924
-0.000450	-0.174815	0.00887053
-0.000400	-0.173571	0.00898387
-0.000350	-0.175048	0.00898119
-0.000300	-0.175768	0.00893772
-0.000250	-0.174912	0.00883987
-0.000200	-0.175826	0.00868913
-0.000150	-0.175933	0.00873071
-0.000100	-0.173425	0.0087426
-0.000050	-0.176059	0.00889855
0.000000	-0.175321	0.00876195
0.000050	-0.174893	0.00871629
0.000100	-0.175068	0.00863162
0.000150	-0.174572	0.00873378
0.000200	-0.176983	0.00873998
0.000250	-0.175641	0.008615
0.000300	-0.176798	0.00861639
0.000350	-0.177527	0.00857394
0.000400	-0.176798	0.00852274
0.000450	-0.17431	0.00842849
0.000500	-0.173853	0.00839068
0.000550	-0.17293	0.00844551
0.000600	-0.174057	0.00840296
0.000650	-0.17432	0.00847664
0.000700	-0.175243	0.00849539
0.000750	-0.174125	0.00849516
0.000800	-0.175185	0.00858162
0.000850	-0.176672	0.00845401
0.000900	-0.17673	0.0084069
0.000950	-0.176049	0.0084983
0.001000	-0.177216	0.00831641
0.001050	-0.177614	0.00843183
0.001100	-0.177896	0.00848538
0.001150	-0.177089	0.00841247
0.001200	-0.177653	0.00839932
0.001250	-0.177021	0.00834823
0.001300	-0.176924	0.00837397
0.001350	-0.175573	0.00831982
0.001400	-0.17604	0.00830806
0.001450	-0.175389	0.00833147
0.001500	-0.177225	0.00815755
0.001550	-0.176603	0.00814921
0.001600	-0.17708	0.00815823
0.001650	-0.176905	0.00817811
0.001700	-0.176856	0.00822569
0.001750	-0.177342	0.008093
0.001800	-0.179859	0.00808937
0.001850	-0.179704	0.00805738
0.001900	-0.179179	0.00816008
0.001950	-0.17847	0.00835674
0.002000	-0.178878	0.00838328
0.002050	-0.17984	0.00842071
0.002100	-0.179354	0.00836281
0.002150	-0.179218	0.00835281
0.002200	-0.178022	0.00842912
0.002250	-0.177624	0.00842769
0.002300	-0.179189	0.00842086
0.002350	-0.17706	0.00841704
0.002400	-0.17569	0.00849252
0.002450	-0.177916	0.00837814
0.002500	-0.177906	0.00842176
0.002550	-0.179412	0.00845121
0.002600	-0.179266	0.00839079
0.002650	-0.178985	0.00838268
0.002700	-0.179004	0.00843256
0.002750	-0.178985	0.00842092
0.002800	-0.1781	0.00840397
0.002850	-0.17638	0.00841397
0.002900	-0.178693	0.00843295
0.002950	-0.178897	0.00838942
0.003000	-0.179276	0.00852306
0.003050	-0.17879	0.00862729
0.003100	-0.17809	0.00856228
0.003150	-0.178926	0.00849612
0.003200	-0.180822	0.00850633
0.003250	-0.179548	0.0086023
0.003300	-0.176808	0.00859715
0.003350	-0.176603	0.00857353
0.003400	-0.175359	0.00855851
0.003450	-0.175029	0.0085062
0.003500	-0.174786	0.00853321
0.003550	-0.175	0.0086208
0.003600	-0.174621	0.00855586
0.003650	-0.175389	0.0085279
0.003700	-0.175612	0.00868333
0.003750	-0.173367	0.00879648
0.003800	-0.173931	0.00873122
0.003850	-0.174747	0.00872027
0.003900	-0.17533	0.00882988
0.003950	-0.176156	0.0088912
0.004000	-0.175875	0.00887556
0.004050	-0.176565	0.00876681
0.004100	-0.175738	0.00855387
0.004150	-0.17568	0.00856349
0.004200	-0.175894	0.00860899
0.004250	-0.174679	0.00869972
0.004300	-0.175389	0.00880413
0.004350	-0.175564	0.00887555
0.004400	-0.176701	0.00881612
0.004450	-0.176642	0.00889182
0.004500	-0.177741	0.00887063
0.004550	-0.177449	0.00883536
0.004600	-0.176429	0.00877651
0.004650	-0.176749	0.00870952
0.004700	-0.176652	0.00876933
0.004750	-0.176001	0.00881762
0.004800	-0.176574	0.00886395
0.004850	-0.177925	0.00875875
0.004900	-0.178858	0.00877236
0.004950	-0.179344	0.00870079
0.005000	-0.177634	0.00873943
0.005050	-0.176798	0.00877012
0.005100	-0.175952	0.00891049
0.005150	-0.177605	0.00902089
0.005200	-0.178771	0.00900444
0.005250	-0.180102	0.0090483
0.005300	-0.321698	0.0204214
0.005350	-1.25764	0.013071
0.005400	-1.32997	0.00883117
0.005450	-1.4141	0.0092675
0.005500	-1.46931	0.0111156
0.005550	-0.644572	0.0201607
0.005600	-0.499458	0.00904183
0.005650	-0.464635	0.00922097
0.005700	-0.388137	0.00914597
0.005750	-0.33166	0.00905888
0.005800	-0.297109	0.00916973
0.005850	-0.277865	0.00921578
0.005900	-0.262908	0.00919497
0.005950	-0.252411	0.00923774
0.006000	-0.244461	0.00930307
0.006050	-0.238358	0.00928647
0.006100	-0.235092	0.00919716
0.006150	-0.234111	0.00929043
0.006200	-0.229572	0.00937795
0.006250	-0.226889	0.00934966
0.006300	-0.223303	0.00932585
0.006350	-0.219717	0.00937692
0.006400	-0.21755	0.00922275
0.006450	-0.216811	0.0093328
0.006500	-0.212282	0.0092823
0.006550	-0.209765	0.0092985
0.006600	-0.206518	0.00937752
0.006650	-0.201756	0.00934736
0.006700	-0.19678	0.00939059
0.006750	-0.189967	0.00947488
0.006800	-0.185525	0.00939556
0.006850	-0.181725	0.00955337
0.006900	-0.178615	0.00939105
0.006950	-0.177692	0.00945474
0.007000	-0.17948	0.009429
0.007050	-0.185457	0.0094578
0.007100	-0.191026	0.00949688
0.007150	-0.192397	0.00947891
0.007200	-0.195789	0.00945261
0.007250	-0.19678	0.00932094
0.007300	-0.198238	0.0093736
0.007350	-0.195283	0.00950624
0.007400	-0.191959	0.00955171
0.007450	-0.193777	0.0094761
0.007500	-0.197169	0.00958912
0.007550	-0.197664	0.00958779
0.007600	-0.196984	0.00963119
0.007650	-0.194904	0.00955772
0.007700	-0.193719	0.00953662
0.007750	-0.193427	0.00961094
0.007800	-0.193952	0.00964051
0.007850	-0.191998	0.00962102
0.007900	-0.191959	0.00954439
0.007950	-0.18916	0.00957524
0.008000	-0.187907	0.00961884
0.008050	-0.187975	0.00963611
0.008100	-0.190278	0.00965009
0.008150	-0.19159	0.00958608
0.008200	-0.190123	0.00949929
0.008250	-0.188519	0.00942224
0.008300	-0.1878	0.00957064
0.008350	-0.18746	0.00958651
0.008400	-0.190774	0.00960345
0.008450	-0.192795	0.00959653
0.008500	-0.197674	0.00954191
0.008550	-0.203447	0.00963728
0.008600	-0.210766	0.0096222
0.008650	-0.212428	0.00965953
0.008700	-0.212272	0.00967803
0.008750	-0.20889	0.0097041
0.008800	-0.202816	0.00974638
0.008850	-0.196712	0.00987653
0.008900	-0.185905	0.0100001
0.008950	-0.173814	0.00995234
0.009000	-0.161325	0.00996841
0.009050	-0.148409	0.0100237
0.009100	-0.139351	0.00985454
0.009150	-0.13936	0.00977532
0.009200	-0.153968	0.00966262
0.009250	-0.182367	0.00970353
0.009300	-0.214585	0.00989676
0.009350	-0.241828	0.00996575
0.009400	-0.257329	0.0101034
0.009450	-0.261567	0.0102775
0.009500	-0.255366	0.0103007
0.009550	-0.238027	0.0106124
0.009600	-0.212544	0.0108401
0.009650	-0.187975	0.0108683
0.009700	-0.167176	0.0108083
0.009750	-0.152695	0.0112936
0.009800	-0.142198	0.0125998
0.009850	-0.138981	0.0139222
0.009900	-0.146611	0.0144791
0.009950	-0.164222	0.0138745
0.010000	-0.19334	0.0132172
0.010050	-0.236511	0.0131079
0.010100	-0.287934	0.0139285
0.010150	-0.342934	0.0144555
0.010200	-0.399197	0.0140497
0.010250	-0.447977	0.0135712
0.010300	-0.485686	0.0138064
0.010350	-0.511286	0.0138258
0.010400	-0.53085	0.0134987
0.010450	-0.54193	0.0127358
0.010500	-0.549278	0.011938
0.010550	-0.548131	0.0117947
0.010600	-0.544039	0.0119496
0.010650	-0.540744	0.0121636
0.010700	-0.540161	0.0120333
0.010750	-0.549015	0.0118913
0.010800	-0.559123	0.0119271
0.010850	-0.571748	0.0119431
0.010900	-0.582876	0.0116862
0.010950	-0.590272	0.0113297
0.011000	-0.593703	0.0110089
