"Time"	"1 highgain"	"SEM"
-0.005000	-0.168077	0.0123036
-0.004950	-0.167641	0.0123341
-0.004900	-0.169494	0.0123624
-0.004850	-0.169021	0.0122815
-0.004800	-0.169833	0.0120363
-0.004750	-0.169094	0.0119189
-0.004700	-0.16884	0.0119058
-0.004650	-0.168452	0.0120001
-0.004600	-0.167726	0.0120187
-0.004550	-0.167568	0.0119372
-0.004500	-0.168561	0.0121053
-0.004450	-0.168367	0.0118718
-0.004400	-0.169578	0.0118691
-0.004350	-0.17062	0.0117805
-0.004300	-0.171746	0.0117716
-0.004250	-0.172303	0.0118508
-0.004200	-0.172824	0.0119261
-0.004150	-0.17263	0.0119229
-0.004100	-0.173006	0.0117752
-0.004050	-0.172533	0.0117873
-0.004000	-0.172436	0.0118353
-0.003950	-0.172848	0.0118495
-0.003900	-0.176602	0.0118062
-0.003850	-0.176275	0.0116773
-0.003800	-0.175706	0.0116781
-0.003750	-0.177329	0.0116754
-0.003700	-0.176808	0.011748
-0.003650	-0.17527	0.0118318
-0.003600	-0.175198	0.0119335
-0.003550	-0.176336	0.0119464
-0.003500	-0.177498	0.0117606
-0.003450	-0.178358	0.0117422
-0.003400	-0.179073	0.011783
-0.003350	-0.17831	0.0118527
-0.003300	-0.177886	0.0118102
-0.003250	-0.178855	0.0117773
-0.003200	-0.177196	0.011724
-0.003150	-0.178358	0.0116991
-0.003100	-0.177341	0.011682
-0.003050	-0.177377	0.011774
-0.003000	-0.175646	0.0117765
-0.002950	-0.176905	0.0116076
-0.002900	-0.17573	0.011731
-0.002850	-0.176542	0.0115663
-0.002800	-0.175815	0.0114153
-0.002750	-0.17613	0.0115532
-0.002700	-0.177293	0.0115612
-0.002650	-0.177171	0.0116905
-0.002600	-0.175767	0.0116607
-0.002550	-0.176069	0.0116801
-0.002500	-0.176917	0.0118439
-0.002450	-0.177377	0.0118516
-0.002400	-0.17653	0.0117708
-0.002350	-0.176384	0.0117994
-0.002300	-0.177099	0.0119226
-0.002250	-0.176481	0.0118996
-0.002200	-0.1755	0.0120717
-0.002150	-0.172824	0.012092
-0.002100	-0.172848	0.0119776
-0.002050	-0.172727	0.0119603
-0.002000	-0.172606	0.0120833
-0.001950	-0.172243	0.0121137
-0.001900	-0.171007	0.0120807
-0.001850	-0.171044	0.0121337
-0.001800	-0.172122	0.0121071
-0.001750	-0.172667	0.0119528
-0.001700	-0.172642	0.0120676
-0.001650	-0.173066	0.012068
-0.001600	-0.170923	0.0121463
-0.001550	-0.170596	0.0120689
-0.001500	-0.170838	0.0120796
-0.001450	-0.170378	0.0120061
-0.001400	-0.169324	0.0121223
-0.001350	-0.170705	0.0122199
-0.001300	-0.170378	0.0122181
-0.001250	-0.172364	0.0122835
-0.001200	-0.171855	0.0125537
-0.001150	-0.171855	0.0123965
-0.001100	-0.171758	0.0125356
-0.001050	-0.172848	0.0126995
-0.001000	-0.172654	0.012802
-0.000950	-0.172122	0.0127962
-0.000900	-0.171201	0.0128072
-0.000850	-0.171238	0.0128898
-0.000800	-0.172848	0.0127997
-0.000750	-0.173853	0.0128918
-0.000700	-0.172691	0.012872
-0.000650	-0.172836	0.0128337
-0.000600	-0.173211	0.0129463
-0.000550	-0.170971	0.0130988
-0.000500	-0.170475	0.0130878
-0.000450	-0.169809	0.013172
-0.000400	-0.170475	0.0130787
-0.000350	-0.172013	0.0130783
-0.000300	-0.172461	0.0129897
-0.000250	-0.17148	0.0128238
-0.000200	-0.171782	0.0130924
-0.000150	-0.171855	0.0131972
-0.000100	-0.170898	0.0132344
-0.000050	-0.170123	0.0131573
0.000000	-0.169542	0.0132192
0.000050	-0.171879	0.0131348
0.000100	-0.169518	0.0130421
0.000150	-0.169978	0.0131782
0.000200	-0.171092	0.0132114
0.000250	-0.169978	0.0132855
0.000300	-0.167907	0.0133944
0.000350	-0.168258	0.0132698
0.000400	-0.167096	0.0132883
0.000450	-0.166551	0.013388
0.000500	-0.167774	0.0134239
0.000550	-0.165849	0.0134421
0.000600	-0.164068	0.0136655
0.000650	-0.164262	0.0137184
0.000700	-0.162373	0.0136655
0.000750	-0.164093	0.0137345
0.000800	-0.164964	0.0138172
0.000850	-0.165146	0.0138698
0.000900	-0.165655	0.0137699
0.000950	-0.165158	0.0136198
0.001000	-0.165243	0.0136179
0.001050	-0.166987	0.0136926
0.001100	-0.166829	0.0137426
0.001150	-0.165788	0.0138966
0.001200	-0.166006	0.0139973
0.001250	-0.166006	0.0139681
0.001300	-0.165001	0.0139805
0.001350	-0.16402	0.0139676
0.001400	-0.163984	0.0139133
0.001450	-0.164226	0.014039
0.001500	-0.165425	0.0140808
0.001550	-0.165945	0.0142218
0.001600	-0.166587	0.0142117
0.001650	-0.167229	0.0142871
0.001700	-0.167035	0.0144066
0.001750	-0.166781	0.0143236
0.001800	-0.168452	0.0142884
0.001850	-0.167278	0.0143228
0.001900	-0.166648	0.0144903
0.001950	-0.166938	0.0145643
0.002000	-0.167471	0.0146896
0.002050	-0.166733	0.014751
0.002100	-0.16706	0.0147133
0.002150	-0.166224	0.0146894
0.002200	-0.167907	0.0149108
0.002250	-0.168295	0.014677
0.002300	-0.166599	0.0146018
0.002350	-0.166406	0.0147487
0.002400	-0.165897	0.0147786
0.002450	-0.167362	0.0150088
0.002500	-0.167919	0.0149757
0.002550	-0.167386	0.0148411
0.002600	-0.165618	0.0149479
0.002650	-0.165909	0.0149067
0.002700	-0.165243	0.0148814
0.002750	-0.163802	0.014915
0.002800	-0.164952	0.0149388
0.002850	-0.165098	0.0148664
0.002900	-0.16379	0.0148806
0.002950	-0.163112	0.0149276
0.003000	-0.161913	0.0148986
0.003050	-0.163245	0.0148342
0.003100	-0.161683	0.0149433
0.003150	-0.162203	0.0149516
0.003200	-0.161852	0.014949
0.003250	-0.16052	0.0148822
0.003300	-0.161017	0.014861
0.003350	-0.15989	0.0148833
