"Time"	"1 highgain"	"SEM"
-0.005000	-0.186795	0.0104355
-0.004950	-0.185971	0.0103151
-0.004900	-0.185978	0.0102688
-0.004850	-0.186243	0.0103092
-0.004800	-0.186551	0.010349
-0.004750	-0.185384	0.0102645
-0.004700	-0.187139	0.010308
-0.004650	-0.187382	0.0103597
-0.004600	-0.187031	0.0103429
-0.004550	-0.186616	0.0103031
-0.004500	-0.186386	0.010301
-0.004450	-0.186637	0.0103382
-0.004400	-0.186494	0.0104087
-0.004350	-0.186444	0.0103049
-0.004300	-0.1862	0.010313
-0.004250	-0.186558	0.0102724
-0.004200	-0.187139	0.0102106
-0.004150	-0.188005	0.0102176
-0.004100	-0.187375	0.0102437
-0.004050	-0.187232	0.0102757
-0.004000	-0.187934	0.0103015
-0.003950	-0.18754	0.0102278
-0.003900	-0.187303	0.0102161
-0.003850	-0.186938	0.0103103
-0.003800	-0.187232	0.0104091
-0.003750	-0.187884	0.0103036
-0.003700	-0.186852	0.0102808
-0.003650	-0.18812	0.0103238
-0.003600	-0.187583	0.0103517
-0.003550	-0.187275	0.0102632
-0.003500	-0.186852	0.0102238
-0.003450	-0.187167	0.0103747
-0.003400	-0.18865	0.0103969
-0.003350	-0.188421	0.0103832
-0.003300	-0.188077	0.0103344
-0.003250	-0.189152	0.0102574
-0.003200	-0.18918	0.0102449
-0.003150	-0.187934	0.0101419
-0.003100	-0.188564	0.0101493
-0.003050	-0.188793	0.0101563
-0.003000	-0.187776	0.010197
-0.002950	-0.188894	0.0103411
-0.002900	-0.188801	0.0102584
-0.002850	-0.18908	0.0102531
-0.002800	-0.18812	0.0102047
-0.002750	-0.188321	0.010301
-0.002700	-0.186709	0.0103009
-0.002650	-0.186121	0.0102925
-0.002600	-0.185634	0.0103123
-0.002550	-0.186437	0.0102935
-0.002500	-0.187289	0.0104843
-0.002450	-0.187225	0.0104527
-0.002400	-0.186616	0.0104298
-0.002350	-0.186501	0.0104579
-0.002300	-0.186243	0.0104621
-0.002250	-0.185828	0.0104085
-0.002200	-0.185133	0.0104564
-0.002150	-0.184073	0.010536
-0.002100	-0.18254	0.0105751
-0.002050	-0.182654	0.0105572
