"Time"	"1 highgain"	"SEM"
-0.005000	-0.177761	0.0108276
-0.004950	-0.176471	0.0107848
-0.004900	-0.177112	0.0108164
-0.004850	-0.177204	0.0107626
-0.004800	-0.177735	0.0107676
-0.004750	-0.177803	0.0107784
-0.004700	-0.178722	0.0107869
-0.004650	-0.179944	0.010852
-0.004600	-0.179632	0.0108782
-0.004550	-0.179337	0.0107757
-0.004500	-0.179573	0.0107148
-0.004450	-0.180585	0.0107533
-0.004400	-0.181192	0.0107378
-0.004350	-0.181588	0.0107705
-0.004300	-0.182802	0.0107729
-0.004250	-0.185264	0.0107722
-0.004200	-0.185559	0.0107409
-0.004150	-0.186292	0.0108239
-0.004100	-0.186334	0.0109493
-0.004050	-0.186789	0.0108566
-0.004000	-0.186612	0.0107876
-0.003950	-0.186284	0.0107164
-0.003900	-0.187135	0.0107161
-0.003850	-0.186056	0.0106564
-0.003800	-0.186806	0.0106441
-0.003750	-0.186789	0.0107414
-0.003700	-0.186376	0.010622
-0.003650	-0.184918	0.0105898
-0.003600	-0.18507	0.0105822
-0.003550	-0.185887	0.0106485
-0.003500	-0.186461	0.0107619
-0.003450	-0.185508	0.0107202
-0.003400	-0.184555	0.0106815
-0.003350	-0.183594	0.0107269
-0.003300	-0.183771	0.0107128
-0.003250	-0.184252	0.0106554
-0.003200	-0.184792	0.0106183
-0.003150	-0.183611	0.0107048
-0.003100	-0.183721	0.0107003
-0.003050	-0.182701	0.0106747
-0.003000	-0.181099	0.0108287
-0.002950	-0.1819	0.0107173
-0.002900	-0.181529	0.0107464
-0.002850	-0.182018	0.0107565
-0.002800	-0.181622	0.0107686
-0.002750	-0.181723	0.0106783
-0.002700	-0.181023	0.0106777
-0.002650	-0.180323	0.0106934
-0.002600	-0.179228	0.0107275
-0.002550	-0.18013	0.010795
-0.002500	-0.179489	0.0107795
-0.002450	-0.179447	0.010746
-0.002400	-0.17889	0.0106677
-0.002350	-0.1783	0.0105879
-0.002300	-0.177255	0.0105563
-0.002250	-0.176943	0.0105171
-0.002200	-0.175004	0.0106627
-0.002150	-0.17626	0.0105927
-0.002100	-0.176774	0.0104979
-0.002050	-0.175695	0.0105366
-0.002000	-0.175729	0.0105756
-0.001950	-0.176741	0.0106714
-0.001900	-0.177086	0.0107718
-0.001850	-0.177921	0.0106244
-0.001800	-0.178772	0.0106166
-0.001750	-0.178452	0.0105759
-0.001700	-0.179447	0.0106354
-0.001650	-0.179843	0.0104843
-0.001600	-0.180374	0.010499
-0.001550	-0.182364	0.0105073
-0.001500	-0.182262	0.0106373
-0.001450	-0.182827	0.0106588
-0.001400	-0.182903	0.0105982
-0.001350	-0.184058	0.0106186
-0.001300	-0.183847	0.0106722
-0.001250	-0.183847	0.0107688
-0.001200	-0.183974	0.0106418
-0.001150	-0.184235	0.0106098
-0.001100	-0.183999	0.0105785
-0.001050	-0.185188	0.0106714
-0.001000	-0.183451	0.0106295
-0.000950	-0.183535	0.0105636
-0.000900	-0.185365	0.0105553
-0.000850	-0.184471	0.0105398
-0.000800	-0.183249	0.0104944
-0.000750	-0.181462	0.0104711
