"Time"	"1 highgain"	"SEM"
-0.005000	-0.172358	0.0100602
-0.004950	-0.172706	0.0100626
-0.004900	-0.17293	0.00999978
-0.004850	-0.172391	0.00994286
-0.004800	-0.172358	0.00988664
-0.004750	-0.172922	0.00987922
-0.004700	-0.173602	0.00997983
-0.004650	-0.172242	0.0100821
-0.004600	-0.172789	0.0100247
-0.004550	-0.172922	0.00994709
-0.004500	-0.172491	0.00995072
-0.004450	-0.171985	0.0099555
-0.004400	-0.173104	0.00989
-0.004350	-0.174323	0.0098931
-0.004300	-0.172938	0.00993447
-0.004250	-0.172516	0.00987057
-0.004200	-0.173345	0.00981238
-0.004150	-0.174697	0.00990567
-0.004100	-0.176786	0.00988559
-0.004050	-0.175625	0.00983666
-0.004000	-0.174448	0.00977252
-0.003950	-0.174357	0.00968685
-0.003900	-0.174846	0.00964031
-0.003850	-0.174705	0.00968935
-0.003800	-0.172416	0.00961399
-0.003750	-0.172963	0.00966467
-0.003700	-0.175078	0.00968979
-0.003650	-0.17434	0.00962711
-0.003600	-0.174191	0.00962605
-0.003550	-0.172847	0.00964784
-0.003500	-0.172076	0.00977908
-0.003450	-0.174539	0.00978244
-0.003400	-0.174572	0.00970418
-0.003350	-0.174265	0.00970234
-0.003300	-0.174448	0.00964686
-0.003250	-0.173337	0.0094445
-0.003200	-0.17293	0.00959563
-0.003150	-0.173618	0.00945828
-0.003100	-0.172797	0.00939494
-0.003050	-0.172532	0.00933704
-0.003000	-0.17196	0.00940807
-0.002950	-0.1723	0.00941613
-0.002900	-0.171811	0.0094034
-0.002850	-0.171927	0.00929536
-0.002800	-0.171645	0.00929218
-0.002750	-0.173403	0.00922932
-0.002700	-0.174224	0.00909478
-0.002650	-0.17575	0.00909371
-0.002600	-0.176902	0.00904343
-0.002550	-0.177433	0.00909391
-0.002500	-0.176471	0.00925113
-0.002450	-0.174605	0.00933498
-0.002400	-0.173784	0.00935731
-0.002350	-0.173859	0.00936515
-0.002300	-0.173552	0.00930742
-0.002250	-0.173934	0.00935849
-0.002200	-0.17458	0.00935633
-0.002150	-0.175012	0.00925591
-0.002100	-0.174141	0.00932124
-0.002050	-0.174705	0.00934281
-0.002000	-0.17473	0.00924511
-0.001950	-0.172723	0.0091866
-0.001900	-0.172657	0.00910734
-0.001850	-0.172292	0.00925945
-0.001800	-0.171512	0.00916557
-0.001750	-0.173278	0.00913199
-0.001700	-0.174398	0.00916079
-0.001650	-0.173386	0.00923766
-0.001600	-0.171844	0.00929157
-0.001550	-0.171164	0.00915328
-0.001500	-0.170525	0.00927479
-0.001450	-0.170053	0.00920958
-0.001400	-0.170774	0.00919266
-0.001350	-0.171852	0.00921061
-0.001300	-0.171529	0.00927813
-0.001250	-0.171247	0.00931006
-0.001200	-0.170932	0.00914151
-0.001150	-0.17298	0.00901405
-0.001100	-0.172491	0.00909173
-0.001050	-0.17128	0.00913313
-0.001000	-0.172308	0.0090698
-0.000950	-0.172972	0.00902664
-0.000900	-0.171321	0.00897808
-0.000850	-0.171313	0.00903155
-0.000800	-0.171462	0.00902953
-0.000750	-0.171313	0.0089823
-0.000700	-0.169663	0.00907332
-0.000650	-0.170061	0.00905146
-0.000600	-0.169713	0.00908998
-0.000550	-0.170202	0.00930155
-0.000500	-0.168518	0.00925196
-0.000450	-0.169157	0.0091654
-0.000400	-0.169406	0.00912423
-0.000350	-0.17099	0.00906601
-0.000300	-0.170666	0.00916056
-0.000250	-0.172026	0.00921702
-0.000200	-0.171064	0.0092844
-0.000150	-0.170036	0.00920896
-0.000100	-0.169373	0.00919106
-0.000050	-0.170376	0.00927912
0.000000	-0.17016	0.00921025
0.000050	-0.169066	0.00928061
0.000100	-0.169298	0.00933122
0.000150	-0.168825	0.00931147
0.000200	-0.169348	0.0092054
0.000250	-0.168999	0.00923689
0.000300	-0.167449	0.00927146
0.000350	-0.167266	0.00931808
0.000400	-0.166694	0.00936197
0.000450	-0.166984	0.0093125
0.000500	-0.165865	0.00924478
0.000550	-0.167216	0.00933306
0.000600	-0.168817	0.00934978
0.000650	-0.168071	0.00934986
0.000700	-0.166976	0.00928958
0.000750	-0.167872	0.00929146
0.000800	-0.167291	0.00928564
0.000850	-0.16778	0.009324
0.000900	-0.165475	0.00934145
0.000950	-0.16574	0.00937124
0.001000	-0.16642	0.00947878
0.001050	-0.168054	0.00943894
0.001100	-0.167498	0.00933488
0.001150	-0.168294	0.00947461
0.001200	-0.168253	0.00957728
0.001250	-0.168336	0.00955809
0.001300	-0.16812	0.00953159
0.001350	-0.169024	0.0095366
0.001400	-0.168286	0.00947974
0.001450	-0.168004	0.00942451
0.001500	-0.169829	0.0094267
0.001550	-0.169182	0.00941157
0.001600	-0.169223	0.00951442
0.001650	-0.169688	0.00949978
0.001700	-0.170044	0.00941497
0.001750	-0.169149	0.00945823
0.001800	-0.16885	0.00942534
0.001850	-0.168767	0.00949154
0.001900	-0.168933	0.00952574
0.001950	-0.170053	0.00939723
0.002000	-0.170749	0.00931465
0.002050	-0.171214	0.00933127
