,time,code,ampshift,fsl,onset,spkamp,exptname
189,18.404027499999998,T,30.0,2.9549248747913186,1.0517529215358932,32.867431640625,20200621_000
191,18.5544175,T,-30.0,,,0.0,20200621_000
193,18.713447499999997,T,20.0,3.2554257095158596,1.0517529215358932,31.646728515625,20200621_000
195,18.869497499999998,T,-10.0,5.509181969949917,1.0517529215358932,34.2559814453125,20200621_000
203,19.4920375,T,-40.0,,,0.0,20200621_000
205,19.655187499999997,T,10.0,3.5058430717863103,1.0517529215358932,19.1497802734375,20200621_000
207,19.827197499999997,T,-20.0,8.363939899833055,1.0517529215358932,39.4439697265625,20200621_000
209,19.984567499999997,T,-5.0,4.707846410684474,1.0517529215358932,35.5224609375,20200621_000
211,20.149717499999998,T,40.0,2.7545909849749584,1.0517529215358932,30.0140380859375,20200621_000
213,20.3326875,T,-0.0,4.4073455759599325,1.0517529215358932,29.0374755859375,20200621_000
215,20.509917499999997,T,5.0,4.006677796327212,1.0517529215358932,34.210205078125,20200621_000
217,20.6934075,T,30.0,2.9549248747913186,1.0517529215358932,33.203125,20200621_000
219,20.8748975,T,-30.0,,,0.0,20200621_000
221,21.050347499999997,T,20.0,3.2554257095158596,1.0517529215358932,25.726318359375,20200621_000
223,21.2172375,T,-10.0,5.509181969949917,1.0517529215358932,37.506103515625,20200621_000
231,21.8914175,T,-40.0,,,0.0,20200621_000
233,22.0621275,T,10.0,3.5058430717863103,1.0517529215358932,18.9208984375,20200621_000
235,22.233997499999997,T,-20.0,8.063439065108515,1.0517529215358932,38.4063720703125,20200621_000
237,22.404527499999997,T,-5.0,4.757929883138564,1.0517529215358932,35.247802734375,20200621_000
239,22.5772175,T,40.0,2.7545909849749584,1.0517529215358932,31.890869140625,20200621_000
241,22.7591875,T,-0.0,4.307178631051753,1.0517529215358932,22.613525390625,20200621_000
243,22.9315975,T,5.0,3.9565943238731216,1.0517529215358932,32.3333740234375,20200621_000
245,23.130287499999998,T,30.0,2.9048414023372287,1.0517529215358932,21.5606689453125,20200621_000
247,23.3962175,T,-30.0,,,0.0,20200621_000
249,23.571747499999997,T,20.0,3.2554257095158596,1.0517529215358932,40.22216796875,20200621_000
251,23.7455975,T,-10.0,5.609348914858097,1.0517529215358932,41.5191650390625,20200621_000
259,24.585917499999997,T,-40.0,,,0.0,20200621_000
261,24.762787499999998,T,10.0,3.4557595993322203,1.0517529215358932,16.9830322265625,20200621_000
263,24.9480975,T,-20.0,6.911519198664441,1.0517529215358932,35.2020263671875,20200621_000
265,25.1876075,T,-5.0,4.557595993322203,1.1018363939899831,16.9830322265625,20200621_000
18,5.2725025,T,-40.0,,,0.0,20200621_001
19,5.4935525,T,5.0,5.459098497495826,1.0517529215358932,13.092041015625,20200621_001
20,5.680462499999999,T,20.0,4.4073455759599325,1.0517529215358932,12.8326416015625,20200621_001
21,5.8520924999999995,T,-0.0,6.4106844741235385,1.0517529215358932,13.5040283203125,20200621_001
22,6.037322499999999,T,40.0,3.756260434056761,1.0517529215358932,12.7410888671875,20200621_001
23,6.207532499999999,T,-20.0,,,0.0,20200621_001
24,6.347002499999999,T,-10.0,9.465776293823037,1.0517529215358932,13.85498046875,20200621_001
25,6.5000525,T,10.0,5.108514190317195,1.0517529215358932,13.12255859375,20200621_001
26,6.653522499999999,T,30.0,4.056761268781302,1.0517529215358932,12.359619140625,20200621_001
27,6.815612499999999,T,-30.0,,,0.0,20200621_001
28,6.983662499999999,T,-5.0,7.462437395659432,1.0517529215358932,13.519287109375,20200621_001
32,7.7015625,T,-40.0,,,0.0,20200621_001
33,7.891512499999999,T,5.0,5.609348914858097,1.0517529215358932,13.2293701171875,20200621_001
34,8.076122499999999,T,20.0,4.507512520868113,1.0517529215358932,12.8326416015625,20200621_001
35,8.257092499999999,T,-0.0,6.56093489148581,1.0517529215358932,12.9852294921875,20200621_001
36,8.437362499999999,T,40.0,3.706176961602671,1.0517529215358932,11.9476318359375,20200621_001
37,8.6313725,T,-20.0,,,0.0,20200621_001
38,8.8118825,T,-10.0,7.913188647746243,1.2520868113522536,2.3193359375,20200621_001
39,8.9958925,T,10.0,5.208681135225376,1.0517529215358932,12.7105712890625,20200621_001
40,9.1814225,T,30.0,4.056761268781302,1.0517529215358932,12.0697021484375,20200621_001
41,9.369292499999998,T,-30.0,,,0.0,20200621_001
42,9.5751625,T,-5.0,7.512520868113522,1.0517529215358932,13.580322265625,20200621_001
46,10.2554825,T,-40.0,,,0.0,20200621_001
47,10.421792499999999,T,5.0,5.659432387312187,1.1018363939899831,12.02392578125,20200621_001
48,10.6117625,T,20.0,4.507512520868113,1.0517529215358932,11.138916015625,20200621_001
49,10.792652499999999,T,0.0,6.6110183639399,1.0517529215358932,11.4898681640625,20200621_001
50,10.9812625,T,40.0,3.706176961602671,1.0517529215358932,10.3607177734375,20200621_001
51,11.171052499999998,T,-20.0,,,0.0,20200621_001
52,11.369582499999998,T,-10.0,,,0.0,20200621_001
53,11.569492499999999,T,10.0,5.208681135225376,1.0517529215358932,10.5743408203125,20200621_001
54,11.7563225,T,30.0,4.056761268781302,1.0517529215358932,9.9029541015625,20200621_001
55,11.944752499999998,T,-30.0,,,0.0,20200621_001
56,12.135562499999999,T,-5.0,7.813021702838063,1.0517529215358932,10.7421875,20200621_001
60,12.9263625,T,-40.0,,,0.0,20200621_001
61,13.143212499999999,T,5.0,5.559265442404007,1.0517529215358932,10.6048583984375,20200621_001
62,13.349762499999999,T,20.0,4.457429048414023,1.0517529215358932,10.31494140625,20200621_001
63,13.5539525,T,-0.0,6.460767946577628,1.0517529215358932,10.1776123046875,20200621_001
64,13.756202499999999,T,40.0,3.706176961602671,1.0517529215358932,9.6893310546875,20200621_001
65,13.958712499999999,T,-20.0,,,0.0,20200621_001
66,14.168782499999999,T,-10.0,,,0.0,20200621_001
67,14.364472499999998,T,10.0,5.258764607679466,1.0517529215358932,10.406494140625,20200621_001
68,14.613662499999998,T,30.0,4.006677796327212,1.0517529215358932,7.6446533203125,20200621_001
69,14.854272499999999,T,-30.0,,,0.0,20200621_001
70,15.047362499999998,T,-5.0,7.262103505843071,1.0517529215358932,8.1329345703125,20200621_001
74,15.9219625,T,-40.0,,,0.0,20200621_001
75,16.1208925,T,5.0,5.759599332220367,1.0517529215358932,7.080078125,20200621_001
76,16.3165625,T,20.0,4.457429048414023,1.0517529215358932,6.561279296875,20200621_001
77,16.513872499999998,T,0.0,6.71118530884808,1.0517529215358932,7.01904296875,20200621_001
78,16.7181625,T,40.0,3.6560934891485806,1.0517529215358932,6.3018798828125,20200621_001
79,16.9606525,T,-20.0,,,0.0,20200621_001
80,17.1812825,T,-10.0,10.267111853088482,1.0517529215358932,7.4005126953125,20200621_001
81,17.3985725,T,10.0,5.258764607679466,1.0517529215358932,6.8206787109375,20200621_001
82,17.597602499999997,T,30.0,4.056761268781302,1.0517529215358932,6.1798095703125,20200621_001
83,17.8532525,T,-30.0,,,0.0,20200621_001
84,18.0619625,T,-5.0,7.362270450751252,1.0517529215358932,6.9580078125,20200621_001
88,18.9086625,T,-40.0,,,0.0,20200621_001
89,19.105652499999998,T,5.0,5.7095158597662765,1.0517529215358932,6.4849853515625,20200621_001
90,19.408782499999997,T,20.0,4.457429048414023,1.0517529215358932,6.2408447265625,20200621_001
91,19.6134125,T,-0.0,6.510851419031719,1.0517529215358932,6.89697265625,20200621_001
92,19.8895825,T,40.0,,,0.0,20200621_001
112,15.223734999999998,T,40.0,3.2554257095158596,1.0517529215358932,13.5955810546875,20200621_002
114,15.504064999999999,T,-30.0,,,0.0,20200621_002
116,15.686874999999999,T,-40.0,,,0.0,20200621_002
118,15.876624999999999,T,-20.0,,,0.0,20200621_002
120,16.069415,T,-5.0,7.512520868113522,1.0517529215358932,13.397216796875,20200621_002
122,16.292465,T,10.0,4.908180300500834,1.0517529215358932,12.8936767578125,20200621_002
124,16.502215,T,20.0,4.006677796327212,1.0517529215358932,12.359619140625,20200621_002
126,16.708025,T,-0.0,5.909849749582637,1.0517529215358932,13.4124755859375,20200621_002
128,16.925214999999998,T,30.0,3.5559265442404007,1.0517529215358932,12.9241943359375,20200621_002
130,17.182564999999997,T,-10.0,,,0.0,20200621_002
132,17.392415,T,5.0,5.208681135225376,1.0517529215358932,12.75634765625,20200621_002
140,18.432914999999998,T,40.0,3.2554257095158596,1.0517529215358932,11.7645263671875,20200621_002
142,18.660864999999998,T,-30.0,,,0.0,20200621_002
144,18.937634999999997,T,-40.0,,,0.0,20200621_002
146,19.160525,T,-20.0,,,0.0,20200621_002
148,19.369954999999997,T,-5.0,,,0.0,20200621_002
150,19.574865,T,10.0,4.808013355592654,1.0517529215358932,11.23046875,20200621_002
152,19.805335,T,20.0,4.156928213689483,1.0517529215358932,11.16943359375,20200621_002
154,20.067024999999997,T,0.0,6.4106844741235385,1.0517529215358932,12.02392578125,20200621_002
156,20.341314999999998,T,30.0,3.6560934891485806,1.0517529215358932,11.505126953125,20200621_002
158,20.594845,T,-10.0,,,0.0,20200621_002
160,20.868534999999998,T,5.0,5.358931552587646,1.0517529215358932,11.016845703125,20200621_002
168,21.740654999999997,T,40.0,3.30550918196995,1.0517529215358932,11.2457275390625,20200621_002
170,21.911444999999997,T,-30.0,,,0.0,20200621_002
172,22.086615,T,-40.0,,,0.0,20200621_002
174,22.253545,T,-20.0,,,0.0,20200621_002
176,22.434414999999998,T,-5.0,7.662771285475793,1.0517529215358932,12.725830078125,20200621_002
178,22.624605,T,10.0,4.958263772954925,1.0517529215358932,11.4288330078125,20200621_002
180,22.828654999999998,T,20.0,4.156928213689483,1.0517529215358932,11.077880859375,20200621_002
182,23.029445,T,0.0,7.0617696160267105,1.0517529215358932,12.39013671875,20200621_002
184,23.249975,T,30.0,3.706176961602671,1.0517529215358932,11.566162109375,20200621_002
186,23.480945,T,-10.0,,,0.0,20200621_002
188,23.701714999999997,T,5.0,5.158597662771285,1.0517529215358932,12.3291015625,20200621_002
196,24.658655,T,40.0,3.30550918196995,1.0517529215358932,13.0767822265625,20200621_002
198,24.981644999999997,T,-30.0,,,0.0,20200621_002
200,25.208254999999998,T,-40.0,,,0.0,20200621_002
202,25.500745,T,-20.0,,,0.0,20200621_002
204,25.703535,T,-5.0,7.212020033388981,1.0517529215358932,13.5955810546875,20200621_002
206,25.966465,T,10.0,4.808013355592654,1.0517529215358932,13.48876953125,20200621_002
208,26.235515,T,20.0,4.106844741235392,1.0517529215358932,13.1683349609375,20200621_002
210,26.516184999999997,T,0.0,6.56093489148581,1.0517529215358932,13.73291015625,20200621_002
212,26.808435,T,30.0,3.6060100166944906,1.0517529215358932,13.1072998046875,20200621_002
214,27.107264999999998,T,-10.0,,,0.0,20200621_002
216,27.390714999999997,T,5.0,5.409015025041736,1.0517529215358932,13.24462890625,20200621_002
224,28.542514999999998,T,40.0,3.2554257095158596,1.0517529215358932,13.2293701171875,20200621_002
226,28.831324999999996,T,-30.0,,,0.0,20200621_002
228,29.122414999999997,T,-40.0,,,0.0,20200621_002
230,29.404304999999997,T,-20.0,,,0.0,20200621_002
232,29.683414999999997,T,-5.0,7.462437395659432,1.0517529215358932,12.9547119140625,20200621_002
234,29.971964999999997,T,10.0,4.707846410684474,1.0517529215358932,12.3443603515625,20200621_002
236,30.171335,T,20.0,4.106844741235392,1.0517529215358932,12.7410888671875,20200621_002
238,30.348204999999997,T,-0.0,6.510851419031719,1.0517529215358932,13.427734375,20200621_002
240,30.542135,T,30.0,3.6060100166944906,1.0517529215358932,13.4735107421875,20200621_002
242,30.748704999999998,T,-10.0,,,0.0,20200621_002
244,30.958214999999996,T,5.0,5.809682804674457,1.0517529215358932,15.0909423828125,20200621_002
252,31.901714999999996,T,40.0,3.2554257095158596,1.0517529215358932,14.8162841796875,20200621_002
254,32.180045,T,-30.0,,,0.0,20200621_002
256,32.425914999999996,T,-40.0,,,0.0,20200621_002
258,32.701004999999995,T,-20.0,,,0.0,20200621_002
260,32.994915,T,-5.0,7.7629382303839725,1.0517529215358932,16.05224609375,20200621_002
262,33.232205,T,10.0,4.757929883138564,1.0517529215358932,15.411376953125,20200621_002
264,33.479535,T,20.0,4.106844741235392,1.0517529215358932,15.2130126953125,20200621_002
266,33.759805,T,0.0,6.56093489148581,1.0517529215358932,15.9454345703125,20200621_002
268,34.020554999999995,T,30.0,3.6560934891485806,1.0517529215358932,16.204833984375,20200621_002
270,34.288824999999996,T,-10.0,,,0.0,20200621_002
272,34.566815,T,5.0,5.409015025041736,1.0517529215358932,15.716552734375,20200621_002
280,35.680515,T,40.0,3.2554257095158596,1.0517529215358932,15.3656005859375,20200621_002
282,35.954344999999996,T,-30.0,,,0.0,20200621_002
284,36.127934999999994,T,-40.0,,,0.0,20200621_002
286,36.269324999999995,T,-20.0,,,0.0,20200621_002
288,36.439175,T,-5.0,9.015025041736227,1.0517529215358932,15.4876708984375,20200621_002
290,36.630205,T,10.0,4.958263772954925,1.0517529215358932,14.984130859375,20200621_002
292,36.823474999999995,T,20.0,4.106844741235392,1.0517529215358932,14.8468017578125,20200621_002
294,37.061904999999996,T,-0.0,6.110183639398998,1.0517529215358932,15.1519775390625,20200621_002
296,37.285214999999994,T,30.0,3.6060100166944906,1.0517529215358932,14.7705078125,20200621_002
298,37.564524999999996,T,-10.0,,,0.0,20200621_002
300,37.828754999999994,T,5.0,5.559265442404007,1.0517529215358932,14.862060546875,20200621_002
308,38.911415,T,40.0,3.30550918196995,1.0517529215358932,14.617919921875,20200621_002
310,39.207924999999996,T,-30.0,,,0.0,20200621_002
312,39.462815,T,-40.0,,,0.0,20200621_002
314,39.73296499999999,T,-20.0,,,0.0,20200621_002
316,40.006415,T,-5.0,7.312186978297161,1.0517529215358932,14.495849609375,20200621_002
318,40.336304999999996,T,10.0,4.757929883138564,1.0517529215358932,13.9617919921875,20200621_002
320,40.65271499999999,T,20.0,4.106844741235392,1.0517529215358932,13.9007568359375,20200621_002
322,40.941745,T,0.0,7.111853088480801,1.0517529215358932,14.129638671875,20200621_002
324,41.257814999999994,T,30.0,3.6060100166944906,1.0517529215358932,13.763427734375,20200621_002
326,41.553644999999996,T,-10.0,,,0.0,20200621_002
328,41.833355,T,5.0,5.559265442404007,1.0517529215358932,14.068603515625,20200621_002
336,42.940335,T,40.0,3.30550918196995,1.0517529215358932,13.6566162109375,20200621_002
338,43.239625,T,-30.0,,,0.0,20200621_002
340,43.480315,T,-40.0,,,0.0,20200621_002
342,43.694365,T,-20.0,,,0.0,20200621_002
344,43.896454999999996,T,-5.0,7.111853088480801,1.0517529215358932,13.824462890625,20200621_002
346,44.128744999999995,T,10.0,4.908180300500834,1.0517529215358932,13.3209228515625,20200621_002
348,44.442874999999994,T,20.0,4.156928213689483,1.0517529215358932,13.1072998046875,20200621_002
350,44.69130499999999,T,0.0,6.460767946577628,1.0517529215358932,13.6260986328125,20200621_002
352,44.919115,T,30.0,3.6560934891485806,1.0517529215358932,13.12255859375,20200621_002
354,45.144104999999996,T,-10.0,,,0.0,20200621_002
356,45.337875,T,5.0,5.509181969949917,1.0517529215358932,13.5498046875,20200621_002
364,46.211515,T,40.0,3.30550918196995,1.0517529215358932,13.275146484375,20200621_002
366,46.424425,T,-30.0,,,0.0,20200621_002
368,46.698314999999994,T,-40.0,,,0.0,20200621_002
370,46.985845,T,-20.0,,,0.0,20200621_002
372,47.20301499999999,T,-5.0,,,0.0,20200621_002
374,47.456044999999996,T,10.0,4.958263772954925,1.0517529215358932,13.153076171875,20200621_002
376,47.711574999999996,T,20.0,4.156928213689483,1.0517529215358932,12.8173828125,20200621_002
378,47.960944999999995,T,0.0,6.961602671118531,1.0517529215358932,13.4429931640625,20200621_002
380,48.267914999999995,T,30.0,3.6060100166944906,1.0517529215358932,12.8173828125,20200621_002
382,48.563464999999994,T,-10.0,,,0.0,20200621_002
384,48.841615,T,5.0,5.559265442404007,1.0517529215358932,14.0228271484375,20200621_002
392,49.990815,T,40.0,3.2554257095158596,1.0517529215358932,13.2598876953125,20200621_002
394,50.29470499999999,T,-30.0,,,0.0,20200621_002
396,50.54275499999999,T,-40.0,,,0.0,20200621_002
398,50.84820499999999,T,-20.0,,,0.0,20200621_002
400,51.131615,T,-5.0,7.7128547579298825,1.0517529215358932,13.5955810546875,20200621_002
402,51.446704999999994,T,10.0,4.757929883138564,1.0517529215358932,12.5885009765625,20200621_002
404,51.732175,T,20.0,4.106844741235392,1.0517529215358932,12.481689453125,20200621_002
406,52.018984999999994,T,0.0,6.510851419031719,1.0517529215358932,12.969970703125,20200621_002
408,52.303974999999994,T,30.0,3.6560934891485806,1.0517529215358932,12.542724609375,20200621_002
410,52.599045,T,-10.0,,,0.0,20200621_002
412,52.909335,T,5.0,5.659432387312187,1.0517529215358932,12.725830078125,20200621_002
421,54.042215,T,40.0,3.30550918196995,1.0517529215358932,12.176513671875,20200621_002
89,14.019604999999999,T,40.0,3.105175292153589,1.0517529215358932,12.5579833984375,20200621_003
91,14.349015,T,-40.0,,,0.0,20200621_003
93,14.629264999999998,T,-10.0,4.657762938230383,1.0517529215358932,12.8631591796875,20200621_003
95,14.916254999999998,T,10.0,3.6060100166944906,1.0517529215358932,12.4969482421875,20200621_003
97,15.204844999999999,T,-30.0,7.262103505843071,1.0517529215358932,3.0364990234375,20200621_003
99,15.513155,T,20.0,3.35559265442404,1.0517529215358932,12.3138427734375,20200621_003
101,15.822705,T,5.0,3.806343906510851,1.0517529215358932,12.4053955078125,20200621_003
103,16.111555,T,30.0,3.2554257095158596,1.0517529215358932,12.115478515625,20200621_003
105,16.404825,T,-20.0,5.509181969949917,1.0517529215358932,11.962890625,20200621_003
107,16.700815,T,0.0,4.056761268781302,1.0517529215358932,12.0391845703125,20200621_003
109,16.974204999999998,T,-5.0,4.3572621035058425,1.0517529215358932,11.9171142578125,20200621_003
117,18.139965,T,40.0,3.1552587646076793,1.0517529215358932,11.3677978515625,20200621_003
119,18.451635,T,-40.0,,,0.0,20200621_003
121,18.739804999999997,T,-10.0,4.707846410684474,1.0517529215358932,11.688232421875,20200621_003
123,19.014394999999997,T,10.0,3.6560934891485806,1.0517529215358932,11.260986328125,20200621_003
125,19.281905,T,-30.0,7.161936560934891,1.0517529215358932,2.5634765625,20200621_003
127,19.573514999999997,T,20.0,3.4056761268781304,1.0517529215358932,10.8795166015625,20200621_003
129,19.875145,T,5.0,3.8564273789649413,1.0517529215358932,11.0626220703125,20200621_003
131,20.183895,T,30.0,3.30550918196995,1.0517529215358932,10.8642578125,20200621_003
133,20.491825,T,-20.0,5.459098497495826,4.657762938230383,9.2315673828125,20200621_003
135,20.728095,T,0.0,4.056761268781302,1.0517529215358932,10.589599609375,20200621_003
137,20.912824999999998,T,-5.0,4.4073455759599325,1.0517529215358932,10.8489990234375,20200621_003
145,22.058145,T,40.0,3.1552587646076793,1.0517529215358932,10.0555419921875,20200621_003
147,22.380014999999997,T,-40.0,,,0.0,20200621_003
149,22.677165,T,-10.0,4.757929883138564,1.0517529215358932,10.5438232421875,20200621_003
151,22.952415,T,10.0,3.6060100166944906,1.0517529215358932,9.979248046875,20200621_003
153,23.196724999999997,T,-30.0,,,0.0,20200621_003
155,23.504935,T,20.0,3.4557595993322203,1.0517529215358932,9.8876953125,20200621_003
157,23.817365,T,5.0,3.806343906510851,1.0517529215358932,9.765625,20200621_003
159,24.121534999999998,T,30.0,3.30550918196995,1.0517529215358932,9.6282958984375,20200621_003
161,24.422765,T,-20.0,5.459098497495826,1.0517529215358932,9.33837890625,20200621_003
163,24.727594999999997,T,-0.0,4.056761268781302,1.0517529215358932,9.521484375,20200621_003
165,25.020204999999997,T,-5.0,4.3572621035058425,1.0517529215358932,9.5062255859375,20200621_003
173,26.282604999999997,T,40.0,3.1552587646076793,1.0517529215358932,9.0484619140625,20200621_003
175,26.632454999999997,T,-40.0,,,0.0,20200621_003
177,26.998324999999998,T,-10.0,4.707846410684474,1.0517529215358932,9.6588134765625,20200621_003
179,27.332534999999996,T,10.0,3.6560934891485806,1.0517529215358932,9.1552734375,20200621_003
181,27.644864999999996,T,-30.0,,,0.0,20200621_003
183,27.978415,T,20.0,3.4056761268781304,1.0517529215358932,9.2315673828125,20200621_003
185,28.319905,T,5.0,3.806343906510851,1.0517529215358932,9.307861328125,20200621_003
187,28.670234999999998,T,30.0,3.30550918196995,1.4524207011686143,8.544921875,20200621_003
189,28.987804999999998,T,-20.0,5.459098497495826,1.0517529215358932,8.819580078125,20200621_003
191,29.299934999999998,T,-0.0,4.056761268781302,1.1018363939899831,9.063720703125,20200621_003
193,29.626504999999998,T,-5.0,4.307178631051753,1.0517529215358932,9.21630859375,20200621_003
201,30.867504999999998,T,40.0,3.105175292153589,1.0517529215358932,8.60595703125,20200621_003
203,31.214695,T,-40.0,,,0.0,20200621_003
205,31.528404999999996,T,-10.0,4.757929883138564,1.0517529215358932,9.2620849609375,20200621_003
207,31.660014999999998,T,10.0,3.6560934891485806,1.0517529215358932,8.9111328125,20200621_003
209,31.872545,T,-30.0,,,0.0,20200621_003
211,32.188295,T,20.0,3.4557595993322203,1.0517529215358932,8.575439453125,20200621_003
213,32.576505,T,5.0,3.806343906510851,1.0517529215358932,8.72802734375,20200621_003
215,32.893735,T,30.0,3.30550918196995,1.0517529215358932,8.575439453125,20200621_003
217,33.196844999999996,T,-20.0,5.509181969949917,1.0517529215358932,8.36181640625,20200621_003
219,33.533795,T,0.0,4.056761268781302,1.0517529215358932,8.48388671875,20200621_003
221,33.863645,T,-5.0,4.4073455759599325,1.0517529215358932,8.941650390625,20200621_003
229,35.257645,T,40.0,4.106844741235392,1.0517529215358932,8.11767578125,20200621_003
231,35.617895,T,-40.0,,,0.0,20200621_003
233,35.93434499999999,T,-10.0,4.707846410684474,1.0517529215358932,8.7127685546875,20200621_003
235,36.255494999999996,T,10.0,3.6560934891485806,1.0517529215358932,8.2550048828125,20200621_003
805,120.54126749999999,T,5.0,3.9065108514190316,1.0517529215358932,19.9737548828125,20200621_004
807,120.7628975,T,-30.0,,,0.0,20200621_004
809,121.02576749999999,T,20.0,3.4557595993322203,1.0517529215358932,20.32470703125,20200621_004
811,121.29891749999999,T,40.0,3.2554257095158596,1.0517529215358932,20.5535888671875,20200621_004
813,121.53724749999999,T,-5.0,4.457429048414023,1.0517529215358932,21.5606689453125,20200621_004
815,121.80561749999998,T,10.0,3.706176961602671,1.0517529215358932,21.66748046875,20200621_004
817,122.0413275,T,0.0,4.106844741235392,1.0517529215358932,21.5911865234375,20200621_004
819,122.28497749999998,T,-40.0,,,0.0,20200621_004
821,122.5412875,T,-20.0,7.0617696160267105,1.0517529215358932,21.575927734375,20200621_004
823,122.76667749999999,T,30.0,3.35559265442404,1.0517529215358932,23.834228515625,20200621_004
825,123.02496749999999,T,-10.0,4.858096828046744,1.0517529215358932,25.146484375,20200621_004
833,124.04926749999998,T,5.0,3.8564273789649413,1.0517529215358932,26.91650390625,20200621_004
835,124.29367749999999,T,-30.0,,,0.0,20200621_004
837,124.52268749999999,T,20.0,3.5058430717863103,1.0517529215358932,27.191162109375,20200621_004
839,124.7971975,T,40.0,3.30550918196995,2.654424040066778,27.0538330078125,20200621_004
841,125.05116749999999,T,-5.0,4.457429048414023,1.0517529215358932,27.9998779296875,20200621_004
843,125.30473749999999,T,10.0,3.706176961602671,1.0517529215358932,27.9693603515625,20200621_004
