,time,code,ampshift,fsl,onset,spkamp,pspamp,exptname,nspk
571,110.77865499999999,T,-40.0,,,0.0,-0.0152587890625,20200614_002_ampshift,0
573,111.10724499999999,T,10.0,6.006006006006006,3.653653653653654,9.063720703125,9.0484619140625,20200614_002_ampshift,0
575,111.457715,T,-10.0,10.16016016016016,5.805805805805806,3.5552978515625,3.936767578125,20200614_002_ampshift,0
577,111.80986499999999,T,0.0,6.606606606606607,4.454454454454455,7.3089599609375,7.0648193359375,20200614_002_ampshift,0
579,112.19399499999999,T,40.0,5.205205205205205,2.052052052052052,12.481689453125,12.3291015625,20200614_002_ampshift,0
581,112.55046499999999,T,-5.0,7.107107107107107,5.155155155155155,4.4708251953125,4.4708251953125,20200614_002_ampshift,0
583,112.914915,T,-20.0,10.260260260260262,8.058058058058059,1.5106201171875,1.9683837890625,20200614_002_ampshift,0
585,113.25458499999999,T,5.0,6.356356356356357,3.9039039039039043,9.063720703125,9.0484619140625,20200614_002_ampshift,0
587,113.64451499999998,T,-30.0,,,0.0,0.06103515625,20200614_002_ampshift,0
589,114.02976499999998,T,20.0,5.505505505505505,3.2532532532532534,11.16943359375,11.0015869140625,20200614_002_ampshift,0
597,115.60614499999998,T,30.0,5.505505505505505,2.052052052052052,11.7950439453125,11.5966796875,20200614_002_ampshift,0
599,116.02275499999999,T,-40.0,,,0.0,-0.213623046875,20200614_002_ampshift,0
601,116.43092499999999,T,10.0,6.056056056056057,3.6036036036036037,10.101318359375,10.1165771484375,20200614_002_ampshift,0
603,116.80583499999999,T,-10.0,7.6576576576576585,5.655655655655655,3.9520263671875,4.0283203125,20200614_002_ampshift,0
605,117.21404499999998,T,-0.0,6.656656656656657,4.404404404404405,6.6375732421875,6.5460205078125,20200614_002_ampshift,0
607,117.59801499999999,T,40.0,5.055055055055055,2.052052052052052,12.5579833984375,12.5579833984375,20200614_002_ampshift,0
609,117.99742499999999,T,-5.0,9.30930930930931,4.754754754754755,4.7607421875,4.8370361328125,20200614_002_ampshift,0
611,118.38947499999999,T,-20.0,10.210210210210212,8.358358358358359,1.64794921875,2.3345947265625,20200614_002_ampshift,0
613,118.81072499999999,T,5.0,6.556556556556557,4.104104104104104,8.8958740234375,8.8348388671875,20200614_002_ampshift,0
615,119.25391499999999,T,-30.0,,,0.0,-0.2899169921875,20200614_002_ampshift,0
617,119.63566499999999,T,20.0,5.505505505505505,3.3533533533533535,11.138916015625,10.8184814453125,20200614_002_ampshift,0
625,121.03912499999998,T,30.0,5.255255255255256,2.052052052052052,11.5966796875,11.4288330078125,20200614_002_ampshift,0
627,121.42931499999999,T,-40.0,,,0.0,-0.06103515625,20200614_002_ampshift,0
629,121.789645,T,10.0,6.156156156156156,3.7537537537537538,10.101318359375,9.918212890625,20200614_002_ampshift,0
631,122.17113499999999,T,-10.0,7.7577577577577586,5.505505505505505,4.1961669921875,4.425048828125,20200614_002_ampshift,0
633,122.54762499999998,T,-0.0,6.556556556556557,4.304304304304304,7.1563720703125,7.01904296875,20200614_002_ampshift,0
635,122.95495499999998,T,40.0,5.055055055055055,3.003003003003003,12.26806640625,12.1307373046875,20200614_002_ampshift,0
637,123.31238499999999,T,-5.0,7.357357357357357,4.954954954954956,4.150390625,4.241943359375,20200614_002_ampshift,0
639,123.67375499999999,T,-20.0,10.41041041041041,8.558558558558559,1.15966796875,1.861572265625,20200614_002_ampshift,0
641,124.07732499999999,T,5.0,6.256256256256257,3.9039039039039043,8.6822509765625,8.6822509765625,20200614_002_ampshift,0
643,124.47953499999998,T,-30.0,,,0.0,0.1373291015625,20200614_002_ampshift,0
645,124.87974499999999,T,20.0,5.555555555555555,3.2532532532532534,10.8642578125,10.5133056640625,20200614_002_ampshift,0
653,125.60318499999998,T,30.0,5.355355355355355,2.052052052052052,10.284423828125,9.9945068359375,20200614_002_ampshift,0
655,125.72471499999999,T,-40.0,,,0.0,-0.2899169921875,20200614_002_ampshift,0
657,125.85696499999999,T,10.0,6.006006006006006,3.9539539539539543,8.6212158203125,8.4075927734375,20200614_002_ampshift,0
659,125.98081499999999,T,-10.0,9.20920920920921,6.356356356356357,2.532958984375,2.899169921875,20200614_002_ampshift,0
661,126.15022499999999,T,0.0,6.606606606606607,4.454454454454455,6.683349609375,6.7901611328125,20200614_002_ampshift,0
663,126.360615,T,40.0,5.105105105105106,2.052052052052052,12.20703125,11.9781494140625,20200614_002_ampshift,0
665,126.63176499999999,T,-5.0,7.107107107107107,5.205205205205205,4.150390625,4.5166015625,20200614_002_ampshift,0
667,126.97863499999998,T,-20.0,11.261261261261263,9.35935935935936,0.79345703125,1.89208984375,20200614_002_ampshift,0
669,127.312345,T,5.0,6.656656656656657,3.9539539539539543,8.8043212890625,8.758544921875,20200614_002_ampshift,0
671,127.61221499999999,T,-30.0,,,0.0,0.3204345703125,20200614_002_ampshift,0
673,127.97708499999999,T,20.0,5.555555555555555,2.052052052052052,10.833740234375,10.3302001953125,20200614_002_ampshift,0
681,129.534325,T,30.0,5.655655655655655,2.9529529529529532,11.9781494140625,11.8408203125,20200614_002_ampshift,0
683,129.940655,T,-40.0,,,0.0,-0.1220703125,20200614_002_ampshift,0
685,130.34076499999998,T,10.0,6.056056056056057,3.7537537537537538,8.9569091796875,9.0484619140625,20200614_002_ampshift,0
687,130.759275,T,-10.0,8.108108108108109,5.7057057057057055,3.7841796875,3.90625,20200614_002_ampshift,0
689,131.179125,T,0.0,6.706706706706707,4.704704704704705,6.6986083984375,6.8206787109375,20200614_002_ampshift,0
691,131.640715,T,40.0,5.105105105105106,2.6026026026026026,12.75634765625,12.542724609375,20200614_002_ampshift,0
693,132.03402499999999,T,-5.0,7.857857857857859,5.155155155155155,4.2724609375,4.730224609375,20200614_002_ampshift,0
695,132.42415499999998,T,-20.0,10.11011011011011,7.957957957957958,1.6326904296875,1.89208984375,20200614_002_ampshift,0
697,132.81632499999998,T,5.0,6.506506506506507,4.004004004004004,9.0179443359375,8.9111328125,20200614_002_ampshift,0
699,133.255135,T,-30.0,,,0.0,-0.0152587890625,20200614_002_ampshift,0
701,133.660765,T,20.0,5.505505505505505,2.152152152152152,10.92529296875,10.5743408203125,20200614_002_ampshift,0
709,135.307665,T,30.0,5.455455455455456,2.9529529529529532,11.04736328125,10.80322265625,20200614_002_ampshift,0
711,135.68417499999998,T,-40.0,,,0.0,0.0,20200614_002_ampshift,0
713,136.076145,T,10.0,5.9059059059059065,3.8038038038038042,8.941650390625,8.97216796875,20200614_002_ampshift,0
715,136.537435,T,-10.0,7.6576576576576585,5.355355355355355,4.3487548828125,4.3792724609375,20200614_002_ampshift,0
717,136.968765,T,-0.0,6.556556556556557,4.454454454454455,6.7901611328125,6.7291259765625,20200614_002_ampshift,0
719,137.36861499999998,T,40.0,5.105105105105106,2.052052052052052,12.2528076171875,12.02392578125,20200614_002_ampshift,0
721,137.794325,T,-5.0,9.30930930930931,5.105105105105106,4.608154296875,5.06591796875,20200614_002_ampshift,0
723,138.20143499999998,T,-20.0,10.36036036036036,7.5575575575575575,2.2735595703125,2.3956298828125,20200614_002_ampshift,0
725,138.62836499999997,T,5.0,6.406406406406407,4.054054054054054,8.453369140625,8.1939697265625,20200614_002_ampshift,0
727,139.049915,T,-30.0,,,0.0,0.0152587890625,20200614_002_ampshift,0
729,139.44982499999998,T,20.0,5.755755755755756,3.3533533533533535,10.5438232421875,10.2996826171875,20200614_002_ampshift,0
737,141.06398499999997,T,30.0,5.405405405405405,2.052052052052052,11.383056640625,10.986328125,20200614_002_ampshift,0
69,27.9523375,T,30.0,9.103641456582634,5.142056822729092,5.9967041015625,6.6680908203125,20200226_003_ampshift,0
71,28.930697499999997,T,-30.0,,,0.0,1.8157958984375,20200226_003_ampshift,0
73,29.884177499999996,T,-0.0,7.282913165266107,5.722288915566227,3.9520263671875,4.547119140625,20200226_003_ampshift,0
75,30.9787175,T,20.0,7.703081232492997,5.182072829131653,6.65283203125,7.4615478515625,20200226_003_ampshift,0
77,31.9208175,T,-20.0,7.603041216486596,6.842737094837936,4.08935546875,5.37109375,20200226_003_ampshift,0
79,33.05,T,-5.0,8.783513405362147,5.742296918767507,2.7313232421875,3.5858154296875,20200226_003_ampshift,0
81,34.0491375,T,5.0,7.823129251700681,5.402160864345738,3.509521484375,3.875732421875,20200226_003_ampshift,0
83,35.242057499999994,T,10.0,7.462985194077632,5.122048819527811,6.77490234375,6.8511962890625,20200226_003_ampshift,0
85,36.368917499999995,T,-10.0,7.883153261304522,5.622248899559825,3.4942626953125,3.5858154296875,20200226_003_ampshift,0
87,37.465937499999995,T,-40.0,8.5234093637455,8.003201280512204,0.9918212890625,2.2735595703125,20200226_003_ampshift,0
89,38.582097499999996,T,40.0,8.283313325330132,5.502200880352142,4.2572021484375,5.401611328125,20200226_003_ampshift,0
96,41.9746775,T,30.0,7.543017206882754,5.06202480992397,4.94384765625,5.06591796875,20200226_003_ampshift,0
98,42.666777499999995,T,-30.0,7.142857142857143,6.622649059623851,1.068115234375,1.4801025390625,20200226_003_ampshift,0
100,43.6318175,T,-0.0,7.142857142857143,5.402160864345738,5.9661865234375,5.889892578125,20200226_003_ampshift,0
102,44.633717499999996,T,20.0,8.463385354141657,5.122048819527811,4.9896240234375,5.889892578125,20200226_003_ampshift,0
104,45.8158775,T,-20.0,,,0.0,1.2359619140625,20200226_003_ampshift,0
106,47.105197499999996,T,-5.0,8.783513405362147,5.702280912364946,4.2266845703125,4.6844482421875,20200226_003_ampshift,0
108,48.2426775,T,5.0,8.503401360544219,5.622248899559825,4.1351318359375,4.1351318359375,20200226_003_ampshift,0
110,49.209777499999994,T,10.0,7.162865146058424,5.402160864345738,4.7454833984375,4.9591064453125,20200226_003_ampshift,0
112,50.3468775,T,-10.0,6.722689075630252,5.6822729091636655,2.01416015625,2.227783203125,20200226_003_ampshift,0
114,51.428197499999996,T,-40.0,,,0.0,1.3275146484375,20200226_003_ampshift,0
116,52.075777499999994,T,40.0,6.902761104441778,5.282112845138056,6.4849853515625,6.3934326171875,20200226_003_ampshift,0
123,55.54071749999999,T,30.0,8.823529411764708,5.082032813125251,6.65283203125,7.26318359375,20200226_003_ampshift,0
125,56.435937499999994,T,-30.0,7.002801120448179,5.762304921968788,1.5411376953125,1.8310546875,20200226_003_ampshift,0
127,57.2068975,T,0.0,7.78311324529812,5.422168867547019,6.3018798828125,6.7138671875,20200226_003_ampshift,0
129,58.230417499999994,T,20.0,8.023209283713486,6.322529011604642,1.7547607421875,2.227783203125,20200226_003_ampshift,0
131,59.104457499999995,T,-20.0,8.483393357342939,7.823129251700681,0.54931640625,1.220703125,20200226_003_ampshift,0
133,60.1224375,T,-5.0,7.803121248499401,5.722288915566227,3.173828125,3.5858154296875,20200226_003_ampshift,0
135,61.17527749999999,T,5.0,7.6630652260904375,5.422168867547019,6.317138671875,6.988525390625,20200226_003_ampshift,0
137,62.213897499999995,T,10.0,8.263305322128852,6.20248099239696,4.94384765625,6.1492919921875,20200226_003_ampshift,0
139,63.4553975,T,-10.0,6.842737094837936,4.341736694677872,5.37109375,5.2642822265625,20200226_003_ampshift,0
141,64.7626775,T,-40.0,8.843537414965986,7.182873149259705,1.52587890625,2.7923583984375,20200226_003_ampshift,0
143,65.84495749999999,T,40.0,6.922769107643058,5.6622649059623855,4.8370361328125,4.9896240234375,20200226_003_ampshift,0
150,69.1758175,T,30.0,8.243297318927572,5.102040816326531,4.425048828125,4.7607421875,20200226_003_ampshift,0
152,70.2213575,T,-30.0,,,0.0,1.0986328125,20200226_003_ampshift,0
154,71.31731749999999,T,0.0,7.683073229291718,5.522208883553422,3.8299560546875,4.2877197265625,20200226_003_ampshift,0
156,72.42987749999999,T,20.0,9.923969587835135,5.742296918767507,3.7689208984375,5.06591796875,20200226_003_ampshift,0
158,73.5208775,T,-20.0,,,0.0,1.3885498046875,20200226_003_ampshift,0
160,74.5798775,T,-5.0,7.503001200480193,5.742296918767507,5.2490234375,5.06591796875,20200226_003_ampshift,0
162,75.6529375,T,5.0,7.002801120448179,5.342136854741897,5.4931640625,5.8135986328125,20200226_003_ampshift,0
164,76.7705175,T,10.0,9.203681472589038,5.582232893157264,4.39453125,5.279541015625,20200226_003_ampshift,0
166,77.89615749999999,T,-10.0,7.062825130052021,5.562224889955983,3.9825439453125,4.5013427734375,20200226_003_ampshift,0
168,78.88827749999999,T,-40.0,,,0.0,1.52587890625,20200226_003_ampshift,0
170,79.9902975,T,40.0,9.103641456582634,5.182072829131653,7.6904296875,7.476806640625,20200226_003_ampshift,0
177,83.80487749999999,T,30.0,8.5234093637455,5.182072829131653,6.622314453125,6.5155029296875,20200226_003_ampshift,0
179,85.0329575,T,-30.0,7.5230092036814735,5.982392957182873,2.0751953125,2.349853515625,20200226_003_ampshift,0
181,86.17615749999999,T,0.0,6.622649059623851,5.342136854741897,6.1492919921875,6.927490234375,20200226_003_ampshift,0
183,87.38935749999999,T,20.0,6.502601040416167,5.262104841936775,4.241943359375,4.730224609375,20200226_003_ampshift,0
87,27.68988,T,0.0,,,0.0,4.7454833984375,20200122_004_ampshift,0
89,27.89446,T,-10.0,,,0.0,3.0517578125,20200122_004_ampshift,0
91,28.13668,T,-30.0,,,0.0,-0.457763671875,20200122_004_ampshift,0
93,28.36498,T,10.0,25.9879939969985,6.578289144572286,7.62939453125,8.148193359375,20200122_004_ampshift,0
95,28.680339999999998,T,-5.0,20.060030015007506,7.703851925962982,4.119873046875,4.6234130859375,20200122_004_ampshift,0
97,29.102759999999996,T,30.0,26.21310655327664,5.627813906953477,7.781982421875,7.7362060546875,20200122_004_ampshift,0
99,29.54846,T,40.0,10.580290145072537,5.5027513756878434,6.561279296875,8.056640625,20200122_004_ampshift,0
101,29.950459999999996,T,20.0,28.514257128564285,6.178089044522261,7.1563720703125,7.50732421875,20200122_004_ampshift,0
103,30.463679999999997,T,-20.0,,,0.0,0.9765625,20200122_004_ampshift,0
105,30.999399999999998,T,5.0,,,0.0,6.2103271484375,20200122_004_ampshift,0
107,31.621299999999998,T,-40.0,,,0.0,-0.3204345703125,20200122_004_ampshift,0
114,33.601,T,-0.0,22.036018009004504,6.9784892446223115,5.767822265625,5.8441162109375,20200122_004_ampshift,0
116,34.173739999999995,T,-10.0,,,0.0,3.662109375,20200122_004_ampshift,0
118,34.73674,T,-30.0,,,0.0,-0.274658203125,20200122_004_ampshift,0
120,35.22974,T,10.0,29.5647823911956,6.603301650825413,8.11767578125,8.270263671875,20200122_004_ampshift,0
122,35.771339999999995,T,-5.0,24.637318659329665,7.903951975987995,3.509521484375,4.0435791015625,20200122_004_ampshift,0
124,36.420339999999996,T,30.0,29.31465732866433,5.477738869434718,10.7269287109375,10.7421875,20200122_004_ampshift,0
126,37.037479999999995,T,40.0,9.554777388694347,5.302651325662832,6.4239501953125,7.4462890625,20200122_004_ampshift,0
128,37.59184,T,20.0,28.014007003501753,5.82791395697849,8.9874267578125,8.8348388671875,20200122_004_ampshift,0
130,38.19038,T,-20.0,,,0.0,-0.18310546875,20200122_004_ampshift,0
132,38.862159999999996,T,5.0,22.261130565282645,6.303151575787894,6.77490234375,6.4849853515625,20200122_004_ampshift,0
134,39.568039999999996,T,-40.0,,,0.0,-0.5950927734375,20200122_004_ampshift,0
141,41.46395999999999,T,-0.0,27.213606803401703,7.328664332166083,5.79833984375,6.2408447265625,20200122_004_ampshift,0
143,42.201859999999996,T,-10.0,,,0.0,3.5247802734375,20200122_004_ampshift,0
145,42.858,T,-30.0,,,0.0,-0.4119873046875,20200122_004_ampshift,0
147,43.173939999999995,T,10.0,26.51325662831416,6.32816408204102,7.50732421875,7.8125,20200122_004_ampshift,0
149,43.610139999999994,T,-5.0,23.136568284142076,7.6538269134567285,4.302978515625,4.4708251953125,20200122_004_ampshift,0
151,44.217639999999996,T,30.0,8.904452226113058,5.7528764382191095,5.584716796875,7.3394775390625,20200122_004_ampshift,0
153,44.832539999999995,T,40.0,9.179589794897451,5.5027513756878434,5.7830810546875,7.1563720703125,20200122_004_ampshift,0
155,45.45724,T,20.0,28.589294647323666,5.952976488244123,9.1705322265625,9.1705322265625,20200122_004_ampshift,0
157,45.960139999999996,T,-20.0,,,0.0,0.8392333984375,20200122_004_ampshift,0
159,46.44358,T,5.0,28.46423211605803,6.753376688344173,6.2103271484375,6.4544677734375,20200122_004_ampshift,0
161,46.99348,T,-40.0,,,0.0,-0.091552734375,20200122_004_ampshift,0
168,48.959379999999996,T,0.0,26.538269134567283,7.328664332166083,5.6610107421875,6.378173828125,20200122_004_ampshift,0
170,49.66976,T,-10.0,,,0.0,3.1890869140625,20200122_004_ampshift,0
172,50.28923999999999,T,-30.0,,,0.0,-0.3204345703125,20200122_004_ampshift,0
174,50.79658,T,10.0,37.693846923461734,6.578289144572286,7.2021484375,7.8582763671875,20200122_004_ampshift,0
176,51.30763999999999,T,-5.0,,,0.0,4.3792724609375,20200122_004_ampshift,0
178,51.873799999999996,T,30.0,10.530265132566283,5.727863931965984,5.859375,8.3160400390625,20200122_004_ampshift,0
180,52.385099999999994,T,40.0,9.704852426213106,5.3526763381690845,6.3018798828125,8.1634521484375,20200122_004_ampshift,0
182,52.96957999999999,T,20.0,30.690345172586298,5.97798899449725,8.4228515625,8.575439453125,20200122_004_ampshift,0
184,53.618399999999994,T,-20.0,,,0.0,0.9918212890625,20200122_004_ampshift,0
186,54.280759999999994,T,5.0,33.366683341670836,6.653326663331666,8.30078125,8.1024169921875,20200122_004_ampshift,0
188,54.93543999999999,T,-40.0,,,0.0,-0.1678466796875,20200122_004_ampshift,0
195,57.37293999999999,T,0.0,24.46223111555778,7.35367683841921,4.9591064453125,5.2337646484375,20200122_004_ampshift,0
197,58.042742499999996,T,-10.0,,,0.0,3.2958984375,20200122_004_ampshift,0
199,58.74724,T,-30.0,,,0.0,-0.3814697265625,20200122_004_ampshift,0
201,59.32189999999999,T,10.0,29.98999499749875,6.278139069534768,7.7972412109375,8.026123046875,20200122_004_ampshift,0
203,59.93077999999999,T,-5.0,,,0.0,4.7607421875,20200122_004_ampshift,0
205,60.638299999999994,T,30.0,26.913456728364185,5.702851425712857,9.1094970703125,9.2010498046875,20200122_004_ampshift,0
207,61.307939999999995,T,40.0,7.703851925962982,5.327663831915959,6.1798095703125,8.1939697265625,20200122_004_ampshift,0
209,61.960939999999994,T,20.0,31.86593296648324,6.203101550775388,8.941650390625,9.33837890625,20200122_004_ampshift,0
211,62.63016,T,-20.0,,,0.0,0.6866455078125,20200122_004_ampshift,0
213,63.35914,T,5.0,28.689344672336173,6.55327663831916,7.14111328125,7.4310302734375,20200122_004_ampshift,0
215,64.11036,T,-40.0,,,0.0,-0.42724609375,20200122_004_ampshift,0
222,66.73576,T,0.0,25.737868934467237,7.203601800900451,6.16455078125,6.3323974609375,20200122_004_ampshift,0
224,67.54834,T,-10.0,,,0.0,3.5400390625,20200122_004_ampshift,0
226,67.76024,T,-30.0,,,0.0,-0.1678466796875,20200122_004_ampshift,0
228,67.93714,T,10.0,26.088044022011008,6.803401700850426,7.1868896484375,7.5836181640625,20200122_004_ampshift,0
230,68.12433999999999,T,-5.0,,,0.0,3.875732421875,20200122_004_ampshift,0
232,68.31016,T,30.0,29.964982491245625,6.003001500750375,7.9803466796875,8.0108642578125,20200122_004_ampshift,0
234,68.50688,T,40.0,10.705352676338169,5.52776388194097,5.18798828125,6.7901611328125,20200122_004_ampshift,0
236,68.81039999999999,T,20.0,29.76488244122061,6.128064032016009,8.97216796875,9.27734375,20200122_004_ampshift,0
238,69.32036,T,-20.0,,,0.0,0.3204345703125,20200122_004_ampshift,0
240,69.98649999999999,T,5.0,30.065032516258132,6.928464232116059,6.4697265625,6.5460205078125,20200122_004_ampshift,0
242,70.71714,T,-40.0,,,0.0,-0.2593994140625,20200122_004_ampshift,0
249,73.46216,T,-0.0,23.561780890445224,7.253626813406704,4.913330078125,5.5389404296875,20200122_004_ampshift,0
251,74.31183999999999,T,-10.0,,,0.0,3.2501220703125,20200122_004_ampshift,0
253,75.12535999999999,T,-30.0,,,0.0,-0.1068115234375,20200122_004_ampshift,0
255,75.94287999999999,T,10.0,34.26713356678339,6.478239119559781,8.6822509765625,8.819580078125,20200122_004_ampshift,0
257,76.68503999999999,T,-5.0,,,0.0,4.364013671875,20200122_004_ampshift,0
259,77.44388,T,30.0,30.665332666333168,5.552776388194097,7.9193115234375,7.720947265625,20200122_004_ampshift,0
261,78.10713999999999,T,40.0,9.854927463731867,5.52776388194097,5.7220458984375,8.2550048828125,20200122_004_ampshift,0
263,78.73573999999999,T,20.0,28.4392196098049,6.003001500750375,10.3607177734375,10.467529296875,20200122_004_ampshift,0
265,79.35543999999999,T,-20.0,,,0.0,1.251220703125,20200122_004_ampshift,0
267,80.02448,T,5.0,30.21510755377689,6.55327663831916,7.0953369140625,7.4920654296875,20200122_004_ampshift,0
269,80.77524,T,-40.0,,,0.0,-0.091552734375,20200122_004_ampshift,0
276,81.8668,T,-0.0,,,0.0,5.645751953125,20200122_004_ampshift,0
278,82.54866,T,-10.0,,,0.0,2.4871826171875,20200122_004_ampshift,0
821,163.4510925,T,-0.0,30.51525762881441,7.178589294647324,6.317138671875,6.6375732421875,20200122_004_ampshift,0
823,164.19756999999998,T,-10.0,,,0.0,3.3111572265625,20200122_004_ampshift,0
825,164.89724999999999,T,-30.0,,,0.0,-0.274658203125,20200122_004_ampshift,0
