,time,code,ampshift,pspamp,exptname
547,107.19861499999999,T,-10.0,4.0130615234375,20200614_002_ampshift
549,107.55996499999999,T,0.0,6.53076171875,20200614_002_ampshift
551,107.96881499999999,T,40.0,12.8173828125,20200614_002_ampshift
553,108.317225,T,-5.0,5.4473876953125,20200614_002_ampshift
555,108.65409499999998,T,-20.0,1.3275146484375,20200614_002_ampshift
557,108.958745,T,5.0,8.0718994140625,20200614_002_ampshift
559,109.16457499999999,T,-30.0,0.1983642578125,20200614_002_ampshift
561,109.33188499999999,T,20.0,9.979248046875,20200614_002_ampshift
569,110.434845,T,30.0,11.6729736328125,20200614_002_ampshift
571,110.77865499999999,T,-40.0,-0.1678466796875,20200614_002_ampshift
573,111.10724499999999,T,10.0,8.331298828125,20200614_002_ampshift
575,111.457715,T,-10.0,3.8299560546875,20200614_002_ampshift
577,111.80986499999999,T,0.0,6.7901611328125,20200614_002_ampshift
579,112.19399499999999,T,40.0,11.29150390625,20200614_002_ampshift
581,112.55046499999999,T,-5.0,4.1961669921875,20200614_002_ampshift
583,112.914915,T,-20.0,1.9073486328125,20200614_002_ampshift
585,113.25458499999999,T,5.0,8.209228515625,20200614_002_ampshift
587,113.64451499999998,T,-30.0,-0.0762939453125,20200614_002_ampshift
589,114.02976499999998,T,20.0,10.1470947265625,20200614_002_ampshift
597,115.60614499999998,T,30.0,11.0321044921875,20200614_002_ampshift
599,116.02275499999999,T,-40.0,-0.3509521484375,20200614_002_ampshift
601,116.43092499999999,T,10.0,9.429931640625,20200614_002_ampshift
603,116.80583499999999,T,-10.0,3.692626953125,20200614_002_ampshift
605,117.21404499999998,T,-0.0,6.2255859375,20200614_002_ampshift
607,117.59801499999999,T,40.0,11.2762451171875,20200614_002_ampshift
609,117.99742499999999,T,-5.0,4.6844482421875,20200614_002_ampshift
611,118.38947499999999,T,-20.0,2.2125244140625,20200614_002_ampshift
613,118.81072499999999,T,5.0,8.23974609375,20200614_002_ampshift
615,119.25391499999999,T,-30.0,-0.3509521484375,20200614_002_ampshift
