,Unnamed: 0,exptname,current_inj,onset_peak,offset_peak
90,60.0,20190107_003,38.2080078125,11.0931396484375,11.3067626953125
91,61.0,20190107_003,47.943115234375,12.87841796875,12.6953125
92,62.0,20190107_003,46.73258590698242,13.763427734375,13.671875
93,63.0,20190107_003,47.53621292114258,14.2974853515625,18.49365234375
94,64.0,20190107_003,47.088623046875,13.9312744140625,13.702392578125
95,65.0,20190107_003,47.66845703125,13.97705078125,13.8092041015625
96,66.0,20190107_003,48.52294921875,13.885498046875,13.885498046875
97,67.0,20190107_003,48.431396484375,13.580322265625,13.6871337890625
98,68.0,20190107_003,56.07096481323242,16.510009765625,16.326904296875
99,69.0,20190107_003,57.20011520385742,16.54052734375,16.7694091796875
100,70.0,20190107_003,56.243896484375,16.7236328125,16.998291015625
101,71.0,20190107_003,56.10148239135742,16.815185546875,17.059326171875
102,72.0,20190107_003,56.44734573364258,17.1661376953125,17.1661376953125
103,73.0,20190107_003,61.23860549926758,17.669677734375,19.0582275390625
104,74.0,20190107_003,66.46728515625,19.256591796875,19.622802734375
105,75.0,20190107_003,66.070556640625,17.88330078125,17.5628662109375
106,76.0,20190107_003,66.162109375,20.0347900390625,19.7906494140625
107,77.0,20190107_003,66.81314849853516,17.608642578125,17.7001953125
108,78.0,20190107_003,67.76937103271484,20.2484130859375,20.4925537109375
109,79.0,20190107_003,67.169189453125,23.7579345703125,23.223876953125
110,80.0,20190107_003,61.44205856323242,16.9677734375,21.6064453125
111,81.0,20190107_003,75.0732421875,22.52197265625,26.6571044921875
112,82.0,20190107_003,75.67342376708984,22.3541259765625,22.3388671875
113,83.0,20190107_003,75.30721282958984,26.4434814453125,24.8260498046875
114,84.0,20190107_003,74.93082427978516,22.5830078125,22.6287841796875
115,85.0,20190107_003,75.20548248291016,22.1099853515625,22.1099853515625
116,86.0,20190107_003,80.79019927978516,24.23095703125,25.299072265625
117,87.0,20190107_003,85.30680084228516,25.9552001953125,26.4434814453125
118,88.0,20190107_003,86.80216217041016,25.177001953125,25.32958984375
119,89.0,20190107_003,85.46956634521484,25.20751953125,25.3448486328125
120,90.0,20190107_003,85.53060150146484,28.106689453125,26.1993408203125
121,91.0,20190107_003,85.19490814208984,25.32958984375,26.06201171875
122,92.0,20190107_003,84.70662689208984,25.45166015625,25.5126953125
123,93.0,20190107_003,85.63232421875,25.115966796875,25.3143310546875
124,94.0,20190107_003,0.13224291801452634,-0.18310546875,-0.4425048828125
125,95.0,20190107_003,0.4069011211395264,0.54931640625,0.4730224609375
126,96.0,20190107_003,-0.274658203125,-0.396728515625,-0.335693359375
127,97.0,20190107_003,0.4069011211395264,0.1068115234375,0.274658203125
128,98.0,20190107_003,0.4069011211395264,0.274658203125,0.2899169921875
129,99.0,20190107_003,-0.020345091819763184,-0.2593994140625,-0.091552734375
130,100.0,20190107_003,-0.3153482675552368,-0.5950927734375,-0.48828125
131,101.0,20190107_003,0.07120776176452638,0.06103515625,0.18310546875
132,102.0,20190107_003,0.5696613788604736,-0.18310546875,0.244140625
133,103.0,20190107_003,-0.11189770698547363,-0.2288818359375,-0.2899169921875
134,104.0,20190107_003,29.59187889099121,0.946044921875,25.1922607421875
135,105.0,20190107_003,95.95743560791016,28.3660888671875,28.8848876953125
136,106.0,20190107_003,96.93399810791016,29.388427734375,29.4647216796875
137,107.0,20190107_003,97.39176177978516,29.1900634765625,29.3426513671875
138,108.0,20190107_003,97.137451171875,29.6630859375,29.815673828125
139,109.0,20190107_003,96.98486328125,29.4342041015625,29.571533203125
140,110.0,20190107_003,99.12109375,33.477783203125,31.8450927734375
141,111.0,20190107_003,97.503662109375,29.3121337890625,29.3121337890625
142,112.0,20190107_003,95.98795318603516,28.5797119140625,28.50341796875
143,113.0,20190107_003,0.9663898944854736,0.5035400390625,0.3204345703125
144,114.0,20190107_003,-0.3153483867645264,-0.4425048828125,-0.5950927734375
145,115.0,20190107_003,-0.9256998300552368,-0.6256103515625,-0.762939453125
146,116.0,20190107_003,-0.152587890625,-0.457763671875,-0.4425048828125
147,117.0,20190107_003,0.30517578125,2.288818359375,0.06103515625
148,118.0,20190107_003,-0.3662109375,-0.274658203125,-0.030517578125
149,119.0,20190107_003,194.9971618652344,67.07763671875,59.4329833984375
150,120.0,20190107_003,195.4854278564453,57.464599609375,58.0291748046875
151,121.0,20190107_003,198.5982360839844,65.5517578125,59.051513671875
152,122.0,20190107_003,196.43148803710938,58.7005615234375,58.9752197265625
153,123.0,20190107_003,194.82421875,57.861328125,58.1817626953125
154,124.0,20190107_003,195.45492553710938,58.1512451171875,58.1512451171875
155,125.0,20190107_003,195.20062255859372,57.708740234375,57.7239990234375
156,126.0,20190107_003,194.9360809326172,57.952880859375,58.28857421875
157,127.0,20190107_003,195.2311248779297,57.403564453125,57.4493408203125
158,128.0,20190107_003,195.0378570556641,58.013916015625,58.197021484375
159,129.0,20190107_003,195.00733947753903,66.1468505859375,58.6700439453125
160,130.0,20190107_003,195.0785369873047,57.769775390625,58.746337890625
161,131.0,20190107_003,194.85472106933597,58.502197265625,66.497802734375
162,132.0,20190107_003,198.84234619140625,59.38720703125,59.539794921875
163,133.0,20190107_003,195.9940643310547,58.837890625,59.0057373046875
164,134.0,20190107_003,194.7835235595703,58.3038330078125,59.1278076171875
165,135.0,20190107_003,143.2596893310547,57.8155517578125,57.9986572265625
166,136.0,20190107_003,-0.16276037693023682,-0.3204345703125,-0.335693359375
167,137.0,20190107_003,0.3662109375,0.213623046875,0.0762939453125
168,138.0,20190107_003,-0.2237956523895264,-0.518798828125,-0.67138671875
169,139.0,20190107_003,-0.2644857168197632,-0.5950927734375,-0.7781982421875
170,140.0,20190107_003,0.16276049613952634,-0.48828125,-0.91552734375
171,141.0,20190107_003,-0.07120776176452638,-0.0152587890625,-0.030517578125
172,142.0,20190107_003,0.4679362773895264,-1.007080078125,-1.7547607421875
173,143.0,20190107_003,0.29500317573547363,0.823974609375,0.9307861328125
174,144.0,20190107_003,167.236328125,81.787109375,100.616455078125
175,145.0,20190107_003,292.1142578125,95.0927734375,85.6475830078125
176,146.0,20190107_003,291.0155944824219,94.1619873046875,87.1734619140625
177,147.0,20190107_003,291.6463317871094,93.4600830078125,87.4481201171875
178,148.0,20190107_003,291.1376953125,92.803955078125,87.493896484375
179,149.0,20190107_003,292.205810546875,93.0938720703125,88.7908935546875
180,150.0,20190107_003,292.0939025878906,91.339111328125,87.3870849609375
181,151.0,20190107_003,-0.518798828125,-0.2593994140625,-0.274658203125
182,152.0,20190107_003,0.5391438007354736,0.0457763671875,0.244140625
183,0.0,20190227_001,-10.325113296508787,-4.2877197265625,-4.2877197265625
184,1.0,20190227_001,-9.8419189453125,-4.33349609375,-4.33349609375
185,2.0,20190227_001,-19.58211326599121,-8.0413818359375,-8.026123046875
186,3.0,20190227_001,-18.717449188232425,-8.1634521484375,-8.1634521484375
187,4.0,20190227_001,-19.683837890625,-8.0108642578125,-8.0108642578125
188,5.0,20190227_001,0.025431275367736816,0.3204345703125,0.30517578125
189,6.0,20190227_001,-0.7375081777572632,-0.48828125,-0.4119873046875
190,7.0,20190227_001,-0.3306071162223816,-0.4730224609375,-0.4119873046875
191,8.0,20190227_001,17.87821388244629,7.965087890625,7.965087890625
192,9.0,20190227_001,18.590290069580078,8.11767578125,8.11767578125
193,10.0,20190227_001,27.0843505859375,11.7340087890625,11.5966796875
194,11.0,20190227_001,34.637451171875,15.7928466796875,15.716552734375
195,12.0,20190227_001,44.708251953125,19.71435546875,19.6990966796875
196,13.0,20190227_001,52.21049118041992,23.5443115234375,23.4222412109375
197,14.0,20190227_001,62.1795654296875,27.5115966796875,27.5115966796875
198,15.0,20190227_001,71.46199798583984,29.91485595703125,29.79278564453125
199,16.0,20190227_001,77.00601959228516,35.2935791015625,35.125732421875
200,17.0,20190227_001,0.5086263418197632,0.4119873046875,0.4119873046875
201,18.0,20190227_001,8.519490242004395,3.7384033203125,3.7384033203125
202,19.0,20190227_001,0.3560384213924408,0.274658203125,0.274658203125
203,20.0,20190227_001,99.7161865234375,41.07666015625,41.07666015625
204,0.0,20191218_005,-11.355336755514145,-6.591796875,-6.683349609375
205,1.0,20191218_005,-11.385091347619893,-6.439208984375,-6.34765625
206,2.0,20191218_005,-11.50207477621734,-6.5460205078125,-6.7138671875
207,3.0,20191218_005,-11.587271001189947,-6.4697265625,-6.866455078125
208,4.0,20191218_005,-11.510213371366262,-6.4697265625,-6.683349609375
209,5.0,20191218_005,-11.348469415679574,-6.2713623046875,-6.1798095703125
210,6.0,20191218_005,-11.43213827162981,-6.2103271484375,-6.6986083984375
211,7.0,20191218_005,9.902954334393145,5.462646484375,5.828857421875
212,8.0,20191218_005,9.471893426962195,5.4473876953125,5.3253173828125
213,9.0,20191218_005,9.753926424309613,5.2642822265625,5.5389404296875
214,10.0,20191218_005,19.28151468746364,13.9312744140625,11.2762451171875
215,11.0,20191218_005,18.910726066678762,10.6964111328125,10.6658935546875
216,12.0,20191218_005,19.30999802425504,10.711669921875,11.0931396484375
217,13.0,20191218_005,28.834023978561163,14.7857666015625,15.0299072265625
218,14.0,20191218_005,29.075115453451872,15.8233642578125,15.93017578125
219,15.0,20191218_005,38.32219634205103,21.1334228515625,20.5078125
220,16.0,20191218_005,38.55997696518897,21.0418701171875,20.7672119140625
221,17.0,20191218_005,48.01636096090078,26.8096923828125,23.1781005859375
222,18.0,20191218_005,48.24803676456213,31.5704345703125,23.162841796875
223,19.0,20191218_005,48.03899209946394,27.28271484375,23.773193359375
224,20.0,20191218_005,48.35688509047032,28.3050537109375,24.871826171875
225,21.0,20191218_005,57.673901319503784,33.3404541015625,27.252197265625
226,22.0,20191218_005,57.70721472799778,33.02001953125,26.641845703125
227,23.0,20191218_005,57.61388223618269,34.2254638671875,26.2451171875
228,24.0,20191218_005,57.719931937754154,33.26416015625,27.5115966796875
229,25.0,20191218_005,57.82089196145535,33.63037109375,27.3895263671875
230,0.0,20191218_007,9.647877886891363,6.011962890625,7.3699951171875
231,1.0,20191218_007,9.617105824872851,7.83538818359375,9.19342041015625
232,2.0,20191218_007,9.782918496057393,-2.532958984375,6.5155029296875
233,3.0,20191218_007,-11.482493719086053,-10.43701171875,-5.9967041015625
234,4.0,20191218_007,-11.231739772483706,-4.78363037109375,-6.44683837890625
235,5.0,20191218_007,-11.177571723237634,-3.82232666015625,-14.19830322265625
236,6.0,20191218_007,-11.394500033929946,2.9754638671875,3.2501220703125
237,7.0,20191218_007,9.6102396491915,5.645751953125,6.65283203125
238,8.0,20191218_007,9.834797820076345,6.3323974609375,7.3699951171875
239,9.0,20191218_007,9.600576013326645,9.70458984375,10.7879638671875
240,10.0,20191218_007,19.41502909176052,10.7421875,12.5579833984375
241,11.0,20191218_007,19.428507657721642,16.42608642578125,25.59661865234375
242,12.0,20191218_007,19.248453900218014,11.260986328125,14.3585205078125
243,13.0,20191218_007,19.280751002952453,15.86151123046875,12.94708251953125
244,14.0,20191218_007,28.990937862545252,18.4783935546875,23.0560302734375
245,15.0,20191218_007,37.060037720948465,24.749755859375,28.5797119140625
246,16.0,20191218_007,38.47452811896801,18.768310546875,28.7322998046875
247,17.0,20191218_007,38.66297425702214,20.0042724609375,28.3966064453125
248,18.0,20191218_007,38.455964531749494,25.1312255859375,28.8543701171875
249,19.0,20191218_007,38.572691846638925,33.22601318359375,36.14044189453125
250,20.0,20191218_007,38.46460953354836,25.421142578125,29.6630859375
251,0.0,20191218_009,-11.76757737994194,-3.90625,-4.1351318359375
252,1.0,20191218_009,-11.747995158657432,-3.90625,-4.1351318359375
253,2.0,20191218_009,10.088603012263775,3.4942626953125,3.5858154296875
254,3.0,20191218_009,10.022735223174095,3.387451171875,3.60107421875
255,4.0,20191218_009,18.955484265461568,6.256103515625,6.34765625
256,5.0,20191218_009,19.455973524600264,9.58251953125,6.8359375
257,6.0,20191218_009,28.857928700745106,21.209716796875,10.009765625
258,7.0,20191218_009,28.76408863812685,9.7503662109375,9.9334716796875
259,8.0,20191218_009,38.334655109792955,12.786865234375,13.153076171875
260,9.0,20191218_009,38.446045946329825,13.0157470703125,13.275146484375
261,10.0,20191218_009,48.50412718951702,14.59503173828125,14.70184326171875
262,11.0,20191218_009,48.24015311896801,27.9693603515625,16.7388916015625
263,12.0,20191218_009,57.77664016932249,19.4549560546875,31.5093994140625
264,13.0,20191218_009,57.721203193068504,19.1497802734375,19.7296142578125
265,14.0,20191218_009,67.10383109748363,22.491455078125,23.01025390625
266,15.0,20191218_009,67.16105155646801,22.4761962890625,22.88818359375
267,16.0,20191218_009,48.38104359805584,16.143798828125,16.4337158203125
268,17.0,20191218_009,76.75603032112122,25.665283203125,25.6805419921875
269,18.0,20191218_009,86.3037072122097,28.9764404296875,29.4036865234375
270,19.0,20191218_009,0.2108246553689241,0.091552734375,0.0457763671875
271,20.0,20191218_009,98.36425073444843,33.7066650390625,34.5001220703125
272,21.0,20191218_009,98.155215382576,33.8592529296875,34.210205078125
273,22.0,20191218_009,198.272205889225,80.7342529296875,74.2950439453125
274,23.0,20191218_009,198.55396822094917,80.74951171875,74.27978515625
275,24.0,20191218_009,0.1197808887809515,0.1220703125,0.1220703125
276,25.0,20191218_009,0.008899951353669167,0.2288818359375,0.1678466796875
277,26.0,20191218_009,-0.06332411430776119,-0.1983642578125,-0.1220703125
278,27.0,20191218_009,-0.2881372347474098,-0.2593994140625,-0.1373291015625
279,28.0,20191218_009,0.08265138603746891,0.1373291015625,0.18310546875
280,29.0,20191218_009,98.20912964642048,36.041259765625,33.5845947265625
281,30.0,20191218_009,108.30103419721128,42.0074462890625,38.6810302734375
282,31.0,20191218_009,108.4592193365097,41.259765625,51.4984130859375
283,32.0,20191218_009,117.83345602452756,48.4619140625,50.4608154296875
284,33.0,20191218_009,117.71570891141891,50.1251220703125,40.7867431640625
285,34.0,20191218_009,127.35366821289062,60.821533203125,44.8455810546875
286,35.0,20191218_009,127.46302410960196,57.92236328125,42.3126220703125
287,36.0,20191218_009,136.82938180863854,65.1397705078125,49.6978759765625
288,37.0,20191218_009,136.9862910360098,65.643310546875,49.713134765625
289,38.0,20191218_009,147.0685377717018,68.8018798828125,54.443359375
290,39.0,20191218_009,146.52378857135773,67.7032470703125,55.908203125
291,40.0,20191218_009,0.3438314888626337,11.444091796875,0.244140625
292,41.0,20191218_009,0.0958761665970087,0.1678466796875,11.688232421875
293,0.0,20200113_003,-21.31373155862093,-6.561279296875,-6.4849853515625
294,1.0,20200113_003,-21.358488593250517,-6.53076171875,-6.805419921875
295,2.0,20200113_003,19.104258390143517,14.2974853515625,14.2059326171875
296,3.0,20200113_003,9.599558543413877,3.47900390625,3.2958984375
297,4.0,20200113_003,9.951273677870633,3.936767578125,4.119873046875
298,5.0,20200113_003,9.690348524600267,4.119873046875,4.4403076171875
299,6.0,20200113_003,19.28456593304873,13.214111328125,13.214111328125
300,7.0,20200113_003,19.342041341587898,12.2833251953125,7.1563720703125
301,8.0,20200113_003,28.884888160973787,16.357421875,15.3350830078125
302,9.0,20200113_003,38.36135845631361,18.157958984375,17.8985595703125
303,10.0,20200113_003,48.23430441319943,21.2860107421875,20.904541015625
304,11.0,20200113_003,57.68788512796164,22.8271484375,23.590087890625
305,12.0,20200113_003,67.22412072122097,25.9246826171875,26.1688232421875
306,13.0,20200113_003,76.72729436308146,27.77099609375,27.9998779296875
307,14.0,20200113_003,86.68924681842327,30.731201171875,30.1055908203125
308,15.0,20200113_003,-0.1902261283248663,-0.213623046875,0.0
309,16.0,20200113_003,98.59289042651652,32.40966796875,32.2113037109375
310,17.0,20200113_003,108.51898230612278,34.8052978515625,34.881591796875
311,18.0,20200113_003,118.09183284640312,36.6668701171875,36.3006591796875
312,19.0,20200113_003,127.54719704389572,37.59765625,38.1622314453125
313,20.0,20200113_003,137.19253242015841,40.8477783203125,39.8101806640625
314,21.0,20200113_003,146.8376163393259,42.449951171875,42.0684814453125
315,22.0,20200113_003,156.38986602425575,44.952392578125,45.013427734375
316,23.0,20200113_003,165.89533537626266,49.102783203125,49.2706298828125
317,24.0,20200113_003,175.35630613565445,51.788330078125,52.3681640625
318,25.0,20200113_003,185.44742837548256,55.1300048828125,54.3670654296875
319,26.0,20200113_003,98.33374060690404,33.75244140625,34.3170166015625
320,27.0,20200113_003,198.78769293427467,59.6923828125,59.1278076171875
321,28.0,20200113_003,297.3093837499618,84.6405029296875,83.1146240234375
322,0.0,20200113_004,-11.255391873419283,-3.570556640625,-3.5858154296875
323,1.0,20200113_004,9.708150173537431,3.1585693359375,2.9144287109375
324,2.0,20200113_004,19.076537573710088,6.0882568359375,5.645751953125
325,3.0,20200113_004,29.147083405405283,8.4686279296875,7.904052734375
326,4.0,20200113_004,38.351949770003564,11.04736328125,10.467529296875
327,5.0,20200113_004,48.07078279554844,13.0462646484375,13.275146484375
328,6.0,20200113_004,57.76748526841402,16.0369873046875,15.3045654296875
329,7.0,20200113_004,67.23048165440561,16.9525146484375,13.48876953125
330,8.0,20200113_004,76.76900364458561,21.4996337890625,20.0347900390625
331,9.0,20200113_004,86.81004866957664,24.0325927734375,21.1029052734375
332,10.0,20200113_004,0.095367431640625,0.213623046875,0.2899169921875
333,11.0,20200113_004,98.48047979176044,26.214599609375,29.022216796875
334,12.0,20200113_004,117.93594807386398,31.1279296875,29.0069580078125
335,13.0,20200113_004,137.20931485295296,36.5447998046875,31.982421875
336,14.0,20200113_004,156.41275793313983,41.2445068359375,38.2843017578125
337,15.0,20200113_004,175.71106553077698,46.56982421875,40.3289794921875
338,16.0,20200113_004,98.5997449606657,25.5126953125,24.017333984375
339,17.0,20200113_004,198.8477073609829,50.4302978515625,58.41064453125
340,18.0,20200113_004,218.245442956686,53.16162109375,51.6357421875
341,19.0,20200113_004,218.0684357881546,52.9632568359375,49.62158203125
342,20.0,20200113_004,227.8444916009903,55.877685546875,50.8880615234375
343,21.0,20200113_004,227.76108235120773,55.0994873046875,49.0264892578125
344,22.0,20200113_004,237.1521107852459,56.9610595703125,53.0853271484375
345,23.0,20200113_004,256.44734501838684,63.1866455078125,55.419921875
346,24.0,20200113_004,256.27568364143366,62.9119873046875,57.1136474609375
347,25.0,20200113_004,265.8650651574135,64.1632080078125,60.0128173828125
348,26.0,20200113_004,285.26408597826963,66.6046142578125,62.103271484375
349,27.0,20200113_004,198.7017318606377,47.1649169921875,41.2139892578125
350,0.0,20200225_000,9.450785582885146,9.9945068359375,10.4827880859375
351,1.0,20200225_000,19.225566647946838,19.3328857421875,20.3094482421875
352,2.0,20200225_000,19.023385830223557,18.8140869140625,19.1650390625
353,3.0,20200225_000,28.94566860049963,26.79443359375,26.85546875
354,4.0,20200225_000,28.81673164665699,27.4200439453125,27.3895263671875
355,5.0,20200225_000,38.583630230277784,35.3240966796875,34.7900390625
356,6.0,20200225_000,48.20709582418203,41.5191650390625,39.0167236328125
357,7.0,20200225_000,57.546235620975494,44.5404052734375,42.90771484375
358,8.0,20200225_000,67.29532964527607,48.6907958984375,45.7305908203125
359,9.0,20200225_000,-0.15462253941223025,0.06103515625,-0.152587890625
360,10.0,20200225_000,-11.641185265034435,-13.6871337890625,-14.923095703125
361,11.0,20200225_000,-11.663563782349227,-13.48876953125,-15.167236328125
362,12.0,20200225_000,-11.550139170140028,-13.5498046875,-14.6331787109375
363,13.0,20200225_000,-11.331175919622185,-14.068603515625,-15.8843994140625
364,0.0,20200226_002,-11.792753219604492,-6.8817138671875,-7.598876953125
365,1.0,20200226_002,-12.090555191040039,-6.927490234375,-7.6751708984375
366,2.0,20200226_002,-11.937713623046875,-6.9427490234375,-7.6446533203125
367,3.0,20200226_002,-11.773429870605467,-6.8817138671875,-7.5531005859375
368,4.0,20200226_002,-11.801399230957033,-6.9122314453125,-7.6141357421875
369,5.0,20200226_002,4.3584184646606445,4.5013427734375,4.8065185546875
370,6.0,20200226_002,-11.545816421508787,-6.4544677734375,-6.4239501953125
371,7.0,20200226_002,1.3290395736694336,7.9803466796875,3.4637451171875
372,8.0,20200226_002,-11.688995361328125,-6.9122314453125,-6.8817138671875
373,9.0,20200226_002,0.12842845916748047,4.241943359375,-0.2288818359375
374,10.0,20200226_002,-11.862438201904295,-3.6163330078125,-5.0048828125
375,11.0,20200226_002,-11.691795349121096,-6.591796875,-5.9356689453125
376,12.0,20200226_002,-11.940765380859375,-6.744384765625,-7.4920654296875
377,13.0,20200226_002,-11.781312942504885,-4.913330078125,-5.096435546875
378,14.0,20200226_002,-11.772666931152346,-4.9285888671875,-5.1422119140625
379,15.0,20200226_002,-11.805215835571287,-5.0201416015625,-5.218505859375
380,16.0,20200226_002,-11.847175598144533,-4.913330078125,-5.096435546875
381,17.0,20200226_002,-11.918893814086914,-5.401611328125,-5.645751953125
382,18.0,20200226_002,-11.699167251586914,-4.45556640625,-4.1351318359375
383,19.0,20200226_002,-11.494192123413086,-5.2337646484375,-5.5999755859375
384,20.0,20200226_002,-11.801910400390625,-4.9285888671875,-5.157470703125
385,21.0,20200226_002,-11.923471450805664,-4.913330078125,-5.218505859375
386,22.0,20200226_002,-11.683401107788086,-5.0048828125,-5.3253173828125
387,23.0,20200226_002,-11.512247085571287,-3.509521484375,-5.035400390625
388,24.0,20200226_002,-11.999258041381836,-5.1116943359375,-5.4931640625
