,time,code,ampshift,s0t,s0a,s1t,s1a,s2t,s2a,animalID,exptname
104,21.377027499999997,T,20.0,3.5308848080133552,15.0604248046875,,,,,20200129,20200129_002
106,21.7708275,T,0.0,4.858096828046744,14.5416259765625,,,,,20200129,20200129_002
113,23.1490275,T,30.0,3.2053422370617692,16.0064697265625,,,,,20200129,20200129_002
115,23.542827499999998,T,10.0,4.156928213689483,14.6026611328125,,,,,20200129,20200129_002
117,23.9365675,T,-20.0,7.813021702838063,15.3656005859375,,,,,20200129,20200129_002
119,24.3303475,T,-40.0,,,,,,,20200129,20200129_002
121,24.724127499999998,T,-10.0,5.909849749582637,15.0146484375,,,,,20200129,20200129_002
123,25.117927499999997,T,-5.0,5.183639398998331,14.8162841796875,,,,,20200129,20200129_002
125,25.511667499999998,T,-30.0,,,,,,,20200129,20200129_002
127,25.905447499999998,T,40.0,2.9048414023372287,15.7623291015625,,,,,20200129,20200129_002
129,26.299227499999997,T,5.0,4.382303839732888,14.984130859375,,,,,20200129,20200129_002
131,26.693027499999996,T,20.0,3.5308848080133552,15.472412109375,,,,,20200129,20200129_002
133,27.086767499999997,T,-0.0,4.858096828046744,14.58740234375,,,,,20200129,20200129_002
140,28.464987499999996,T,30.0,3.1803005008347243,16.6168212890625,,,,,20200129,20200129_002
142,28.8587675,T,10.0,4.181969949916527,15.1214599609375,,,,,20200129,20200129_002
144,29.252527499999996,T,-20.0,9.165275459098497,13.9312744140625,,,,,20200129,20200129_002
146,29.646327499999998,T,-40.0,,,,,,,20200129,20200129_002
148,30.0400875,T,-10.0,5.884808013355593,14.862060546875,,,,,20200129,20200129_002
150,30.433867499999998,T,-5.0,5.233722871452421,14.892578125,,,,,20200129,20200129_002
152,30.8276275,T,-30.0,,,,,,,20200129,20200129_002
154,31.221427499999997,T,40.0,2.8797996661101837,17.1051025390625,,,,,20200129,20200129_002
156,31.615187499999998,T,5.0,4.3572621035058425,15.6402587890625,,,,,20200129,20200129_002
158,32.0089675,T,20.0,3.6060100166944906,17.2119140625,,,,,20200129,20200129_002
160,32.4027275,T,0.0,4.808013355592654,15.2435302734375,,,,,20200129,20200129_002
167,33.780947499999996,T,30.0,3.1803005008347243,17.2271728515625,,,,,20200129,20200129_002
169,34.174727499999996,T,10.0,4.156928213689483,16.571044921875,,,,,20200129,20200129_002
171,34.568487499999996,T,-20.0,,,,,,,20200129,20200129_002
173,34.962267499999996,T,-40.0,,,,,,,20200129,20200129_002
175,35.356047499999995,T,-10.0,6.185308848080133,15.0146484375,,,,,20200129,20200129_002
177,35.749827499999995,T,-5.0,5.283806343906511,15.899658203125,,,,,20200129,20200129_002
179,36.143587499999995,T,-30.0,,,,,,,20200129,20200129_002
181,36.537367499999995,T,40.0,2.9298831385642736,17.5628662109375,,,,,20200129,20200129_002
183,36.931147499999994,T,5.0,4.432387312186978,16.143798828125,,,,,20200129,20200129_002
185,37.324927499999994,T,20.0,3.6060100166944906,16.754150390625,,,,,20200129,20200129_002
187,37.7187275,T,0.0,4.858096828046744,16.143798828125,,,,,20200129,20200129_002
194,39.0969275,T,30.0,3.2053422370617692,17.27294921875,,,,,20200129,20200129_002
196,39.4907275,T,10.0,4.156928213689483,16.6168212890625,,,,,20200129,20200129_002
198,39.8844675,T,-20.0,8.864774624373956,14.5416259765625,,,,,20200129,20200129_002
200,40.2782475,T,-40.0,,,,,,,20200129,20200129_002
202,40.6720275,T,-10.0,5.834724540901502,16.3726806640625,,,,,20200129,20200129_002
204,41.0658275,T,-5.0,5.208681135225376,15.3656005859375,,,,,20200129,20200129_002
206,41.4595875,T,-30.0,,,,,,,20200129,20200129_002
208,41.8533675,T,40.0,2.9048414023372287,17.7001953125,,,,,20200129,20200129_002
210,42.2471475,T,5.0,4.3572621035058425,16.082763671875,,,,,20200129,20200129_002
212,42.640947499999996,T,20.0,3.5559265442404007,17.2882080078125,,,,,20200129,20200129_002
214,43.034727499999995,T,0.0,4.808013355592654,15.9759521484375,,,,,20200129,20200129_002
221,44.412927499999995,T,30.0,3.1552587646076793,16.6778564453125,,,,,20200129,20200129_002
223,44.806727499999994,T,10.0,4.106844741235392,14.9993896484375,,,,,20200129,20200129_002
225,45.200467499999995,T,-20.0,7.813021702838063,14.007568359375,,,,,20200129,20200129_002
227,45.594247499999994,T,-40.0,,,,,,,20200129,20200129_002
229,45.988027499999994,T,-10.0,5.759599332220367,15.472412109375,,,,,20200129,20200129_002
231,46.38182749999999,T,-5.0,5.158597662771285,15.0604248046875,,,,,20200129,20200129_002
233,46.77558749999999,T,-30.0,,,,,,,20200129,20200129_002
235,47.16934749999999,T,40.0,2.9048414023372287,16.29638671875,,,,,20200129,20200129_002
237,47.56312749999999,T,5.0,4.3572621035058425,15.2740478515625,,,,,20200129,20200129_002
239,47.9569275,T,20.0,3.5809682804674456,16.082763671875,,,,,20200129,20200129_002
241,48.35068749999999,T,0.0,4.833055091819699,15.106201171875,,,,,20200129,20200129_002
248,49.7289275,T,30.0,3.1552587646076793,16.387939453125,,,,,20200129,20200129_002
250,50.1226875,T,10.0,4.081803005008347,15.899658203125,,,,,20200129,20200129_002
252,50.5164675,T,-20.0,7.888146911519199,14.9078369140625,,,,,20200129,20200129_002
254,50.9102275,T,-40.0,,,,,,,20200129,20200129_002
256,51.3040275,T,-10.0,5.934891485809683,15.1214599609375,,,,,20200129,20200129_002
258,51.697827499999995,T,-5.0,5.183639398998331,15.289306640625,,,,,20200129,20200129_002
260,52.0915675,T,-30.0,,,,,,,20200129,20200129_002
262,52.485347499999996,T,40.0,2.9298831385642736,16.7999267578125,,,,,20200129,20200129_002
264,52.879127499999996,T,5.0,4.332220367278798,15.9454345703125,,,,,20200129,20200129_002
266,53.272927499999994,T,20.0,3.5809682804674456,16.571044921875,,,,,20200129,20200129_002
268,53.666687499999995,T,0.0,5.0083472454090145,15.6402587890625,,,,,20200129,20200129_002
275,55.04492749999999,T,30.0,3.1803005008347243,16.7694091796875,,,,,20200129,20200129_002
277,55.43868749999999,T,10.0,4.156928213689483,16.265869140625,,,,,20200129,20200129_002
279,55.83246749999999,T,-20.0,8.138564273789648,14.0533447265625,,,,,20200129,20200129_002
281,56.22624749999999,T,-40.0,,,,,,,20200129,20200129_002
283,56.62002749999999,T,-10.0,5.859766277128547,15.68603515625,,,,,20200129,20200129_002
285,57.0138275,T,-5.0,5.308848080133556,16.54052734375,,,,,20200129,20200129_002
287,57.40756749999999,T,-30.0,,,,,,,20200129,20200129_002
289,57.80134749999999,T,40.0,2.9298831385642736,17.6849365234375,,,,,20200129,20200129_002
291,58.1951275,T,5.0,4.4073455759599325,17.08984375,,,,,20200129,20200129_002
293,58.5889275,T,20.0,3.5809682804674456,17.3492431640625,,,,,20200129,20200129_002
295,58.9826675,T,0.0,4.908180300500834,16.3726806640625,,,,,20200129,20200129_002
302,60.3608875,T,30.0,3.1803005008347243,16.78466796875,,,,,20200129,20200129_002
304,60.7546475,T,10.0,4.106844741235392,16.9219970703125,,,,,20200129,20200129_002
306,61.1484275,T,-20.0,7.813021702838063,16.2811279296875,,,,,20200129,20200129_002
308,61.542227499999996,T,-40.0,,,,,,,20200129,20200129_002
310,61.935987499999996,T,-10.0,5.959933222036727,16.815185546875,,,,,20200129,20200129_002
312,62.329767499999996,T,-5.0,5.358931552587646,16.5252685546875,,,,,20200129,20200129_002
314,62.723547499999995,T,-30.0,,,,,,,20200129,20200129_002
316,63.117327499999995,T,40.0,2.9048414023372287,17.4713134765625,,,,,20200129,20200129_002
318,63.51112749999999,T,5.0,4.332220367278798,16.66259765625,,,,,20200129,20200129_002
320,63.904867499999995,T,20.0,3.5809682804674456,17.4407958984375,,,,,20200129,20200129_002
322,64.2986475,T,0.0,4.933222036727879,16.8609619140625,,,,,20200129,20200129_002
8,2.837325,T,40.0,3.330550918196995,47.9736328125,,,,,20200129,20200129_003
10,3.231105,T,-30.0,,,,,,,20200129,20200129_003
12,3.6249049999999996,T,0.0,6.811352253756261,47.1649169921875,,,,,20200129,20200129_003
14,4.018705,T,5.0,5.358931552587646,48.6602783203125,7.512520868113522,23.6968994140625,,,20200129,20200129_003
16,4.412464999999999,T,-20.0,,,,,,,20200129,20200129_003
18,4.806245,T,10.0,5.534223706176961,49.0570068359375,,,,,20200129,20200129_003
20,5.200044999999999,T,-40.0,,,,,,,20200129,20200129_003
22,5.593825,T,-5.0,,,,,,,20200129,20200129_003
24,5.987604999999999,T,20.0,4.3572621035058425,49.74365234375,5.959933222036727,22.8118896484375,,,20200129,20200129_003
26,6.381404999999999,T,-10.0,5.509181969949917,48.4466552734375,,,,,20200129,20200129_003
28,6.775205,T,30.0,3.756260434056761,51.6510009765625,5.509181969949917,24.5819091796875,,,20200129,20200129_003
35,8.153424999999999,T,40.0,3.105175292153589,51.6204833984375,4.457429048414023,24.7802734375,,,20200129,20200129_003
37,8.547225,T,-30.0,,,,,,,20200129,20200129_003
39,8.941004999999999,T,0.0,6.3606010016694485,51.1016845703125,,,,,20200129,20200129_003
41,9.334805,T,5.0,8.539232053422369,40.008544921875,,,,,20200129,20200129_003
43,9.728605,T,-20.0,,,,,,,20200129,20200129_003
45,10.122404999999999,T,10.0,5.083472454090151,50.2777099609375,,,,,20200129,20200129_003
47,10.516164999999999,T,-40.0,,,,,,,20200129,20200129_003
49,10.909944999999999,T,-5.0,,,,,,,20200129,20200129_003
51,11.303745,T,20.0,4.207011686143573,51.727294921875,6.485809682804674,24.8870849609375,,,20200129,20200129_003
53,11.697524999999999,T,-10.0,,,,,,,20200129,20200129_003
55,12.091304999999998,T,30.0,3.706176961602671,51.5899658203125,5.534223706176961,24.0631103515625,,,20200129,20200129_003
62,13.469565,T,40.0,3.2554257095158596,50.4302978515625,,,,,20200129,20200129_003
64,13.863344999999999,T,-30.0,,,,,,,20200129,20200129_003
66,14.257124999999998,T,-0.0,,,,,,,20200129,20200129_003
68,14.650924999999999,T,5.0,6.686143572621035,46.0357666015625,,,,,20200129,20200129_003
70,15.044704999999999,T,-20.0,,,,,,,20200129,20200129_003
72,15.438505,T,10.0,4.582637729549249,49.407958984375,,,,,20200129,20200129_003
74,15.832304999999998,T,-40.0,,,,,,,20200129,20200129_003
76,16.226104999999997,T,-5.0,5.759599332220367,48.9654541015625,,,,,20200129,20200129_003
78,16.619864999999997,T,20.0,4.257095158597663,51.361083984375,6.6110183639399,24.3988037109375,,,20200129,20200129_003
80,17.013644999999997,T,-10.0,9.215358931552586,47.027587890625,,,,,20200129,20200129_003
82,17.407445,T,30.0,3.5308848080133552,52.42919921875,5.058430717863105,24.993896484375,,,20200129,20200129_003
89,18.785705,T,40.0,3.280467445742905,52.520751953125,4.757929883138564,23.9715576171875,,,20200129,20200129_003
91,19.179505,T,-30.0,,,,,,,20200129,20200129_003
93,19.573304999999998,T,0.0,9.040066777963272,42.1295166015625,,,,,20200129,20200129_003
95,19.967064999999998,T,5.0,5.809682804674457,51.483154296875,,,,,20200129,20200129_003
97,20.360844999999998,T,-20.0,,,,,,,20200129,20200129_003
99,20.754644999999996,T,10.0,5.634390651085142,49.6978759765625,,,,,20200129,20200129_003
101,21.148425,T,-40.0,,,,,,,20200129,20200129_003
103,21.542205,T,-5.0,7.9883138564273795,46.844482421875,,,,,20200129,20200129_003
105,21.936004999999998,T,20.0,3.781302170283806,48.5382080078125,5.7095158597662765,24.4903564453125,,,20200129,20200129_003
107,22.329804999999997,T,-10.0,,,,,,,20200129,20200129_003
109,22.723605,T,30.0,3.6560934891485806,50.6439208984375,5.308848080133556,23.529052734375,,,20200129,20200129_003
116,24.101824999999998,T,40.0,3.1552587646076793,51.4678955078125,4.557595993322203,23.8800048828125,,,20200129,20200129_003
118,24.495624999999997,T,-30.0,,,,,,,20200129,20200129_003
120,24.889404999999996,T,-0.0,,,,,,,20200129,20200129_003
122,25.283205,T,5.0,4.607679465776293,52.032470703125,,,,,20200129,20200129_003
124,25.677004999999998,T,-20.0,,,,,,,20200129,20200129_003
126,26.070804999999996,T,10.0,5.383973288814691,53.4515380859375,,,,,20200129,20200129_003
128,26.464564999999997,T,-40.0,,,,,,,20200129,20200129_003
130,26.858344999999996,T,-5.0,6.686143572621035,53.64990234375,,,,,20200129,20200129_003
132,27.252145,T,20.0,3.9816360601001666,55.633544921875,5.884808013355593,27.3590087890625,,,20200129,20200129_003
134,27.645925,T,-10.0,,,,,,,20200129,20200129_003
136,28.039704999999998,T,30.0,3.706176961602671,55.8624267578125,5.358931552587646,25.6500244140625,,,20200129,20200129_003
143,29.417965,T,40.0,3.35559265442404,57.2509765625,4.808013355592654,26.30615234375,,,20200129,20200129_003
145,29.811745,T,-30.0,,,,,,,20200129,20200129_003
147,30.205544999999997,T,0.0,7.462437395659432,50.0335693359375,,,,,20200129,20200129_003
149,30.599324999999997,T,5.0,6.585976627712855,53.89404296875,,,,,20200129,20200129_003
151,30.993124999999996,T,-20.0,,,,,,,20200129,20200129_003
153,31.386905,T,10.0,5.233722871452421,56.3201904296875,,,,,20200129,20200129_003
155,31.780704999999998,T,-40.0,,,,,,,20200129,20200129_003
157,32.174504999999996,T,-5.0,,,,,,,20200129,20200129_003
159,32.568265,T,20.0,4.156928213689483,57.67822265625,,,,,20200129,20200129_003
161,32.962044999999996,T,-10.0,7.237061769616027,56.182861328125,,,,,20200129,20200129_003
163,33.355844999999995,T,30.0,3.1803005008347243,57.1746826171875,4.532554257095158,26.55029296875,,,20200129,20200129_003
170,34.734105,T,40.0,3.2554257095158596,57.80029296875,4.657762938230383,25.9552001953125,,,20200129,20200129_003
172,35.127905,T,-30.0,6.66110183639399,56.2591552734375,,,,,20200129,20200129_003
174,35.521705,T,-0.0,6.71118530884808,55.816650390625,,,,,20200129,20200129_003
176,35.915465,T,5.0,7.813021702838063,48.52294921875,,,,,20200129,20200129_003
178,36.309245,T,-20.0,,,,,,,20200129,20200129_003
180,36.703044999999996,T,10.0,3.6560934891485806,57.3272705078125,5.409015025041736,29.78515625,,,20200129,20200129_003
182,37.096824999999995,T,-40.0,,,,,,,20200129,20200129_003
184,37.490624999999994,T,-5.0,5.659432387312187,58.135986328125,,,,,20200129,20200129_003
186,37.884404999999994,T,20.0,4.582637729549249,58.77685546875,,,,,20200129,20200129_003
188,38.278205,T,-10.0,,,,,,,20200129,20200129_003
190,38.672005,T,30.0,3.105175292153589,58.3038330078125,4.432387312186978,26.1688232421875,,,20200129,20200129_003
197,40.050245,T,40.0,2.8547579298831383,58.349609375,4.232053422370617,26.3214111328125,,,20200129,20200129_003
199,40.444044999999996,T,-30.0,,,,,,,20200129,20200129_003
201,40.837824999999995,T,-0.0,4.282136894824708,58.6395263671875,5.934891485809683,30.8380126953125,,,20200129,20200129_003
203,41.231624999999994,T,5.0,3.8814691151919862,58.3953857421875,5.684474123539232,30.7769775390625,,,20200129,20200129_003
205,41.62540499999999,T,-20.0,6.110183639398998,58.6090087890625,,,,,20200129,20200129_003
207,42.019205,T,10.0,3.5809682804674456,58.746337890625,5.258764607679466,29.9072265625,,,20200129,20200129_003
209,42.413005,T,-40.0,,,,,,,20200129,20200129_003
211,42.806805,T,-5.0,5.684474123539232,59.326171875,,,,,20200129,20200129_003
213,43.200565,T,20.0,3.5058430717863103,59.63134765625,4.983305509181969,27.16064453125,,,20200129,20200129_003
215,43.594364999999996,T,-10.0,6.310517529215359,59.50927734375,,,,,20200129,20200129_003
217,43.988144999999996,T,30.0,3.380634390651085,60.089111328125,4.757929883138564,26.6876220703125,,,20200129,20200129_003
224,45.36640499999999,T,40.0,3.0050083472454086,59.9365234375,4.4073455759599325,26.7486572265625,6.686143572621035,28.13720703125,20200129,20200129_003
226,45.760205,T,-30.0,,,,,,,20200129,20200129_003
228,46.154005,T,0.0,5.984974958263773,59.0057373046875,,,,,20200129,20200129_003
230,46.547805,T,5.0,6.3606010016694485,57.7239990234375,,,,,20200129,20200129_003
232,46.941604999999996,T,-20.0,,,,,,,20200129,20200129_003
234,47.335364999999996,T,10.0,4.6828046744574285,60.4400634765625,6.961602671118531,29.815673828125,,,20200129,20200129_003
236,47.729144999999995,T,-40.0,,,,,,,20200129,20200129_003
238,48.122924999999995,T,-5.0,5.834724540901502,60.333251953125,,,,,20200129,20200129_003
240,48.516724999999994,T,20.0,3.8313856427378963,60.36376953125,5.3338898163606006,27.28271484375,,,20200129,20200129_003
242,48.91050499999999,T,-10.0,,,,,,,20200129,20200129_003
244,49.30430499999999,T,30.0,3.5308848080133552,61.5386962890625,4.958263772954925,27.52685546875,,,20200129,20200129_003
251,50.682565,T,40.0,3.055091819699499,61.248779296875,4.482470784641068,27.34375,6.535893155258765,28.0609130859375,20200129,20200129_003
253,51.076344999999996,T,-30.0,,,,,,,20200129,20200129_003
255,51.470144999999995,T,0.0,7.487479131886477,57.2967529296875,,,,,20200129,20200129_003
257,51.863924999999995,T,5.0,6.310517529215359,59.326171875,,,,,20200129,20200129_003
259,52.257704999999994,T,-20.0,,,,,,,20200129,20200129_003
261,52.65150499999999,T,10.0,4.507512520868113,60.638427734375,,,,,20200129,20200129_003
263,53.04530499999999,T,-40.0,,,,,,,20200129,20200129_003
265,53.439105,T,-5.0,6.535893155258765,59.051513671875,,,,,20200129,20200129_003
267,53.832905,T,20.0,4.282136894824708,61.46240234375,6.4106844741235385,29.0679931640625,,,20200129,20200129_003
269,54.226665,T,-10.0,,,,,,,20200129,20200129_003
271,54.620445,T,30.0,3.5809682804674456,62.7288818359375,5.058430717863105,28.2440185546875,,,20200129,20200129_003
278,55.998704999999994,T,40.0,3.105175292153589,62.4237060546875,4.507512520868113,27.03857421875,6.811352253756261,30.3802490234375,20200129,20200129_003
280,56.39250499999999,T,-30.0,,,,,,,20200129,20200129_003
282,56.78630499999999,T,0.0,6.185308848080133,61.1724853515625,,,,,20200129,20200129_003
284,57.180105,T,5.0,6.060100166944908,60.4705810546875,,,,,20200129,20200129_003
286,57.573865,T,-20.0,,,,,,,20200129,20200129_003
288,57.967645,T,10.0,4.883138564273789,62.4847412109375,,,,,20200129,20200129_003
290,58.361444999999996,T,-40.0,,,,,,,20200129,20200129_003
292,58.755224999999996,T,-5.0,5.559265442404007,63.018798828125,,,,,20200129,20200129_003
294,59.149024999999995,T,20.0,4.4073455759599325,62.2100830078125,6.210350584307178,28.0303955078125,,,20200129,20200129_003
296,59.542804999999994,T,-10.0,,,,,,,20200129,20200129_003
298,59.93660499999999,T,30.0,3.806343906510851,62.8662109375,5.3338898163606006,27.587890625,,,20200129,20200129_003
305,61.31484499999999,T,40.0,3.1552587646076793,63.3697509765625,4.582637729549249,27.0538330078125,6.836393989983305,30.731201171875,20200129,20200129_003
307,61.708645,T,-30.0,,,,,,,20200129,20200129_003
309,62.102425,T,0.0,6.435726210350584,60.7147216796875,,,,,20200129,20200129_003
311,62.496224999999995,T,5.0,9.540901502504173,58.5784912109375,,,,,20200129,20200129_003
313,62.890004999999995,T,-20.0,,,,,,,20200129,20200129_003
315,63.283804999999994,T,10.0,5.3338898163606006,61.3861083984375,,,,,20200129,20200129_003
317,63.67760499999999,T,-40.0,,,,,,,20200129,20200129_003
319,64.071405,T,-5.0,6.460767946577628,61.5692138671875,,,,,20200129,20200129_003
321,64.465165,T,20.0,4.307178631051753,62.43896484375,6.460767946577628,29.052734375,,,20200129,20200129_003
323,64.85894499999999,T,-10.0,,,,,,,20200129,20200129_003
325,65.25274499999999,T,30.0,3.8564273789649413,63.6444091796875,5.459098497495826,27.2216796875,,,20200129,20200129_003
332,66.63100499999999,T,40.0,3.1552587646076793,64.51416015625,4.557595993322203,27.3590087890625,,,20200129,20200129_003
334,67.024805,T,-30.0,,,,,,,20200129,20200129_003
336,67.418605,T,-0.0,5.859766277128547,63.17138671875,,,,,20200129,20200129_003
338,67.812405,T,5.0,6.811352253756261,59.2498779296875,,,,,20200129,20200129_003
340,68.206165,T,-20.0,,,,,,,20200129,20200129_003
342,68.59994499999999,T,10.0,5.383973288814691,62.7288818359375,,,,,20200129,20200129_003
344,68.993725,T,-40.0,,,,,,,20200129,20200129_003
346,69.38754499999999,T,-5.0,5.484140233722871,63.29345703125,,,,,20200129,20200129_003
348,69.78130499999999,T,20.0,4.507512520868113,63.018798828125,6.6110183639399,29.3426513671875,,,20200129,20200129_003
350,70.17510499999999,T,-10.0,8.864774624373956,60.9588623046875,,,,,20200129,20200129_003
352,70.568905,T,30.0,3.681135225375626,63.4765625,5.158597662771285,27.2979736328125,,,20200129,20200129_003
359,71.94714499999999,T,40.0,3.1803005008347243,64.483642578125,4.607679465776293,27.4658203125,,,20200129,20200129_003
361,72.340925,T,-30.0,,,,,,,20200129,20200129_003
363,72.734725,T,-0.0,6.76126878130217,59.9212646484375,,,,,20200129,20200129_003
365,73.12850499999999,T,5.0,7.462437395659432,57.342529296875,,,,,20200129,20200129_003
367,73.52230499999999,T,-20.0,,,,,,,20200129,20200129_003
369,73.91610499999999,T,10.0,5.158597662771285,62.8814697265625,,,,,20200129,20200129_003
140,28.713119999999996,T,30.0,2.5041736227045073,50.6591796875,3.806343906510851,31.951904296875,6.310517529215359,40.9088134765625,20200129,20200129_004
142,29.106859999999998,T,-20.0,5.659432387312187,49.9114990234375,,,,,20200129,20200129_004
144,29.500639999999997,T,-10.0,4.232053422370617,49.6063232421875,,,,,20200129,20200129_004
146,29.894439999999996,T,-40.0,,,,,,,20200129,20200129_004
148,30.28822,T,20.0,2.7545909849749584,50.384521484375,4.156928213689483,32.9742431640625,,,20200129,20200129_004
150,30.682,T,40.0,2.378964941569282,49.98779296875,3.681135225375626,32.7606201171875,5.409015025041736,27.923583984375,20200129,20200129_004
152,31.075799999999997,T,10.0,3.105175292153589,50.140380859375,4.632721202003339,33.5235595703125,,,20200129,20200129_004
154,31.469599999999996,T,5.0,3.280467445742905,49.7589111328125,4.858096828046744,32.8369140625,,,20200129,20200129_004
156,31.863359999999997,T,-5.0,3.8564273789649413,48.6297607421875,,,,,20200129,20200129_004
158,32.25714,T,-30.0,,,,,,,20200129,20200129_004
160,32.65094,T,0.0,3.5308848080133552,48.5076904296875,5.208681135225376,33.203125,,,20200129,20200129_004
167,34.029199999999996,T,30.0,2.5542570951585977,48.2330322265625,3.9065108514190316,32.4859619140625,,,20200129,20200129_004
169,34.422979999999995,T,-20.0,5.759599332220367,46.4019775390625,,,,,20200129,20200129_004
171,34.816759999999995,T,-10.0,4.382303839732888,46.9818115234375,,,,,20200129,20200129_004
173,35.210539999999995,T,-40.0,,,,,,,20200129,20200129_004
175,35.60433999999999,T,20.0,2.729549248747913,46.875,4.131886477462437,31.1279296875,,,20200129,20200129_004
177,35.99812,T,40.0,2.404006677796327,46.7376708984375,3.731218697829716,31.6162109375,5.534223706176961,28.86962890625,20200129,20200129_004
179,36.3919,T,10.0,3.080133555926544,46.3409423828125,4.582637729549249,31.402587890625,,,20200129,20200129_004
181,36.7857,T,5.0,3.330550918196995,45.2423095703125,4.933222036727879,30.9295654296875,,,20200129,20200129_004
183,37.1795,T,-5.0,4.031719532554257,44.49462890625,,,,,20200129,20200129_004
185,37.57326,T,-30.0,,,,,,,20200129,20200129_004
187,37.96706,T,0.0,3.5809682804674456,44.464111328125,5.283806343906511,30.3802490234375,,,20200129,20200129_004
194,39.345319999999994,T,30.0,2.5542570951585977,44.1436767578125,3.9065108514190316,30.0750732421875,,,20200129,20200129_004
196,39.73912,T,-20.0,5.734557595993322,42.78564453125,,,,,20200129,20200129_004
198,40.1329,T,-10.0,4.3572621035058425,42.633056640625,,,,,20200129,20200129_004
200,40.52668,T,-40.0,,,,,,,20200129,20200129_004
202,40.92046,T,20.0,2.7545909849749584,42.6177978515625,4.207011686143573,28.9764404296875,,,20200129,20200129_004
204,41.31424,T,40.0,2.404006677796327,41.473388671875,3.706176961602671,28.045654296875,5.484140233722871,25.7415771484375,20200129,20200129_004
206,41.70802,T,10.0,3.105175292153589,40.1153564453125,4.632721202003339,27.496337890625,,,20200129,20200129_004
208,42.10182,T,5.0,3.4056761268781304,38.7725830078125,5.058430717863105,26.8096923828125,,,20200129,20200129_004
210,42.495619999999995,T,-5.0,4.006677796327212,37.2467041015625,,,,,20200129,20200129_004
212,42.889399999999995,T,-30.0,,,,,,,20200129,20200129_004
