,time,code,ampshift,peakAmp,peakT,exptname
385,34.172599999999996,T,-20.0,7.537841796875,12.506253126563283,20200718_000
387,34.32465,T,-40.0,-1.0528564453125,,20200718_000
389,34.51786,T,5.0,12.115478515625,10.005002501250626,20200718_000
391,34.67991,T,-5.0,10.6658935546875,11.405702851425714,20200718_000
393,34.84712,T,10.0,16.7999267578125,10.605302651325664,20200718_000
395,34.98641,T,40.0,17.333984375,6.55327663831916,20200718_000
397,35.133199999999995,T,30.0,14.892578125,8.804402201100551,20200718_000
399,35.260389999999994,T,20.0,16.8304443359375,11.205602801400701,20200718_000
401,35.3689,T,-30.0,0.18310546875,,20200718_000
403,35.47389,T,-10.0,5.4473876953125,15.057528764382193,20200718_000
405,35.574859999999994,T,0.0,7.7362060546875,12.756378189094548,20200718_000
413,35.946619999999996,T,-20.0,2.0599365234375,13.306653326663332,20200718_000
415,36.049809999999994,T,-40.0,-0.091552734375,,20200718_000
417,36.15502,T,5.0,8.4991455078125,12.306153076538271,20200718_000
419,36.263189999999994,T,-5.0,8.148193359375,10.755377688844423,20200718_000
421,36.37235999999999,T,10.0,13.397216796875,12.406203101550776,20200718_000
423,36.482789999999994,T,40.0,17.39501953125,6.803401700850426,20200718_000
425,36.602019999999996,T,30.0,16.265869140625,6.7033516758379195,20200718_000
427,36.71366999999999,T,20.0,17.2882080078125,10.005002501250626,20200718_000
429,36.8251,T,-30.0,-0.48828125,,20200718_000
431,36.934509999999996,T,-10.0,4.5318603515625,15.457728864432218,20200718_000
433,37.04956,T,0.0,10.528564453125,10.105052526263131,20200718_000
441,37.48186,T,-20.0,1.52587890625,13.706853426713357,20200718_000
443,37.594249999999995,T,-40.0,0.0762939453125,,20200718_000
445,37.702119999999994,T,5.0,13.8092041015625,11.155577788894448,20200718_000
447,37.815389999999994,T,-5.0,5.9661865234375,10.605302651325664,20200718_000
449,37.9237,T,10.0,13.9312744140625,11.505752876438219,20200718_000
451,38.028949999999995,T,40.0,20.660400390625,10.955477738869437,20200718_000
453,38.133579999999995,T,30.0,18.1732177734375,9.204602301150576,20200718_000
455,38.24037,T,20.0,13.824462890625,12.65632816408204,20200718_000
457,38.34768,T,-30.0,0.6256103515625,,20200718_000
459,38.452569999999994,T,-10.0,7.843017578125,11.255627813906955,20200718_000
461,38.55826,T,0.0,11.77978515625,10.905452726363183,20200718_000
469,38.976679999999995,T,-20.0,3.4942626953125,13.056528264132066,20200718_000
471,39.082789999999996,T,-40.0,-0.06103515625,,20200718_000
473,39.19076,T,5.0,12.8631591796875,11.65582791395698,20200718_000
475,39.301289999999995,T,-5.0,11.9171142578125,12.45622811405703,20200718_000
477,39.40877999999999,T,10.0,15.5792236328125,11.455727863931967,20200718_000
479,39.516009999999994,T,40.0,18.0816650390625,12.556278139069535,20200718_000
481,39.62058,T,30.0,16.2506103515625,7.003501750875438,20200718_000
483,39.727149999999995,T,20.0,16.2200927734375,11.255627813906955,20200718_000
485,39.83286,T,-30.0,0.06103515625,,20200718_000
487,39.93805,T,-10.0,5.645751953125,12.306153076538271,20200718_000
489,40.03968,T,0.0,9.7503662109375,11.505752876438219,20200718_000
497,40.4499,T,-20.0,2.38037109375,12.756378189094548,20200718_000
499,40.55457,T,-40.0,0.1220703125,,20200718_000
501,40.658359999999995,T,5.0,14.09912109375,11.65582791395698,20200718_000
503,40.76629,T,-5.0,6.927490234375,10.455227613806905,20200718_000
505,40.875159999999994,T,10.0,13.580322265625,10.655327663831917,20200718_000
507,40.979989999999994,T,40.0,17.51708984375,6.103051525762882,20200718_000
509,41.085879999999996,T,30.0,17.791748046875,9.554777388694347,20200718_000
511,41.19584999999999,T,20.0,15.1519775390625,8.15407703851926,20200718_000
513,41.302279999999996,T,-30.0,-0.4730224609375,,20200718_000
515,41.40980999999999,T,-10.0,8.97216796875,12.556278139069535,20200718_000
517,41.51866,T,0.0,10.223388671875,10.55527763881941,20200718_000
525,41.93906,T,-20.0,1.617431640625,13.556778389194598,20200718_000
527,42.045109999999994,T,-40.0,-0.0152587890625,,20200718_000
529,42.152179999999994,T,5.0,13.5955810546875,8.454227113556778,20200718_000
531,42.25825,T,-5.0,10.6353759765625,12.00600300150075,20200718_000
533,42.36358,T,10.0,13.18359375,8.604302151075538,20200718_000
535,42.469649999999994,T,40.0,22.9949951171875,13.156578289144573,20200718_000
537,42.624179999999996,T,30.0,22.430419921875,10.85542771385693,20200718_000
539,42.726749999999996,T,20.0,17.5933837890625,8.95447723861931,20200718_000
541,42.82716,T,-30.0,0.213623046875,,20200718_000
543,42.92749,T,-10.0,5.9356689453125,12.556278139069535,20200718_000
545,43.031319999999994,T,0.0,7.568359375,12.106053026513257,20200718_000
553,43.42778,T,-20.0,0.579833984375,,20200718_000
555,43.53467,T,-40.0,0.18310546875,,20200718_000
557,43.638,T,5.0,13.458251953125,9.354677338669337,20200718_000
559,43.741949999999996,T,-5.0,6.16455078125,13.10655327663832,20200718_000
561,43.848679999999995,T,10.0,11.77978515625,11.805902951475739,20200718_000
563,43.95699,T,40.0,20.2789306640625,10.955477738869437,20200718_000
565,44.12128,T,30.0,16.2506103515625,6.303151575787894,20200718_000
567,44.22497,T,20.0,17.0440673828125,10.655327663831917,20200718_000
569,44.327859999999994,T,-30.0,0.030517578125,,20200718_000
571,44.43367,T,-10.0,5.340576171875,10.85542771385693,20200718_000
573,44.5361,T,-0.0,11.8408203125,11.9559779889945,20200718_000
581,44.946979999999996,T,-20.0,3.41796875,19.109554777388695,20200718_000
583,45.05835,T,-40.0,-0.1373291015625,,20200718_000
585,45.16656,T,5.0,14.0838623046875,12.406203101550776,20200718_000
1181,100.06075999999999,T,-20.0,13.3209228515625,13.956978489244623,20200718_000
1183,100.25160999999999,T,-40.0,-0.1068115234375,,20200718_000
1185,100.43535999999999,T,5.0,16.0064697265625,9.104552276138069,20200718_000
1187,100.57865,T,-5.0,20.3094482421875,10.705352676338169,20200718_000
1189,100.73667999999999,T,10.0,17.6849365234375,15.957978989494748,20200718_000
1191,100.89104999999999,T,40.0,22.5982666015625,5.702851425712857,20200718_000
1193,101.02561999999999,T,30.0,19.805908203125,6.55327663831916,20200718_000
1195,101.16400999999999,T,20.0,16.4337158203125,14.207103551775889,20200718_000
1197,101.30698,T,-30.0,3.4332275390625,14.457228614307155,20200718_000
1199,101.44040999999999,T,-10.0,17.4713134765625,13.306653326663332,20200718_000
1201,101.57951999999999,T,0.0,18.096923828125,8.95447723861931,20200718_000
1209,102.25385999999999,T,-20.0,12.725830078125,12.65632816408204,20200718_000
1211,102.43464999999999,T,-40.0,-0.213623046875,,20200718_000
1213,102.64077999999999,T,5.0,16.54052734375,8.254127063531767,20200718_000
1215,102.83220999999999,T,-5.0,20.6298828125,10.355177588794398,20200718_000
1217,102.99166,T,10.0,23.3306884765625,11.455727863931967,20200718_000
1219,103.15100999999999,T,40.0,23.7884521484375,5.702851425712857,20200718_000
1221,103.29899999999999,T,30.0,18.646240234375,5.902951475737869,20200718_000
1223,103.44360999999999,T,20.0,18.0206298828125,16.058029014507255,20200718_000
1225,103.5833,T,-30.0,1.2054443359375,13.906953476738371,20200718_000
1227,103.76724999999999,T,-10.0,17.4713134765625,10.505252626313156,20200718_000
1229,103.94676,T,0.0,22.7203369140625,12.256128064032017,20200718_000
1237,104.65065999999999,T,-20.0,10.4827880859375,13.006503251625814,20200718_000
1239,104.79825,T,-40.0,0.3662109375,,20200718_000
1241,105.00867999999998,T,5.0,19.683837890625,14.607303651825914,20200718_000
1243,105.16758999999999,T,-5.0,20.32470703125,11.505752876438219,20200718_000
1245,105.35775999999998,T,10.0,25.0091552734375,15.307653826913457,20200718_000
1247,105.54785,T,40.0,24.5361328125,5.652826413206604,20200718_000
1249,105.68806,T,30.0,19.4549560546875,6.253126563281642,20200718_000
1251,105.83026999999998,T,20.0,19.866943359375,7.003501750875438,20200718_000
1253,105.98039999999999,T,-30.0,0.2899169921875,,20200718_000
1255,106.15485,T,-10.0,17.1966552734375,13.25662831415708,20200718_000
1257,106.35095999999999,T,0.0,19.0582275390625,10.155077538769385,20200718_000
1265,107.08349999999999,T,-20.0,14.46533203125,13.906953476738371,20200718_000
1267,107.28464999999998,T,-40.0,0.213623046875,,20200718_000
1269,107.48067999999999,T,5.0,24.7650146484375,10.005002501250626,20200718_000
1271,107.69054999999999,T,-5.0,17.4407958984375,14.907453726863434,20200718_000
1273,107.85709999999999,T,10.0,16.265869140625,6.253126563281642,20200718_000
1275,108.05108999999999,T,40.0,25.2685546875,5.902951475737869,20200718_000
1277,108.23755999999999,T,30.0,23.834228515625,6.653326663331666,20200718_000
1279,108.37912999999999,T,20.0,22.2320556640625,14.057028514257128,20200718_000
1281,108.52181999999999,T,-30.0,0.30517578125,,20200718_000
1283,108.69874999999999,T,-10.0,16.2200927734375,10.85542771385693,20200718_000
