,time,code,ampshift,fsl,onset,spkamp,exptname
528,60.293342499999994,T,-10.0,6.684456304202802,4.623082054703135,27.9998779296875,20200531_007
531,60.68922249999999,T,-20.0,,,0.0,20200531_007
534,61.0851025,T,5.0,5.103402268178786,3.7024683122081385,30.181884765625,20200531_007
538,61.481022499999995,T,30.0,3.8825883922615074,2.981987991994663,30.120849609375,20200531_007
541,61.876862499999994,T,-5.0,6.00400266844563,4.122748498999333,29.632568359375,20200531_007
553,63.26244249999999,T,-40.0,,,0.0,20200531_007
556,63.6583225,T,-30.0,,,0.0,20200531_007
560,64.05420249999999,T,0.0,5.563709139426284,4.162775183455636,29.571533203125,20200531_007
563,64.4501025,T,40.0,3.62241494329553,2.801867911941294,29.693603515625,20200531_007
566,64.8459625,T,10.0,4.903268845897264,3.4623082054703134,30.70068359375,20200531_007
569,65.24184249999999,T,20.0,4.38292194796531,3.362241494329553,29.8919677734375,20200531_007
573,65.6377225,T,-10.0,7.585056704469647,4.783188792528351,26.5350341796875,20200531_007
576,66.0336025,T,-20.0,,,0.0,20200531_007
579,66.4295025,T,5.0,5.183455637091394,3.6824549699799864,29.388427734375,20200531_007
583,66.82534249999999,T,30.0,3.9226150767178116,2.8819212808539025,28.350830078125,20200531_007
586,67.2212225,T,-5.0,6.38425617078052,4.202801867911941,28.1219482421875,20200531_007
598,68.60682249999999,T,-40.0,,,0.0,20200531_007
601,69.0027025,T,-30.0,,,0.0,20200531_007
604,69.3986025,T,0.0,5.62374916611074,4.142761841227485,26.6265869140625,20200531_007
608,69.79444249999999,T,40.0,3.602401601067378,2.8819212808539025,26.641845703125,20200531_007
611,70.1903225,T,10.0,4.883255503669113,3.2421614409606403,28.9764404296875,20200531_007
614,70.5862025,T,20.0,4.402935290193462,3.022014676450967,28.778076171875,20200531_007
618,70.9821025,T,-10.0,7.3048699132755175,5.183455637091394,25.4364013671875,20200531_007
621,71.3779625,T,-20.0,,,0.0,20200531_007
624,71.7738425,T,5.0,5.263509006004003,3.4422948632421613,29.0985107421875,20200531_007
628,72.16972249999999,T,30.0,3.8825883922615074,2.8418945963975983,28.74755859375,20200531_007
631,72.5656025,T,-5.0,6.304202801867912,4.402935290193462,28.01513671875,20200531_007
643,73.9512025,T,-40.0,,,0.0,20200531_007
647,74.34706249999999,T,-30.0,,,0.0,20200531_007
651,74.74296249999999,T,0.0,5.663775850567044,3.8025350233488995,29.388427734375,20200531_007
