,time,code,ampshift,s0t,s0a,s1t,s1a,s2t,s2a,s3t,s3a,animalID,exptname
123,25.0619275,T,5.0,3.130217028380634,19.47021484375,,,,,,,20200129,20200129_010
125,25.455747499999998,T,-5.0,3.4808013355592653,19.989013671875,,,,,,,20200129,20200129_010
127,25.8495675,T,10.0,3.030050083472454,19.805908203125,,,,,,,20200129,20200129_010
129,26.243387499999997,T,-20.0,4.232053422370617,19.9127197265625,,,,,,,20200129,20200129_010
131,26.637247499999997,T,30.0,2.7796327212020033,19.4854736328125,,,,,,,20200129,20200129_010
133,27.031047499999996,T,-30.0,5.434056761268781,19.4854736328125,,,,,,,20200129,20200129_010
140,28.409427499999996,T,40.0,2.704507512520868,18.1121826171875,,,,,,,20200129,20200129_010
142,28.803267499999997,T,0.0,3.2554257095158596,18.6004638671875,,,,,,,20200129,20200129_010
144,29.1970875,T,-10.0,3.6060100166944906,18.524169921875,,,,,,,20200129,20200129_010
146,29.5909475,T,-40.0,7.537562604340567,18.6767578125,,,,,,,20200129,20200129_010
148,29.984727499999998,T,20.0,2.8547579298831383,18.463134765625,,,,,,,20200129,20200129_010
150,30.378547499999996,T,5.0,3.105175292153589,18.585205078125,,,,,,,20200129,20200129_010
152,30.772387499999997,T,-5.0,3.4056761268781304,18.8751220703125,,,,,,,20200129,20200129_010
154,31.166227499999998,T,10.0,3.0050083472454086,18.5089111328125,,,,,,,20200129,20200129_010
156,31.560027499999997,T,-20.0,4.232053422370617,18.9361572265625,,,,,,,20200129,20200129_010
158,31.953867499999998,T,30.0,2.7796327212020033,18.5699462890625,,,,,,,20200129,20200129_010
160,32.3476875,T,-30.0,5.258764607679466,19.4244384765625,,,,,,,20200129,20200129_010
167,33.7260675,T,40.0,2.729549248747913,19.622802734375,,,,,,,20200129,20200129_010
169,34.119927499999996,T,0.0,3.230383973288814,20.8892822265625,,,,,,,20200129,20200129_010
171,34.513727499999995,T,-10.0,3.6060100166944906,21.17919921875,,,,,,,20200129,20200129_010
173,34.9075675,T,-40.0,,,,,,,,,20200129,20200129_010
175,35.3013875,T,20.0,2.8797996661101837,21.881103515625,,,,,,,20200129,20200129_010
177,35.695227499999994,T,5.0,3.105175292153589,21.97265625,,,,,,,20200129,20200129_010
179,36.0890275,T,-5.0,3.4056761268781304,21.9573974609375,,,,,,,20200129,20200129_010
181,36.4828475,T,10.0,3.030050083472454,22.1405029296875,,,,,,,20200129,20200129_010
183,36.876667499999996,T,-20.0,4.232053422370617,22.308349609375,,,,,,,20200129,20200129_010
185,37.270507499999994,T,30.0,2.7796327212020033,22.216796875,,,,,,,20200129,20200129_010
187,37.6643275,T,-30.0,5.283806343906511,23.3154296875,,,,,,,20200129,20200129_010
194,39.0427275,T,40.0,2.704507512520868,26.214599609375,,,,,,,20200129,20200129_010
196,39.436547499999996,T,0.0,3.280467445742905,26.3671875,,,,,,,20200129,20200129_010
198,39.830367499999994,T,-10.0,3.6560934891485806,24.3988037109375,,,,,,,20200129,20200129_010
200,40.2241875,T,-40.0,7.963272120200333,21.9573974609375,,,,,,,20200129,20200129_010
202,40.618047499999996,T,20.0,2.8797996661101837,20.3094482421875,,,,,,,20200129,20200129_010
204,41.011847499999995,T,5.0,3.130217028380634,20.111083984375,,,,,,,20200129,20200129_010
206,41.4056675,T,-5.0,3.4307178631051753,19.8516845703125,,,,,,,20200129,20200129_010
208,41.7994875,T,10.0,3.0050083472454086,19.53125,,,,,,,20200129,20200129_010
210,42.193327499999995,T,-20.0,4.131886477462437,18.7835693359375,,,,,,,20200129,20200129_010
212,42.587127499999994,T,30.0,2.7545909849749584,18.218994140625,,,,,,,20200129,20200129_010
214,42.9809675,T,-30.0,5.283806343906511,18.5089111328125,,,,,,,20200129,20200129_010
221,44.3593475,T,40.0,2.729549248747913,17.9443359375,,,,,,,20200129,20200129_010
223,44.753167499999996,T,0.0,3.280467445742905,18.1884765625,,,,,,,20200129,20200129_010
225,45.147007499999994,T,-10.0,3.6310517529215356,18.4478759765625,,,,,,,20200129,20200129_010
227,45.5408475,T,-40.0,9.065108514190316,18.24951171875,,,,,,,20200129,20200129_010
229,45.9346475,T,20.0,2.8797996661101837,17.8680419921875,,,,,,,20200129,20200129_010
231,46.328487499999994,T,5.0,3.130217028380634,18.00537109375,,,,,,,20200129,20200129_010
233,46.7223275,T,-5.0,3.4056761268781304,17.9443359375,,,,,,,20200129,20200129_010
235,47.1161275,T,10.0,3.0050083472454086,17.730712890625,,,,,,,20200129,20200129_010
237,47.509947499999996,T,-20.0,4.257095158597663,17.8680419921875,,,,,,,20200129,20200129_010
239,47.903767499999994,T,30.0,2.7796327212020033,17.08984375,,,,,,,20200129,20200129_010
241,48.2976275,T,-30.0,5.383973288814691,17.5323486328125,,,,,,,20200129,20200129_010
248,49.6759875,T,40.0,2.704507512520868,16.6015625,,,,,,,20200129,20200129_010
250,50.069827499999995,T,0.0,3.2554257095158596,17.333984375,,,,,,,20200129,20200129_010
252,50.46364749999999,T,-10.0,3.681135225375626,17.181396484375,,,,,,,20200129,20200129_010
254,50.8574675,T,-40.0,,,,,,,,,20200129,20200129_010
256,51.2512875,T,20.0,2.8797996661101837,16.9525146484375,,,,,,,20200129,20200129_010
258,51.645127499999994,T,5.0,3.130217028380634,16.937255859375,,,,,,,20200129,20200129_010
260,52.03894749999999,T,-5.0,3.4056761268781304,16.754150390625,,,,,,,20200129,20200129_010
262,52.4327675,T,10.0,3.030050083472454,16.7236328125,,,,,,,20200129,20200129_010
264,52.826587499999995,T,-20.0,4.232053422370617,16.8914794921875,,,,,,,20200129,20200129_010
266,53.22042749999999,T,30.0,2.7796327212020033,16.4947509765625,,,,,,,20200129,20200129_010
268,53.6142275,T,-30.0,5.308848080133556,17.3492431640625,,,,,,,20200129,20200129_010
275,54.9926475,T,40.0,2.729549248747913,16.1895751953125,,,,,,,20200129,20200129_010
277,55.386447499999996,T,0.0,3.2554257095158596,16.29638671875,,,,,,,20200129,20200129_010
279,55.780267499999994,T,-10.0,3.6560934891485806,16.5863037109375,,,,,,,20200129,20200129_010
281,56.17408749999999,T,-40.0,8.338898163606009,16.8914794921875,,,,,,,20200129,20200129_010
283,56.567967499999995,T,20.0,2.8797996661101837,16.357421875,,,,,,,20200129,20200129_010
285,56.961747499999994,T,5.0,3.130217028380634,16.11328125,,,,,,,20200129,20200129_010
287,57.35556749999999,T,-5.0,3.4056761268781304,16.54052734375,,,,,,,20200129,20200129_010
289,57.7493875,T,10.0,3.030050083472454,16.41845703125,,,,,,,20200129,20200129_010
291,58.143227499999995,T,-20.0,4.257095158597663,16.265869140625,,,,,,,20200129,20200129_010
293,58.53704749999999,T,30.0,2.8046744574290483,15.7012939453125,,,,,,,20200129,20200129_010
295,58.9308675,T,-30.0,5.258764607679466,15.80810546875,,,,,,,20200129,20200129_010
302,60.3092675,T,40.0,2.704507512520868,13.9923095703125,,,,,,,20200129,20200129_010
304,60.703087499999995,T,0.0,3.230383973288814,14.3890380859375,,,,,,,20200129,20200129_010
306,61.09692749999999,T,-10.0,3.6310517529215356,15.411376953125,,,,,,,20200129,20200129_010
308,61.49072749999999,T,-40.0,,,,,,,,,20200129,20200129_010
310,61.8845475,T,20.0,2.9048414023372287,14.7705078125,,,,,,,20200129,20200129_010
312,62.278387499999994,T,5.0,3.130217028380634,14.7857666015625,,,,,,,20200129,20200129_010
314,62.67222749999999,T,-5.0,3.4307178631051753,14.739990234375,,,,,,,20200129,20200129_010
316,63.0660275,T,10.0,3.030050083472454,14.6942138671875,,,,,,,20200129,20200129_010
