,time,code,ampshift,fsl,onset,spkamp,exptname,animalID
856,98.8917025,T,30.0,3.9226150767178116,2.9219479653102067,32.28759765625,20200531_007,20200531
859,99.28756249999999,T,-5.0,9.24616410940627,4.48298865910607,16.3421630859375,20200531_007,20200531
872,100.6731425,T,-40.0,,,0.0,20200531_007,20200531
875,101.06902249999999,T,-30.0,,,0.0,20200531_007,20200531
878,101.46492249999999,T,0.0,6.644429619746497,4.1827885256837884,31.494140625,20200531_007,20200531
882,101.86080249999999,T,40.0,3.602401601067378,2.901934623082054,32.2723388671875,20200531_007,20200531
885,102.25666249999999,T,10.0,5.363575717144762,3.202134756504336,33.9202880859375,20200531_007,20200531
889,102.6525425,T,20.0,4.402935290193462,3.1220813875917277,33.2183837890625,20200531_007,20200531
892,103.04842249999999,T,-10.0,,,0.0,20200531_007,20200531
895,103.44430249999999,T,-20.0,,,0.0,20200531_007,20200531
899,103.84020249999999,T,5.0,5.883922615076718,3.7424949966644427,32.71484375,20200531_007,20200531
902,104.23610249999999,T,30.0,3.9026017344896595,3.0620413609072714,32.0281982421875,20200531_007,20200531
905,104.63196249999999,T,-5.0,11.087391594396264,4.723148765843896,16.265869140625,20200531_007,20200531
916,106.01754249999999,T,-40.0,,,0.0,20200531_007,20200531
919,106.4134225,T,-30.0,,,0.0,20200531_007,20200531
923,106.80930249999999,T,0.0,7.364909939959973,4.1827885256837884,29.3426513671875,20200531_007,20200531
926,107.20520249999998,T,40.0,3.602401601067378,2.901934623082054,32.4554443359375,20200531_007,20200531
930,107.6010625,T,10.0,5.363575717144762,3.762508338892595,33.5845947265625,20200531_007,20200531
933,107.99694249999999,T,20.0,4.48298865910607,3.002001334222815,34.8358154296875,20200531_007,20200531
936,108.3928225,T,-10.0,,,0.0,20200531_007,20200531
940,108.78870249999999,T,-20.0,,,0.0,20200531_007,20200531
943,109.1846025,T,5.0,5.863909272848566,3.8625750500333553,36.2396240234375,20200531_007,20200531
945,109.5804625,T,30.0,3.9226150767178116,3.002001334222815,36.07177734375,20200531_007,20200531
949,109.97634249999999,T,-5.0,9.42628418945964,4.48298865910607,18.5394287109375,20200531_007,20200531
960,111.36192249999999,T,-40.0,,,0.0,20200531_007,20200531
964,111.75782249999999,T,-30.0,,,0.0,20200531_007,20200531
967,112.1537025,T,0.0,7.224816544362908,4.162775183455636,35.0189208984375,20200531_007,20200531
970,112.54960249999999,T,40.0,3.62241494329553,2.781854569713142,37.933349609375,20200531_007,20200531
974,112.94546249999999,T,10.0,5.383589059372915,3.502334889926618,38.26904296875,20200531_007,20200531
977,113.3413425,T,20.0,4.503002001334223,3.022014676450967,38.8946533203125,20200531_007,20200531
980,113.73722249999999,T,-10.0,,,0.0,20200531_007,20200531
984,114.13310249999999,T,-20.0,,,0.0,20200531_007,20200531
987,114.52900249999999,T,5.0,6.0640426951300865,3.582388258839226,36.6973876953125,20200531_007,20200531
990,114.92490249999999,T,30.0,3.942628418945964,2.8819212808539025,36.3006591796875,20200531_007,20200531
994,115.32076249999999,T,-5.0,9.766511007338226,3.942628418945964,19.6990966796875,20200531_007,20200531
1005,116.70634249999999,T,-40.0,,,0.0,20200531_007,20200531
1009,117.1022225,T,-30.0,,,0.0,20200531_007,20200531
1012,117.49810249999999,T,0.0,7.2848565710473645,3.6624416277518343,33.8287353515625,20200531_007,20200531
1015,117.89400249999998,T,40.0,3.62241494329553,2.8619079386257504,36.651611328125,20200531_007,20200531
1019,118.2899025,T,10.0,5.4436290860573715,3.5223482321547697,37.2772216796875,20200531_007,20200531
1022,118.6857625,T,20.0,4.503002001334223,3.7024683122081385,35.8734130859375,20200531_007,20200531
1025,119.08164249999999,T,-10.0,,,0.0,20200531_007,20200531
1029,119.47752249999999,T,-20.0,,,0.0,20200531_007,20200531
1032,119.87340249999998,T,5.0,6.10406937958639,3.6424282855236823,36.956787109375,20200531_007,20200531
1035,120.2693025,T,30.0,3.9226150767178116,2.8619079386257504,37.3382568359375,20200531_007,20200531
1039,120.66520249999999,T,-5.0,9.526350900600399,4.38292194796531,19.4549560546875,20200531_007,20200531
1050,122.05076249999999,T,-40.0,,,0.0,20200531_007,20200531
1054,122.4466425,T,-30.0,,,0.0,20200531_007,20200531
1057,122.84252249999999,T,0.0,7.2848565710473645,4.2228152101400935,33.2489013671875,20200531_007,20200531
1060,123.23840249999999,T,40.0,3.602401601067378,2.8819212808539025,35.5682373046875,20200531_007,20200531
1064,123.63430249999999,T,10.0,5.363575717144762,3.6824549699799864,36.041259765625,20200531_007,20200531
1067,124.03020249999999,T,20.0,4.462975316877918,3.2421614409606403,35.7513427734375,20200531_007,20200531
1070,124.4260425,T,-10.0,,,0.0,20200531_007,20200531
1074,124.82192249999999,T,-20.0,,,0.0,20200531_007,20200531
1076,125.21782249999998,T,5.0,5.863909272848566,3.9026017344896595,35.94970703125,20200531_007,20200531
1080,125.61370249999999,T,30.0,3.9226150767178116,2.981987991994663,35.4766845703125,20200531_007,20200531
1082,126.00960249999999,T,-5.0,10.426951300867245,4.2228152101400935,18.524169921875,20200531_007,20200531
1094,127.39520249999998,T,-40.0,,,0.0,20200531_007,20200531
1098,127.7910625,T,-30.0,,,0.0,20200531_007,20200531
1101,128.1869425,T,0.0,7.164776517678452,4.00266844563042,21.8505859375,20200531_007,20200531
1104,128.5828225,T,40.0,3.62241494329553,2.76184122748499,36.041259765625,20200531_007,20200531
1108,128.9787025,T,10.0,5.4436290860573715,3.342228152101401,36.3922119140625,20200531_007,20200531
1111,129.37460249999998,T,20.0,4.462975316877918,3.3022014676450966,36.5447998046875,20200531_007,20200531
1115,129.7705025,T,-10.0,,,0.0,20200531_007,20200531
1117,130.1663625,T,-20.0,,,0.0,20200531_007,20200531
1120,130.5622425,T,5.0,5.463642428285524,3.362241494329553,38.9251708984375,20200531_007,20200531
121,15.002797499999998,T,30.0,2.681787858572381,2.2615076717811875,43.975830078125,20200531_008,20200531
124,15.4591775,T,10.0,3.1220813875917277,1.8812541694462974,45.013427734375,20200531_008,20200531
127,15.915517499999998,T,40.0,2.541694462975317,2.121414276184123,43.9605712890625,20200531_008,20200531
131,16.3718775,T,5.0,3.2621747831887924,2.6017344896597727,44.952392578125,20200531_008,20200531
135,16.8282575,T,-30.0,6.0640426951300865,5.6437625083388925,41.0614013671875,20200531_008,20200531
137,17.2846175,T,0.0,3.5223482321547697,2.781854569713142,44.9981689453125,20200531_008,20200531
141,17.7409775,T,-20.0,4.803202134756504,4.342895263509005,44.98291015625,20200531_008,20200531
145,18.1973375,T,-40.0,,,0.0,20200531_008,20200531
148,18.6536975,T,-10.0,4.022681787858572,3.0620413609072714,45.8831787109375,20200531_008,20200531
152,19.1100775,T,20.0,2.8619079386257504,2.321547698465644,45.47119140625,20200531_008,20200531
155,19.5664375,T,-5.0,3.722481654436291,2.981987991994663,46.112060546875,20200531_008,20200531
168,21.163697499999998,T,30.0,2.681787858572381,2.181454302868579,45.7611083984375,20200531_008,20200531
171,21.620077499999997,T,10.0,3.1220813875917277,2.541694462975317,47.2564697265625,20200531_008,20200531
175,22.076437499999997,T,40.0,2.541694462975317,2.081387591727818,45.8221435546875,20200531_008,20200531
178,22.532797499999997,T,5.0,3.2821881254169445,2.6017344896597727,46.5545654296875,20200531_008,20200531
181,22.989177499999997,T,-30.0,6.124082721814543,5.683789192795197,42.205810546875,20200531_008,20200531
185,23.445517499999998,T,0.0,3.5223482321547697,2.681787858572381,47.42431640625,20200531_008,20200531
188,23.901897499999997,T,-20.0,4.883255503669113,3.502334889926618,46.8597412109375,20200531_008,20200531
192,24.358277499999996,T,-40.0,,,0.0,20200531_008,20200531
195,24.814617499999997,T,-10.0,4.00266844563042,3.202134756504336,47.0733642578125,20200531_008,20200531
199,25.270977499999997,T,20.0,2.8418945963975983,2.2214809873248833,46.6156005859375,20200531_008,20200531
202,25.7273775,T,-5.0,3.8025350233488995,2.9219479653102067,47.943115234375,20200531_008,20200531
215,27.324637499999998,T,30.0,2.681787858572381,2.181454302868579,45.71533203125,20200531_008,20200531
218,27.780997499999998,T,10.0,3.14209472981988,2.541694462975317,46.8902587890625,20200531_008,20200531
222,28.237377499999997,T,40.0,2.561707805203469,2.121414276184123,46.112060546875,20200531_008,20200531
225,28.693737499999997,T,5.0,3.3022014676450966,2.6417611741160774,46.6766357421875,20200531_008,20200531
229,29.150117499999997,T,-30.0,6.304202801867912,4.442961974649767,44.9371337890625,20200531_008,20200531
232,29.606477499999997,T,0.0,3.5423615743829218,2.76184122748499,47.454833984375,20200531_008,20200531
236,30.062817499999998,T,-20.0,4.963308872581721,4.362908605737158,47.5311279296875,20200531_008,20200531
239,30.519177499999998,T,-40.0,,,0.0,20200531_008,20200531
243,30.975557499999997,T,-10.0,3.9826551034022684,3.2421614409606403,47.4853515625,20200531_008,20200531
247,31.431917499999997,T,20.0,2.8619079386257504,1.0206804536357572,46.6766357421875,20200531_008,20200531
250,31.888277499999997,T,-5.0,3.7424949966644427,2.941961307538359,46.8902587890625,20200531_008,20200531
262,33.4855775,T,30.0,2.7018012008005337,2.241494329553035,43.8995361328125,20200531_008,20200531
266,33.941917499999995,T,10.0,3.14209472981988,2.4816544362908606,42.96875,20200531_008,20200531
269,34.3982975,T,40.0,2.541694462975317,2.1614409606404266,31.3873291015625,20200531_008,20200531
272,34.854677499999994,T,5.0,3.3022014676450966,2.741827885256838,30.487060546875,20200531_008,20200531
275,35.3110175,T,-30.0,6.7044696464309546,6.084056037358239,29.2816162109375,20200531_008,20200531
279,35.767377499999995,T,0.0,3.5223482321547697,2.8819212808539025,28.8543701171875,20200531_008,20200531
282,36.2237375,T,-20.0,4.863242161440961,4.302868579052701,27.52685546875,20200531_008,20200531
286,36.680117499999994,T,-40.0,,,0.0,20200531_008,20200531
289,37.1364775,T,-10.0,3.9826551034022684,3.422281521014009,25.909423828125,20200531_008,20200531
293,37.592837499999995,T,20.0,2.8619079386257504,2.2815210140093396,25.5279541015625,20200531_008,20200531
296,38.0491975,T,-5.0,3.762508338892595,3.1220813875917277,26.06201171875,20200531_008,20200531
309,39.646497499999995,T,30.0,2.681787858572381,2.241494329553035,25.2227783203125,20200531_008,20200531
312,40.1028375,T,10.0,3.14209472981988,2.6017344896597727,26.4129638671875,20200531_008,20200531
316,40.559197499999996,T,40.0,2.541694462975317,2.201467645096731,25.6805419921875,20200531_008,20200531
318,41.0155775,T,5.0,3.3222148098732487,2.7218145430286858,26.42822265625,20200531_008,20200531
322,41.471917499999996,T,-30.0,6.2641761174116075,5.923949299533022,28.3203125,20200531_008,20200531
325,41.92827749999999,T,-0.0,3.5423615743829218,2.901934623082054,30.548095703125,20200531_008,20200531
329,42.384657499999996,T,-20.0,4.943295530353569,4.38292194796531,31.6009521484375,20200531_008,20200531
332,42.8410175,T,-40.0,,,0.0,20200531_008,20200531
336,43.297377499999996,T,-10.0,3.9626417611741163,3.342228152101401,30.3497314453125,20200531_008,20200531
339,43.75373749999999,T,20.0,2.8218812541694462,2.361574382921948,30.33447265625,20200531_008,20200531
343,44.210117499999996,T,-5.0,3.722481654436291,3.0420280186791193,30.5328369140625,20200531_008,20200531
354,45.80739749999999,T,30.0,2.6217478318879253,2.141427618412275,31.097412109375,20200531_008,20200531
358,46.263777499999996,T,10.0,3.0820547031354235,2.581721147431621,32.1044921875,20200531_008,20200531
361,46.72011749999999,T,40.0,2.5216811207471648,2.1014009339559707,31.646728515625,20200531_008,20200531
365,47.1764775,T,5.0,3.342228152101401,2.781854569713142,32.6080322265625,20200531_008,20200531
369,47.63285749999999,T,-30.0,6.744496330887258,5.62374916611074,33.599853515625,20200531_008,20200531
372,48.0892175,T,0.0,3.4823215476984655,2.781854569713142,33.8287353515625,20200531_008,20200531
375,48.54557749999999,T,-20.0,4.843228819212809,4.302868579052701,33.5235595703125,20200531_008,20200531
379,49.0019375,T,-40.0,,,0.0,20200531_008,20200531
383,49.45831749999999,T,-10.0,3.9226150767178116,3.342228152101401,32.2265625,20200531_008,20200531
386,49.914677499999996,T,20.0,2.8218812541694462,2.321547698465644,32.9132080078125,20200531_008,20200531
390,50.37103749999999,T,-5.0,3.722481654436291,3.0820547031354235,32.257080078125,20200531_008,20200531
402,51.9683375,T,30.0,2.6417611741160774,2.181454302868579,30.9600830078125,20200531_008,20200531
405,52.42469749999999,T,10.0,3.1220813875917277,2.021347565043362,30.853271484375,20200531_008,20200531
409,52.881077499999996,T,40.0,2.5016677785190127,2.141427618412275,28.6407470703125,20200531_008,20200531
413,53.33743749999999,T,5.0,3.3022014676450966,2.7218145430286858,29.6630859375,20200531_008,20200531
416,53.7937975,T,-30.0,6.0640426951300865,5.763842561707805,28.7322998046875,20200531_008,20200531
420,54.25017749999999,T,0.0,3.5423615743829218,2.801867911941294,29.72412109375,20200531_008,20200531
423,54.706537499999996,T,-20.0,4.963308872581721,4.362908605737158,29.632568359375,20200531_008,20200531
427,55.16289749999999,T,-40.0,,,0.0,20200531_008,20200531
430,55.619277499999995,T,-10.0,3.9626417611741163,3.342228152101401,29.4952392578125,20200531_008,20200531
434,56.07563749999999,T,20.0,2.8218812541694462,2.401601067378252,29.47998046875,20200531_008,20200531
437,56.531997499999996,T,-5.0,3.7024683122081385,3.0620413609072714,31.1126708984375,20200531_008,20200531
449,58.12927749999999,T,30.0,2.6417611741160774,2.141427618412275,30.517578125,20200531_008,20200531
452,58.585657499999996,T,10.0,3.0620413609072714,2.5016677785190127,30.45654296875,20200531_008,20200531
455,59.04201749999999,T,40.0,2.4816544362908606,2.141427618412275,29.72412109375,20200531_008,20200531
459,59.4983775,T,5.0,3.3022014676450966,2.7218145430286858,29.9072265625,20200531_008,20200531
462,59.95473749999999,T,-30.0,6.964643095396931,6.0640426951300865,29.4647216796875,20200531_008,20200531
466,60.411117499999996,T,0.0,3.502334889926618,2.8819212808539025,29.3731689453125,20200531_008,20200531
469,60.86747749999999,T,-20.0,4.923282188125416,4.38292194796531,29.2205810546875,20200531_008,20200531
473,61.323857499999995,T,-40.0,,,0.0,20200531_008,20200531
476,61.78021749999999,T,-10.0,4.042695130086724,3.5423615743829218,28.4576416015625,20200531_008,20200531
479,62.236597499999995,T,20.0,2.8218812541694462,2.4216144096064043,28.778076171875,20200531_008,20200531
482,62.6929775,T,-5.0,3.722481654436291,3.1020680453635756,28.778076171875,20200531_008,20200531
494,64.29023749999999,T,30.0,2.6217478318879253,2.201467645096731,28.9459228515625,20200531_008,20200531
1092,143.0134075,T,-40.0,,,0.0,20200531_008,20200531
1096,143.4697875,T,-10.0,4.082721814543029,3.2821881254169445,58.9141845703125,20200531_008,20200531
1098,143.92612749999998,T,20.0,2.8619079386257504,2.321547698465644,58.990478515625,20200531_008,20200531
1102,144.3824875,T,-5.0,3.782521681120747,2.901934623082054,59.1583251953125,20200531_008,20200531
1114,145.9797875,T,30.0,2.681787858572381,2.181454302868579,58.7921142578125,20200531_008,20200531
1117,146.4361275,T,10.0,3.162108072048032,2.4816544362908606,59.26513671875,20200531_008,20200531
1121,146.8925075,T,40.0,2.561707805203469,2.141427618412275,57.9986572265625,20200531_008,20200531
1124,147.3488875,T,5.0,3.3222148098732487,2.6617745163442295,59.14306640625,20200531_008,20200531
1127,147.8052275,T,-30.0,6.584389593062041,5.62374916611074,57.769775390625,20200531_008,20200531
1131,148.2616075,T,0.0,3.5423615743829218,2.801867911941294,59.02099609375,20200531_008,20200531
1134,148.7179875,T,-20.0,5.103402268178786,4.302868579052701,59.0667724609375,20200531_008,20200531
1138,149.17434749999998,T,-40.0,,,0.0,20200531_008,20200531
1141,149.6307075,T,-10.0,3.942628418945964,3.162108072048032,58.8226318359375,20200531_008,20200531
1145,150.0870875,T,20.0,2.8819212808539025,2.3815877251500996,58.837890625,20200531_008,20200531
1148,150.54344749999998,T,-5.0,3.762508338892595,2.9219479653102067,59.5703125,20200531_008,20200531
1159,152.14074749999997,T,30.0,2.7018012008005337,2.1014009339559707,58.868408203125,20200531_008,20200531
1163,152.5971075,T,10.0,3.14209472981988,2.4216144096064043,59.4635009765625,20200531_008,20200531
1167,153.0534875,T,40.0,2.561707805203469,2.0413609072715144,58.5174560546875,20200531_008,20200531
1170,153.50984749999998,T,5.0,3.342228152101401,2.6017344896597727,59.9517822265625,20200531_008,20200531
1174,153.9662075,T,-30.0,6.6644429619746495,5.0233488992661774,57.2509765625,20200531_008,20200531
1177,154.4225875,T,0.0,3.562374916611074,2.7218145430286858,60.1348876953125,20200531_008,20200531
1181,154.87894749999998,T,-20.0,4.943295530353569,4.242828552368246,59.3109130859375,20200531_008,20200531
1184,155.3353075,T,-40.0,,,0.0,20200531_008,20200531
1188,155.7916875,T,-10.0,3.9826551034022684,3.3022014676450966,59.2193603515625,20200531_008,20200531
1191,156.24804749999998,T,20.0,2.8619079386257504,2.3015343562374913,59.9517822265625,20200531_008,20200531
1195,156.70440749999997,T,-5.0,3.822548365577051,2.8619079386257504,60.6231689453125,20200531_008,20200531
1207,158.3017075,T,30.0,2.681787858572381,2.1614409606404266,59.75341796875,20200531_008,20200531
1211,158.7580875,T,10.0,3.14209472981988,2.4816544362908606,60.24169921875,20200531_008,20200531
1216,159.21444749999998,T,40.0,2.561707805203469,2.121414276184123,59.38720703125,20200531_008,20200531
1220,159.6708075,T,5.0,3.3222148098732487,2.7018012008005337,59.9822998046875,20200531_008,20200531
1223,160.1271875,T,-30.0,6.904603068712475,4.4229486324216145,61.1114501953125,20200531_008,20200531
1227,160.58354749999998,T,0.0,3.5223482321547697,2.741827885256838,60.302734375,20200531_008,20200531
1231,161.0399075,T,-20.0,4.783188792528351,3.5223482321547697,59.844970703125,20200531_008,20200531
1235,161.4962875,T,-40.0,,,0.0,20200531_008,20200531
1238,161.95264749999998,T,-10.0,4.042695130086724,3.1020680453635756,60.150146484375,20200531_008,20200531
1242,162.40900749999997,T,20.0,2.8819212808539025,2.241494329553035,59.87548828125,20200531_008,20200531
1245,162.8653875,T,-5.0,3.762508338892595,2.961974649766511,60.1348876953125,20200531_008,20200531
1260,164.4626875,T,30.0,2.7018012008005337,2.181454302868579,59.417724609375,20200531_008,20200531
1264,164.91904749999998,T,10.0,3.162108072048032,2.4816544362908606,60.211181640625,20200531_008,20200531
1268,165.3754075,T,40.0,2.561707805203469,2.081387591727818,59.50927734375,20200531_008,20200531
1272,165.8317875,T,5.0,3.3022014676450966,2.6417611741160774,60.3179931640625,20200531_008,20200531
1276,166.28814749999998,T,-30.0,6.584389593062041,6.124082721814543,58.6700439453125,20200531_008,20200531
1280,166.7445075,T,0.0,3.582388258839226,2.681787858572381,60.4095458984375,20200531_008,20200531
1284,167.2008875,T,-20.0,4.763175450300199,4.062708472314877,59.4329833984375,20200531_008,20200531
1288,167.65724749999998,T,-40.0,,,0.0,20200531_008,20200531
1292,168.11360749999997,T,-10.0,4.142761841227485,3.2421614409606403,60.333251953125,20200531_008,20200531
1296,168.5699875,T,20.0,2.901934623082054,2.321547698465644,59.99755859375,20200531_008,20200531
1300,169.02634749999999,T,-5.0,3.762508338892595,2.8619079386257504,60.8367919921875,20200531_008,20200531
1314,170.62364749999998,T,30.0,2.7018012008005337,2.141427618412275,60.11962890625,20200531_008,20200531
1318,171.0800075,T,10.0,3.14209472981988,2.461641094062708,60.821533203125,20200531_008,20200531
1322,171.5363875,T,40.0,2.561707805203469,2.141427618412275,60.4095458984375,20200531_008,20200531
1326,171.99274749999998,T,5.0,3.3022014676450966,2.6017344896597727,61.1572265625,20200531_008,20200531
1330,172.4491075,T,-30.0,6.744496330887258,4.48298865910607,62.3626708984375,20200531_008,20200531
1333,172.9054875,T,0.0,3.5223482321547697,2.681787858572381,61.553955078125,20200531_008,20200531
1337,173.36184749999998,T,-20.0,4.843228819212809,4.162775183455636,60.2264404296875,20200531_008,20200531
1341,173.81822749999998,T,-40.0,,,0.0,20200531_008,20200531
1344,174.2745875,T,-10.0,4.00266844563042,3.1020680453635756,60.882568359375,20200531_008,20200531
1348,174.7309875,T,20.0,2.8819212808539025,2.2815210140093396,60.8062744140625,20200531_008,20200531
1351,175.18732749999998,T,-5.0,3.8025350233488995,2.781854569713142,61.5234375,20200531_008,20200531
76,9.540317499999999,T,10.0,4.022681787858572,3.162108072048032,24.688720703125,20200531_009,20200531
80,9.9420775,T,-10.0,6.084056037358239,3.9826551034022684,26.9317626953125,20200531_009,20200531
83,10.343857499999999,T,-40.0,,,0.0,20200531_009,20200531
86,10.745597499999999,T,-30.0,,,0.0,20200531_009,20200531
90,11.147357499999998,T,20.0,3.2421614409606403,2.801867911941294,10.894775390625,20200531_009,20200531
93,11.549097499999998,T,0.0,4.8232154769846565,3.942628418945964,24.84130859375,20200531_009,20200531
97,11.9508575,T,-5.0,5.4436290860573715,3.942628418945964,25.909423828125,20200531_009,20200531
100,12.352597499999998,T,5.0,4.28285523682455,3.422281521014009,24.9176025390625,20200531_009,20200531
103,12.7543575,T,-20.0,7.845230153435623,5.543695797198132,25.7720947265625,20200531_009,20200531
106,13.156117499999999,T,30.0,2.961974649766511,2.6617745163442295,10.55908203125,20200531_009,20200531
109,13.557857499999999,T,40.0,3.8825883922615074,2.4416277518345564,26.5960693359375,20200531_009,20200531
122,14.964017499999999,T,10.0,4.022681787858572,3.0820547031354235,25.9857177734375,20200531_009,20200531
125,15.365757499999999,T,-10.0,6.164109406270847,1.0206804536357572,27.89306640625,20200531_009,20200531
129,15.767517499999999,T,-40.0,,,0.0,20200531_009,20200531
132,16.1692775,T,-30.0,,,0.0,20200531_009,20200531
136,16.5710575,T,20.0,3.5423615743829218,2.801867911941294,24.0325927734375,20200531_009,20200531
139,16.9727975,T,-0.0,4.763175450300199,4.1827885256837884,23.9105224609375,20200531_009,20200531
142,17.374557499999998,T,-5.0,5.403602401601067,4.402935290193462,24.1241455078125,20200531_009,20200531
146,17.7762975,T,5.0,4.28285523682455,3.62241494329553,23.7274169921875,20200531_009,20200531
150,18.178057499999998,T,-20.0,,,0.0,20200531_009,20200531
153,18.579817499999997,T,30.0,2.961974649766511,2.7218145430286858,11.77978515625,20200531_009,20200531
157,18.981577499999997,T,40.0,2.801867911941294,2.4416277518345564,11.260986328125,20200531_009,20200531
169,20.3877575,T,10.0,3.9826551034022684,3.022014676450967,25.45166015625,20200531_009,20200531
173,20.789477499999997,T,-10.0,6.324216144096064,4.903268845897264,26.3519287109375,20200531_009,20200531
176,21.1912575,T,-40.0,,,0.0,20200531_009,20200531
180,21.5929975,T,-30.0,,,0.0,20200531_009,20200531
183,21.9947575,T,20.0,3.562374916611074,2.781854569713142,26.2908935546875,20200531_009,20200531
186,22.396517499999998,T,0.0,4.783188792528351,3.562374916611074,27.28271484375,20200531_009,20200531
190,22.7982575,T,-5.0,5.503669112741827,4.342895263509005,27.6336669921875,20200531_009,20200531
193,23.200017499999998,T,5.0,4.302868579052701,3.822548365577051,26.06201171875,20200531_009,20200531
196,23.601777499999997,T,-20.0,,,0.0,20200531_009,20200531
198,24.0035575,T,30.0,3.3022014676450966,2.6417611741160774,25.7415771484375,20200531_009,20200531
201,24.405297499999996,T,40.0,2.801867911941294,2.461641094062708,11.71875,20200531_009,20200531
214,25.8114575,T,10.0,3.942628418945964,2.941961307538359,27.923583984375,20200531_009,20200531
218,26.213197499999996,T,-10.0,6.404269513008672,5.083388925950634,27.4505615234375,20200531_009,20200531
221,26.6149575,T,-40.0,,,0.0,20200531_009,20200531
225,27.0166975,T,-30.0,,,0.0,20200531_009,20200531
228,27.4184575,T,20.0,3.4823215476984655,2.8418945963975983,28.4271240234375,20200531_009,20200531
232,27.8202175,T,-0.0,4.8232154769846565,3.9026017344896595,29.1595458984375,20200531_009,20200531
235,28.221977499999998,T,-5.0,5.503669112741827,4.342895263509005,29.1595458984375,20200531_009,20200531
238,28.623757499999996,T,5.0,4.262841894596398,3.602401601067378,28.2440185546875,20200531_009,20200531
242,29.025497499999997,T,-20.0,,,0.0,20200531_009,20200531
245,29.427257499999996,T,30.0,3.182121414276184,2.6217478318879253,28.5797119140625,20200531_009,20200531
248,29.828997499999996,T,40.0,3.022014676450967,1.0206804536357572,27.7252197265625,20200531_009,20200531
259,31.235157499999996,T,10.0,3.9226150767178116,3.0620413609072714,29.6630859375,20200531_009,20200531
263,31.636897499999996,T,-10.0,6.76450967311541,4.783188792528351,29.3426513671875,20200531_009,20200531
266,32.0386575,T,-40.0,,,0.0,20200531_009,20200531
269,32.440417499999995,T,-30.0,,,0.0,20200531_009,20200531
273,32.8421775,T,20.0,3.4623082054703134,1.4809873248832555,27.8778076171875,20200531_009,20200531
276,33.2439575,T,0.0,4.783188792528351,3.9826551034022684,28.411865234375,20200531_009,20200531
279,33.6456775,T,-5.0,5.503669112741827,4.262841894596398,28.961181640625,20200531_009,20200531
282,34.0474575,T,5.0,4.302868579052701,1.5010006671114076,28.7322998046875,20200531_009,20200531
285,34.4491975,T,-20.0,,,0.0,20200531_009,20200531
289,34.8509575,T,30.0,3.182121414276184,2.6617745163442295,28.656005859375,20200531_009,20200531
292,35.2526975,T,40.0,3.022014676450967,2.4816544362908606,28.3203125,20200531_009,20200531
305,36.658857499999996,T,10.0,3.942628418945964,3.2821881254169445,28.6865234375,20200531_009,20200531
307,37.0605975,T,-10.0,7.184789859906604,3.8825883922615074,29.1290283203125,20200531_009,20200531
311,37.462357499999996,T,-40.0,,,0.0,20200531_009,20200531
314,37.8641175,T,-30.0,10.066711140760507,8.545697131420948,29.0069580078125,20200531_009,20200531
317,38.265877499999995,T,20.0,3.4422948632421613,2.901934623082054,28.86962890625,20200531_009,20200531
321,38.6676575,T,0.0,4.843228819212809,4.042695130086724,29.84619140625,20200531_009,20200531
324,39.069397499999994,T,-5.0,5.583722481654436,1.4209472981987992,30.45654296875,20200531_009,20200531
328,39.4711575,T,5.0,4.28285523682455,3.722481654436291,29.3731689453125,20200531_009,20200531
331,39.87289749999999,T,-20.0,,,0.0,20200531_009,20200531
335,40.274657499999996,T,30.0,3.1220813875917277,2.6417611741160774,30.45654296875,20200531_009,20200531
338,40.6764175,T,40.0,2.961974649766511,2.561707805203469,30.181884765625,20200531_009,20200531
351,42.08255749999999,T,10.0,3.942628418945964,3.362241494329553,29.7393798828125,20200531_009,20200531
354,42.484317499999996,T,-10.0,7.104736490993996,5.283522348232155,29.815673828125,20200531_009,20200531
357,42.8860775,T,-40.0,,,0.0,20200531_009,20200531
361,43.287817499999996,T,-30.0,,,0.0,20200531_009,20200531
363,43.6895775,T,20.0,3.422281521014009,2.8418945963975983,30.94482421875,20200531_009,20200531
367,44.091357499999994,T,-0.0,4.863242161440961,3.582388258839226,31.585693359375,20200531_009,20200531
370,44.4930775,T,-5.0,5.62374916611074,4.543028685790527,31.0516357421875,20200531_009,20200531
373,44.89485749999999,T,5.0,4.28285523682455,3.782521681120747,30.6549072265625,20200531_009,20200531
376,45.2965975,T,-20.0,,,0.0,20200531_009,20200531
379,45.69835749999999,T,30.0,3.14209472981988,2.681787858572381,30.8685302734375,20200531_009,20200531
383,46.1000975,T,40.0,2.941961307538359,2.4816544362908606,30.2886962890625,20200531_009,20200531
393,47.5062575,T,10.0,3.9226150767178116,3.402268178785857,31.2652587890625,20200531_009,20200531
396,47.90799749999999,T,-10.0,6.744496330887258,4.8232154769846565,31.646728515625,20200531_009,20200531
400,48.309757499999996,T,-40.0,,,0.0,20200531_009,20200531
403,48.71151749999999,T,-30.0,,,0.0,20200531_009,20200531
407,49.113257499999996,T,20.0,3.402268178785857,2.8418945963975983,32.4859619140625,20200531_009,20200531
409,49.5150175,T,0.0,4.883255503669113,3.942628418945964,32.958984375,20200531_009,20200531
413,49.916777499999995,T,-5.0,5.543695797198132,4.202801867911941,33.233642578125,20200531_009,20200531
416,50.3185575,T,5.0,4.322881921280853,3.022014676450967,33.355712890625,20200531_009,20200531
420,50.720277499999995,T,-20.0,,,0.0,20200531_009,20200531
