,time,code,ampshift,fsl,onset,spkamp,exptname
196,39.540502499999995,T,20.0,2.0767306088407005,1.0258548790658883,28.2135009765625,20200204_000
198,39.934102499999995,T,-5.0,2.176814011676397,1.0258548790658883,28.1982421875,20200204_000
200,40.32772249999999,T,-10.0,2.2268557130942455,1.0258548790658883,28.8543701171875,20200204_000
202,40.7213425,T,-20.0,2.3769808173477895,1.0258548790658883,28.4423828125,20200204_000
204,41.1149625,T,40.0,2.0517097581317767,1.0258548790658883,29.083251953125,20200204_000
206,41.508602499999995,T,-40.0,3.3778148457047537,2.7773144286905755,29.4036865234375,20200204_000
208,41.902202499999994,T,10.0,2.1017514595496247,1.0258548790658883,29.7393798828125,20200204_000
210,42.29582249999999,T,30.0,2.0767306088407005,1.0258548790658883,30.1055908203125,20200204_000
212,42.6894425,T,0.0,2.1517931609674728,1.0258548790658883,29.4952392578125,20200204_000
214,43.0830625,T,5.0,2.126772310258549,1.0258548790658883,28.50341796875,20200204_000
221,44.460722499999996,T,-30.0,2.677231025854879,1.0258548790658883,28.1982421875,20200204_000
223,44.854342499999994,T,20.0,2.1017514595496247,1.0258548790658883,27.77099609375,20200204_000
225,45.24796249999999,T,-5.0,2.176814011676397,1.0258548790658883,27.83203125,20200204_000
227,45.6416025,T,-10.0,2.2268557130942455,1.8515429524603837,28.38134765625,20200204_000
229,46.0352025,T,-20.0,2.3519599666388658,2.0016680567139282,28.6865234375,20200204_000
231,46.428802499999996,T,40.0,2.0517097581317767,1.0258548790658883,28.9306640625,20200204_000
233,46.822422499999995,T,-40.0,3.402835696413678,1.0258548790658883,29.3121337890625,20200204_000
235,47.21604249999999,T,10.0,2.126772310258549,1.0258548790658883,28.4881591796875,20200204_000
237,47.6096625,T,30.0,2.0767306088407005,1.0258548790658883,28.6102294921875,20200204_000
239,48.0033025,T,-0.0,2.1517931609674728,1.0258548790658883,29.35791015625,20200204_000
241,48.396902499999996,T,5.0,2.126772310258549,1.0258548790658883,29.23583984375,20200204_000
248,49.77460249999999,T,-30.0,2.652210175145955,2.1517931609674728,28.80859375,20200204_000
250,50.16820249999999,T,20.0,2.0767306088407005,1.7764804003336112,27.7862548828125,20200204_000
252,50.5618225,T,-5.0,2.201834862385321,1.0258548790658883,27.9541015625,20200204_000
254,50.9554225,T,-10.0,2.2518765638031693,1.0258548790658883,28.6407470703125,20200204_000
256,51.349042499999996,T,-20.0,2.3769808173477895,1.0258548790658883,28.80859375,20200204_000
258,51.74270249999999,T,40.0,2.0517097581317767,1.0258548790658883,28.9154052734375,20200204_000
260,52.13630249999999,T,-40.0,3.402835696413678,2.627189324437031,28.9459228515625,20200204_000
262,52.5299025,T,10.0,2.1017514595496247,1.0258548790658883,28.5797119140625,20200204_000
264,52.9235225,T,30.0,2.1017514595496247,1.0258548790658883,28.472900390625,20200204_000
266,53.317142499999996,T,-0.0,2.176814011676397,1.0258548790658883,28.0303955078125,20200204_000
268,53.710762499999994,T,5.0,2.126772310258549,1.0258548790658883,27.7557373046875,20200204_000
275,55.08842249999999,T,-30.0,2.702251876563803,1.0258548790658883,28.778076171875,20200204_000
277,55.4820425,T,20.0,2.1017514595496247,1.0258548790658883,28.9154052734375,20200204_000
279,55.8756425,T,-5.0,2.201834862385321,1.0258548790658883,28.717041015625,20200204_000
281,56.269302499999995,T,-10.0,2.2268557130942455,1.9015846538782317,28.778076171875,20200204_000
283,56.662902499999994,T,-20.0,2.3519599666388658,2.0016680567139282,28.839111328125,20200204_000
285,57.05652249999999,T,40.0,2.0767306088407005,1.0258548790658883,28.564453125,20200204_000
287,57.45012249999999,T,-40.0,3.427856547122602,1.0258548790658883,28.6712646484375,20200204_000
289,57.8437425,T,10.0,2.126772310258549,1.0258548790658883,27.923583984375,20200204_000
291,58.237362499999996,T,30.0,2.0767306088407005,1.0258548790658883,27.1148681640625,20200204_000
293,58.631002499999994,T,-0.0,2.1517931609674728,1.0258548790658883,27.069091796875,20200204_000
295,59.02460249999999,T,5.0,2.126772310258549,1.0258548790658883,26.4739990234375,20200204_000
302,60.4023025,T,-30.0,2.652210175145955,2.2268557130942455,25.604248046875,20200204_000
304,60.7959025,T,20.0,2.1017514595496247,1.0258548790658883,26.519775390625,20200204_000
306,61.189502499999996,T,-5.0,2.201834862385321,1.0258548790658883,27.2979736328125,20200204_000
308,61.583122499999995,T,-10.0,2.2518765638031693,1.0258548790658883,27.984619140625,20200204_000
310,61.97674249999999,T,-20.0,2.3769808173477895,1.0258548790658883,28.4423828125,20200204_000
312,62.37036249999999,T,40.0,2.0767306088407005,1.0508757297748124,28.1982421875,20200204_000
314,62.7640025,T,-40.0,3.402835696413678,1.0258548790658883,28.38134765625,20200204_000
316,63.157602499999996,T,10.0,2.1017514595496247,1.0258548790658883,26.2908935546875,20200204_000
318,63.551222499999994,T,30.0,2.1017514595496247,1.0258548790658883,26.458740234375,20200204_000
320,63.94484249999999,T,0.0,2.176814011676397,1.0258548790658883,26.9012451171875,20200204_000
322,64.33846249999999,T,5.0,2.1517931609674728,1.0258548790658883,26.611328125,20200204_000
329,65.7161225,T,-30.0,2.702251876563803,1.0258548790658883,27.1759033203125,20200204_000
331,66.1097425,T,20.0,2.1017514595496247,1.0508757297748124,26.7333984375,20200204_000
333,66.5033625,T,-5.0,2.201834862385321,1.0258548790658883,27.4505615234375,20200204_000
335,66.8970025,T,-10.0,2.2518765638031693,1.0258548790658883,27.7252197265625,20200204_000
337,67.29060249999999,T,-20.0,2.3769808173477895,1.0258548790658883,28.8848876953125,20200204_000
339,67.68422249999999,T,40.0,2.1017514595496247,1.0758965804837364,27.862548828125,20200204_000
341,68.07784249999999,T,-40.0,3.427856547122602,2.8273561301084236,28.656005859375,20200204_000
343,68.47146249999999,T,10.0,2.126772310258549,1.0258548790658883,28.86962890625,20200204_000
345,68.86510249999999,T,30.0,2.0767306088407005,1.0258548790658883,28.0914306640625,20200204_000
347,69.2587025,T,0.0,2.176814011676397,1.8015012510425354,27.9693603515625,20200204_000
349,69.6523225,T,5.0,2.1517931609674728,1.0258548790658883,28.076171875,20200204_000
356,71.0300025,T,-30.0,2.652210175145955,1.0258548790658883,27.9388427734375,20200204_000
358,71.42360249999999,T,20.0,2.1017514595496247,1.1009174311926604,27.5115966796875,20200204_000
360,71.8172225,T,-5.0,2.2268557130942455,1.0258548790658883,27.03857421875,20200204_000
362,72.2108425,T,-10.0,2.2768974145120935,1.0258548790658883,27.099609375,20200204_000
364,72.6044625,T,-20.0,2.4020016680567142,1.0258548790658883,27.5115966796875,20200204_000
366,72.99810249999999,T,40.0,2.0767306088407005,1.0258548790658883,27.1453857421875,20200204_000
368,73.3917025,T,-40.0,3.3778148457047537,1.0258548790658883,27.9541015625,20200204_000
370,73.78532249999999,T,10.0,2.1517931609674728,1.0258548790658883,27.7099609375,20200204_000
372,74.1789625,T,30.0,2.1017514595496247,1.0258548790658883,27.313232421875,20200204_000
374,74.57260249999999,T,-0.0,2.176814011676397,1.0258548790658883,27.252197265625,20200204_000
376,74.9662025,T,5.0,2.1517931609674728,1.0258548790658883,27.34375,20200204_000
383,76.3438625,T,-30.0,2.677231025854879,1.0258548790658883,27.8778076171875,20200204_000
385,76.73750249999999,T,20.0,2.1017514595496247,1.0258548790658883,27.6641845703125,20200204_000
387,77.13112249999999,T,-5.0,2.2268557130942455,1.0258548790658883,27.64892578125,20200204_000
389,77.52474249999999,T,-10.0,2.2518765638031693,1.0258548790658883,26.8096923828125,20200204_000
391,77.91836249999999,T,-20.0,2.4020016680567142,1.0508757297748124,27.2216796875,20200204_000
393,78.31200249999999,T,40.0,2.1017514595496247,1.0758965804837364,26.7181396484375,20200204_000
395,78.7056025,T,-40.0,3.452877397831526,1.0258548790658883,27.2674560546875,20200204_000
397,79.0992225,T,10.0,2.1517931609674728,1.0258548790658883,27.1759033203125,20200204_000
399,79.4928425,T,30.0,2.1017514595496247,1.0258548790658883,27.16064453125,20200204_000
401,79.88650249999999,T,-0.0,2.176814011676397,1.0758965804837364,26.214599609375,20200204_000
403,80.2801025,T,5.0,2.1517931609674728,1.0258548790658883,26.8402099609375,20200204_000
410,81.65780249999999,T,-30.0,2.702251876563803,1.0258548790658883,26.5045166015625,20200204_000
412,82.0514025,T,20.0,2.126772310258549,1.0258548790658883,25.634765625,20200204_000
414,82.4450225,T,-5.0,2.2518765638031693,1.0258548790658883,25.6500244140625,20200204_000
416,82.8386625,T,-10.0,2.2768974145120935,1.0258548790658883,25.6805419921875,20200204_000
418,83.23230249999999,T,-20.0,2.4020016680567142,1.976647206005004,25.3753662109375,20200204_000
420,83.6259025,T,40.0,2.1017514595496247,1.1509591326105086,25.20751953125,20200204_000
422,84.0195225,T,-40.0,3.452877397831526,1.0258548790658883,25.5126953125,20200204_000
424,84.41314249999999,T,10.0,2.176814011676397,1.0258548790658883,25.0244140625,20200204_000
426,84.80680249999999,T,30.0,2.1017514595496247,1.0258548790658883,24.96337890625,20200204_000
428,85.2004025,T,0.0,2.176814011676397,1.0258548790658883,24.59716796875,20200204_000
430,85.5940225,T,5.0,2.201834862385321,1.0758965804837364,24.658203125,20200204_000
437,86.97170249999999,T,-30.0,2.702251876563803,1.0258548790658883,25.4974365234375,20200204_000
439,87.3653025,T,20.0,2.126772310258549,1.0508757297748124,25.177001953125,20200204_000
441,87.7589225,T,-5.0,2.2518765638031693,1.0258548790658883,25.421142578125,20200204_000
443,88.1525425,T,-10.0,2.3019182652210173,1.0258548790658883,25.3753662109375,20200204_000
445,88.54620249999999,T,-20.0,2.4020016680567142,1.0258548790658883,25.20751953125,20200204_000
447,88.9398025,T,40.0,2.1017514595496247,1.0258548790658883,25.4058837890625,20200204_000
449,89.3334225,T,-40.0,3.4778982485404506,1.0258548790658883,25.7110595703125,20200204_000
451,89.7270425,T,10.0,2.176814011676397,1.0258548790658883,25.1312255859375,20200204_000
453,90.1206625,T,30.0,2.126772310258549,1.0258548790658883,25.3448486328125,20200204_000
455,90.51430249999999,T,0.0,2.201834862385321,1.0258548790658883,25.3753662109375,20200204_000
457,90.90790249999999,T,5.0,2.176814011676397,1.0258548790658883,25.45166015625,20200204_000
464,92.2856025,T,-30.0,2.702251876563803,1.0258548790658883,25.1007080078125,20200204_000
466,92.6792225,T,20.0,2.1517931609674728,1.0258548790658883,24.5208740234375,20200204_000
468,93.0728425,T,-5.0,2.2518765638031693,1.0258548790658883,24.3988037109375,20200204_000
470,93.46650249999999,T,-10.0,2.2768974145120935,1.0258548790658883,23.2086181640625,20200204_000
472,93.8601025,T,-20.0,2.427022518765638,1.0258548790658883,23.4375,20200204_000
474,94.2537225,T,40.0,2.1517931609674728,1.1259382819015846,22.52197265625,20200204_000
74,15.977084999999999,T,30.0,2.677231025854879,1.0258548790658883,29.8309326171875,20200204_001
76,16.370845,T,-20.0,3.452877397831526,2.5521267723102583,33.6456298828125,20200204_001
78,16.764545,T,20.0,2.702251876563803,1.0258548790658883,31.06689453125,20200204_001
80,17.158285,T,0.0,2.8273561301084236,1.0258548790658883,32.3638916015625,20200204_001
82,17.552004999999998,T,-30.0,3.8031693077564634,2.627189324437031,31.8603515625,20200204_001
84,17.945745,T,10.0,2.7773144286905755,1.0258548790658883,30.609130859375,20200204_001
86,18.339444999999998,T,-5.0,2.9524603836530443,1.0258548790658883,31.585693359375,20200204_001
88,18.733185,T,-10.0,3.0525437864887404,1.0258548790658883,32.04345703125,20200204_001
90,19.126904999999997,T,40.0,2.702251876563803,1.0258548790658883,29.815673828125,20200204_001
92,19.520645,T,5.0,2.8273561301084236,1.0258548790658883,30.548095703125,20200204_001
94,19.914364999999997,T,-40.0,5.004170141784821,3.152627189324437,30.09033203125,20200204_001
101,21.292444999999997,T,30.0,2.7773144286905755,1.0258548790658883,28.8543701171875,20200204_001
103,21.686145,T,-20.0,3.4778982485404506,1.0258548790658883,31.8145751953125,20200204_001
105,22.079864999999998,T,20.0,2.8023352793995,1.0258548790658883,29.23583984375,20200204_001
107,22.473584999999996,T,0.0,2.8773978315262716,1.0258548790658883,29.998779296875,20200204_001
109,22.867344999999997,T,-30.0,3.928273561301084,2.8023352793995,30.3192138671875,20200204_001
111,23.261045,T,10.0,2.8773978315262716,1.0258548790658883,28.900146484375,20200204_001
113,23.654764999999998,T,-5.0,3.0025020850708923,1.0258548790658883,29.205322265625,20200204_001
115,24.048505,T,-10.0,3.1025854879065884,1.0258548790658883,29.510498046875,20200204_001
117,24.442244999999996,T,40.0,2.902418682235196,1.0258548790658883,27.4200439453125,20200204_001
119,24.835964999999998,T,5.0,2.902418682235196,1.0508757297748124,28.5491943359375,20200204_001
121,25.229684999999996,T,-40.0,5.079232693911592,1.0258548790658883,28.38134765625,20200204_001
128,26.607744999999998,T,30.0,2.8273561301084236,1.0258548790658883,27.7099609375,20200204_001
130,27.001444999999997,T,-20.0,3.5279399499582986,2.5521267723102583,31.2042236328125,20200204_001
132,27.395184999999998,T,20.0,2.852376980817348,1.0258548790658883,28.411865234375,20200204_001
134,27.788904999999996,T,0.0,2.9274395329441196,1.0258548790658883,29.84619140625,20200204_001
136,28.182644999999997,T,-30.0,4.028356964136781,2.652210175145955,30.2734375,20200204_001
138,28.576365,T,10.0,2.8773978315262716,1.0258548790658883,28.74755859375,20200204_001
140,28.970084999999997,T,-5.0,2.9774812343619685,1.0258548790658883,30.2734375,20200204_001
142,29.363844999999998,T,-10.0,3.1025854879065884,2.3269391159299415,30.82275390625,20200204_001
144,29.757544999999997,T,40.0,2.8273561301084236,1.0258548790658883,28.86962890625,20200204_001
146,30.151265,T,5.0,2.902418682235196,1.0258548790658883,29.022216796875,20200204_001
148,30.545004999999996,T,-40.0,5.404503753127606,3.828190158465388,26.9012451171875,20200204_001
155,31.923045,T,30.0,2.8773978315262716,1.0258548790658883,27.862548828125,20200204_001
157,32.316765,T,-20.0,3.5779816513761467,1.0258548790658883,31.1279296875,20200204_001
159,32.710485,T,20.0,2.9274395329441196,1.0258548790658883,27.7099609375,20200204_001
161,33.104245,T,-0.0,3.0025020850708923,1.0258548790658883,27.9998779296875,20200204_001
163,33.497944999999994,T,-30.0,4.078398665554628,1.0258548790658883,29.0985107421875,20200204_001
165,33.891664999999996,T,10.0,2.9524603836530443,1.0258548790658883,27.587890625,20200204_001
167,34.285405,T,-5.0,3.0525437864887404,1.0258548790658883,28.5797119140625,20200204_001
169,34.679145,T,-10.0,3.152627189324437,1.0258548790658883,28.9764404296875,20200204_001
171,35.072844999999994,T,40.0,2.9274395329441196,1.1009174311926604,26.5655517578125,20200204_001
173,35.466584999999995,T,5.0,2.9524603836530443,1.0258548790658883,27.7862548828125,20200204_001
175,35.860344999999995,T,-40.0,5.529608006672227,3.853211009174312,25.2838134765625,20200204_001
182,37.238364999999995,T,30.0,2.902418682235196,1.0258548790658883,27.2674560546875,20200204_001
184,37.632085,T,-20.0,3.5779816513761467,1.0258548790658883,29.815673828125,20200204_001
186,38.025845,T,20.0,2.9774812343619685,1.0258548790658883,27.6641845703125,20200204_001
188,38.419545,T,-0.0,3.0525437864887404,1.0258548790658883,27.7862548828125,20200204_001
190,38.813264999999994,T,-30.0,4.153461217681401,2.702251876563803,28.9764404296875,20200204_001
192,39.207004999999995,T,10.0,2.9774812343619685,2.176814011676397,26.79443359375,20200204_001
194,39.600744999999996,T,-5.0,3.1025854879065884,1.0258548790658883,28.1524658203125,20200204_001
196,39.994465,T,-10.0,3.177648040033361,1.0258548790658883,28.6865234375,20200204_001
198,40.388185,T,40.0,2.8773978315262716,1.0258548790658883,25.1617431640625,20200204_001
200,40.78194499999999,T,5.0,2.7773144286905755,1.0258548790658883,27.862548828125,20200204_001
202,41.175644999999996,T,-40.0,5.30442035029191,4.028356964136781,15.2587890625,20200204_001
209,42.553684999999994,T,30.0,2.9274395329441196,1.0258548790658883,27.1148681640625,20200204_001
211,42.947444999999995,T,-20.0,3.6280233527939947,2.5521267723102583,29.0069580078125,20200204_001
213,43.341145,T,20.0,2.8273561301084236,1.0258548790658883,25.1922607421875,20200204_001
215,43.734885,T,0.0,3.0025020850708923,1.0258548790658883,27.3284912109375,20200204_001
217,44.12860499999999,T,-30.0,4.128440366972478,2.677231025854879,29.4189453125,20200204_001
219,44.522344999999994,T,10.0,3.0275229357798166,1.0258548790658883,27.5421142578125,20200204_001
221,44.916064999999996,T,-5.0,3.1025854879065884,1.0258548790658883,27.9693603515625,20200204_001
223,45.309805,T,-10.0,3.177648040033361,1.0258548790658883,28.350830078125,20200204_001
225,45.703545,T,40.0,3.0025020850708923,1.0258548790658883,27.28271484375,20200204_001
227,46.09726499999999,T,5.0,3.0525437864887404,1.0258548790658883,27.2064208984375,20200204_001
229,46.490984999999995,T,-40.0,5.42952460383653,4.378648874061717,14.6942138671875,20200204_001
236,47.86904499999999,T,30.0,3.0775646371976646,1.0258548790658883,26.8707275390625,20200204_001
238,48.262764999999995,T,-20.0,3.6280233527939947,1.0258548790658883,28.0914306640625,20200204_001
240,48.656504999999996,T,20.0,3.127606338615513,1.0258548790658883,26.519775390625,20200204_001
242,49.050245,T,-0.0,3.152627189324437,1.0258548790658883,25.909423828125,20200204_001
244,49.443965,T,-30.0,4.253544620517098,1.0258548790658883,27.099609375,20200204_001
246,49.83768499999999,T,10.0,3.1025854879065884,1.0258548790658883,25.1617431640625,20200204_001
248,50.231444999999994,T,-5.0,3.177648040033361,1.0258548790658883,25.8026123046875,20200204_001
250,50.625144999999996,T,-10.0,3.2527105921601334,1.0258548790658883,26.123046875,20200204_001
252,51.018865,T,40.0,3.1025854879065884,1.1009174311926604,25.8026123046875,20200204_001
254,51.41260499999999,T,5.0,3.227689741451209,1.0258548790658883,24.749755859375,20200204_001
256,51.80634499999999,T,-40.0,5.30442035029191,3.853211009174312,13.824462890625,20200204_001
263,53.18438499999999,T,30.0,3.127606338615513,1.0258548790658883,24.7955322265625,20200204_001
265,53.578104999999994,T,-20.0,3.6530442035029194,1.0258548790658883,25.970458984375,20200204_001
267,53.971844999999995,T,20.0,3.2026688907422853,1.0258548790658883,24.078369140625,20200204_001
269,54.365565,T,0.0,3.2527105921601334,1.0258548790658883,22.94921875,20200204_001
271,54.759285,T,-30.0,4.253544620517098,2.7522935779816513,23.1170654296875,20200204_001
273,55.15304499999999,T,10.0,3.2026688907422853,1.0258548790658883,22.6287841796875,20200204_001
275,55.546744999999994,T,-5.0,3.35279399499583,1.0258548790658883,22.0489501953125,20200204_001
277,55.940484999999995,T,-10.0,3.3778148457047537,1.0258548790658883,22.0184326171875,20200204_001
279,56.334205,T,40.0,3.127606338615513,1.0258548790658883,22.9339599609375,20200204_001
281,56.727945,T,5.0,3.35279399499583,1.0258548790658883,21.881103515625,20200204_001
283,57.12166499999999,T,-40.0,5.179316096747289,1.0258548790658883,11.0321044921875,20200204_001
290,58.499745,T,30.0,3.2026688907422853,1.0258548790658883,22.369384765625,20200204_001
292,58.89344499999999,T,-20.0,3.7030859049207674,2.527105921601334,22.6593017578125,20200204_001
294,59.287164999999995,T,20.0,3.227689741451209,1.0258548790658883,22.4761962890625,20200204_001
296,59.680904999999996,T,0.0,2.902418682235196,1.0258548790658883,22.613525390625,20200204_001
298,60.074645,T,-30.0,4.5037531276063385,2.7773144286905755,20.4315185546875,20200204_001
300,60.46834499999999,T,10.0,3.152627189324437,1.0258548790658883,20.050048828125,20200204_001
416,84.40950249999999,T,10.0,3.0275229357798166,1.0258548790658883,16.0675048828125,20200204_002
418,84.80322249999999,T,-5.0,3.6530442035029194,1.0258548790658883,16.1285400390625,20200204_002
420,85.1970025,T,-20.0,5.779816513761467,1.0258548790658883,16.3726806640625,20200204_002
422,85.5907225,T,20.0,2.8773978315262716,1.1259382819015846,15.6707763671875,20200204_002
424,85.98446249999999,T,5.0,3.152627189324437,1.0758965804837364,15.7012939453125,20200204_002
426,86.37822249999999,T,-40.0,,,0.0,20200204_002
428,86.77196249999999,T,-0.0,3.35279399499583,1.0758965804837364,15.655517578125,20200204_002
430,87.1657025,T,40.0,2.652210175145955,1.1009174311926604,14.7857666015625,20200204_002
432,87.5594625,T,30.0,2.727272727272727,1.0258548790658883,15.2435302734375,20200204_002
434,87.95320249999999,T,-30.0,,,0.0,20200204_002
436,88.3469425,T,-10.0,4.053377814845704,1.0758965804837364,15.13671875,20200204_002
443,89.72506249999999,T,10.0,3.0275229357798166,1.0758965804837364,14.6636962890625,20200204_002
445,90.11880249999999,T,-5.0,3.6280233527939947,1.0258548790658883,15.13671875,20200204_002
447,90.51256249999999,T,-20.0,5.804837364470392,1.1259382819015846,15.899658203125,20200204_002
