,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20171010_003,-120.97752,0.004264999999975316,7.9677060133630295,11.9357605,4.309576837416482,,,,0.69693476,0.8678237,8.95,5.45928955078125,,4.560133630289532,5.683899,2.05456570155902,,,,0.35510483,0.4136045,41.85,3.39508056640625,,4.610244988864142,8.990578,2.05456570155902,,,,0.72635496,1.1747957,3.6,4.42291259765625,
