,exptname,Vm_baseline,c_latency,cmd_epsp_t,cmd_epsp_amp,cmd_epsp_onset,cmd_ipsp_t,cmd_ipsp_amp,cmd_ipsp_onset,cmd_response_std,cmd_peak_std,cmd_epsp_hw,cmd_epsp_dvdt,cmd_ipsp_dvdt,u_epsp_t,u_epsp_amp,u_epsp_onset,u_ipsp_t,u_ipsp_amp,u_ipsp_onset,u_response_std,u_peak_std,u_epsp_hw,u_epsp_dvdt,u_ipsp_dvdt,c_epsp_t,c_epsp_amp,c_epsp_onset,c_ipsp_t,c_ipsp_amp,c_ipsp_onset,c_response_std,c_peak_std,c_epsp_hw,c_epsp_dvdt,c_ipsp_dvdt
0,20200115_002,-53.659534,0.004345000000000709,17.01890989988876,1.9716873,6.782536151279198,,,,0.77087915,0.8170613,27.050000000000004,0.4925537109375,,7.132925472747496,14.4446945,3.4037819799777527,,,,1.5944078,3.1603012,5.5,5.804901123046875,,7.408231368186874,23.288727,3.6540600667408225,,,,2.164151,4.4021053,5.7,11.43829345703125,
